,Date,Day,Territory,Menu Item,Price (FJD),Price (USD),Category,Menu
1,2022/06/06,Mon,Fiji,Big Mac (S/M/L) -Beef,12.35,5.78,Classic McValue Meals,Regular
2,2022/06/06,Mon,Fiji,Cheeseburger (S/M/L) - Beef,8.30,3.88,Classic McValue Meals,Regular
3,2022/06/06,Mon,Fiji,Quarter Pounder (S/M/L) - Beef,12.55,5.87,Classic McValue Meals,Regular
4,2022/06/06,Mon,Fiji,Filet-o-Fish (S/M/L),9.85,4.61,Classic McValue Meals,Regular
5,2022/06/06,Mon,Fiji,McFeast (S/M/L) - Beef,14.65,6.86,Classic McValue Meals,Regular
6,2022/06/06,Mon,Fiji,Double Cheeseburger (S/M/L) - Beef,10.85,5.08,Classic McValue Meals,Regular
7,2022/06/06,Mon,Fiji,Salad Burger (S/M/L),8.60,4.02,Classic McValue Meals,Regular
8,2022/06/06,Mon,Fiji,Vege McWrap (S/M/L),11.45,5.36,Classic McValue Meals,Regular
9,2022/06/06,Mon,Fiji,Filet McWrap (S/M/L),10.65,4.98,Classic McValue Meals,Regular
10,2022/06/06,Mon,Fiji,McChicken (S/M/L),12.35,5.78,Chicken McValue Meals,Regular
11,2022/06/06,Mon,Fiji,2pc Hot and Spicy (S/M/L),12.45,5.83,Chicken McValue Meals,Regular
12,2022/06/06,Mon,Fiji,3pc Hot and Spicy (S/M/L),17.25,8.07,Chicken McValue Meals,Regular
13,2022/06/06,Mon,Fiji,5pc Hot and Spicy (M/L),26.30,12.31,Chicken McValue Meals,Regular
14,2022/06/06,Mon,Fiji,6pk McNuggets (S/M/L),11.25,5.27,Chicken McValue Meals,Regular
15,2022/06/06,Mon,Fiji,10pk McNuggets (S/M/L),13.40,6.27,Chicken McValue Meals,Regular
16,2022/06/06,Mon,Fiji,Chicken Aioli McWrap (S/M/L),12.50,5.85,Chicken McValue Meals,Regular
17,2022/06/06,Mon,Fiji,Cheeseburger Happy Meal (Beef),10.75,5.03,Happymeals,Regular
18,2022/06/06,Mon,Fiji,Junior Burger Happy Meal (Beef),10.75,5.03,Happymeals,Regular
19,2022/06/06,Mon,Fiji,4pk Chicken McNuggets Happy Meal,10.75,5.03,Happymeals,Regular
20,2022/06/06,Mon,Fiji,Big Mac (Beef),9.20,4.31,Classic Favourites,Regular
21,2022/06/06,Mon,Fiji,Cheeseburger (Beef),5.25,2.46,Classic Favourites,Regular
22,2022/06/06,Mon,Fiji,Quarter Pounder (Beef),9.20,4.31,Classic Favourites,Regular
23,2022/06/06,Mon,Fiji,Filet-o-Fish,7.05,3.30,Classic Favourites,Regular
24,2022/06/06,Mon,Fiji,McFeast (Beef),11.45,5.36,Classic Favourites,Regular
25,2022/06/06,Mon,Fiji,Double Cheeseburger (Beef),8.65,4.05,Classic Favourites,Regular
26,2022/06/06,Mon,Fiji,Salad Burger,6.25,2.93,Classic Favourites,Regular
27,2022/06/06,Mon,Fiji,Vege McWrap,9.15,4.28,Classic Favourites,Regular
28,2022/06/06,Mon,Fiji,Filet McWrap,8.35,3.91,Classic Favourites,Regular
29,2022/06/06,Mon,Fiji,McChicken,9.20,4.31,Chicken Favourites,Regular
30,2022/06/06,Mon,Fiji,3pc Hot and Spicy Chicken,14.15,6.62,Chicken Favourites,Regular
31,2022/06/06,Mon,Fiji,5pc Hot and Spicy Chicken,22.15,10.37,Chicken Favourites,Regular
32,2022/06/06,Mon,Fiji,6pk McNuggets,7.45,3.49,Chicken Favourites,Regular
33,2022/06/06,Mon,Fiji,10pk McNuggets,11.20,5.24,Chicken Favourites,Regular
34,2022/06/06,Mon,Fiji,Chicken Aioli McWrap,10.55,4.94,Chicken Favourites,Regular
35,2022/06/06,Mon,Fiji,Apple Pie,4.75,2.22,Sides and Condiments,Regular
36,2022/06/06,Mon,Fiji,Fries (S/M/L),2.95,1.38,Sides and Condiments,Regular
37,2022/06/06,Mon,Fiji,Sweet and Sour Sauce,0.50,0.23,Sides and Condiments,Regular
38,2022/06/06,Mon,Fiji,Ketchup Packet,0.30,0.14,Sides and Condiments,Regular
39,2022/06/06,Mon,Fiji,BBQ Sauce,0.50,0.23,Sides and Condiments,Regular
40,2022/06/06,Mon,Fiji,Mayonnaise Packet,0.50,0.23,Sides and Condiments,Regular
