,Date,Day,Territory,Menu Item,Price (FJD),Price (USD),Category,Menu
1,2022/06/18,Sat,Fiji,Big Mac (S/M/L) -Beef,12.35,5.67,Classic McValue Meals,Regular
2,2022/06/18,Sat,Fiji,Cheeseburger (S/M/L) - Beef,8.30,3.81,Classic McValue Meals,Regular
3,2022/06/18,Sat,Fiji,Quarter Pounder (S/M/L) - Beef,12.55,5.76,Classic McValue Meals,Regular
4,2022/06/18,Sat,Fiji,Filet-o-Fish (S/M/L),9.85,4.52,Classic McValue Meals,Regular
5,2022/06/18,Sat,Fiji,McFeast (S/M/L) - Beef,14.65,6.72,Classic McValue Meals,Regular
6,2022/06/18,Sat,Fiji,Double Cheeseburger (S/M/L) - Beef,10.85,4.98,Classic McValue Meals,Regular
7,2022/06/18,Sat,Fiji,Salad Burger (S/M/L),8.60,3.95,Classic McValue Meals,Regular
8,2022/06/18,Sat,Fiji,Vege McWrap (S/M/L),11.45,5.25,Classic McValue Meals,Regular
9,2022/06/18,Sat,Fiji,Filet McWrap (S/M/L),10.65,4.89,Classic McValue Meals,Regular
10,2022/06/18,Sat,Fiji,McChicken (S/M/L),12.35,5.67,Chicken McValue Meals,Regular
11,2022/06/18,Sat,Fiji,2pc Hot and Spicy (S/M/L),12.45,5.71,Chicken McValue Meals,Regular
12,2022/06/18,Sat,Fiji,3pc Hot and Spicy (S/M/L),17.25,7.91,Chicken McValue Meals,Regular
13,2022/06/18,Sat,Fiji,5pc Hot and Spicy (M/L),26.30,12.07,Chicken McValue Meals,Regular
14,2022/06/18,Sat,Fiji,6pk McNuggets (S/M/L),11.25,5.16,Chicken McValue Meals,Regular
15,2022/06/18,Sat,Fiji,10pk McNuggets (S/M/L),13.40,6.15,Chicken McValue Meals,Regular
16,2022/06/18,Sat,Fiji,Chicken Aioli McWrap (S/M/L),12.50,5.73,Chicken McValue Meals,Regular
17,2022/06/18,Sat,Fiji,Cheeseburger Happy Meal (Beef),10.75,4.93,Happymeals,Regular
18,2022/06/18,Sat,Fiji,Junior Burger Happy Meal (Beef),10.75,4.93,Happymeals,Regular
19,2022/06/18,Sat,Fiji,4pk Chicken McNuggets Happy Meal,10.75,4.93,Happymeals,Regular
20,2022/06/18,Sat,Fiji,Big Mac (Beef),9.20,4.22,Classic Favourites,Regular
21,2022/06/18,Sat,Fiji,Cheeseburger (Beef),5.25,2.41,Classic Favourites,Regular
22,2022/06/18,Sat,Fiji,Quarter Pounder (Beef),9.20,4.22,Classic Favourites,Regular
23,2022/06/18,Sat,Fiji,Filet-o-Fish,7.05,3.23,Classic Favourites,Regular
24,2022/06/18,Sat,Fiji,McFeast (Beef),11.45,5.25,Classic Favourites,Regular
25,2022/06/18,Sat,Fiji,Double Cheeseburger (Beef),8.65,3.97,Classic Favourites,Regular
26,2022/06/18,Sat,Fiji,Salad Burger,6.25,2.87,Classic Favourites,Regular
27,2022/06/18,Sat,Fiji,Vege McWrap,9.15,4.20,Classic Favourites,Regular
28,2022/06/18,Sat,Fiji,Filet McWrap,8.35,3.83,Classic Favourites,Regular
29,2022/06/18,Sat,Fiji,McChicken,9.20,4.22,Chicken Favourites,Regular
30,2022/06/18,Sat,Fiji,3pc Hot and Spicy Chicken,14.15,6.49,Chicken Favourites,Regular
31,2022/06/18,Sat,Fiji,5pc Hot and Spicy Chicken,22.15,10.16,Chicken Favourites,Regular
32,2022/06/18,Sat,Fiji,6pk McNuggets,7.45,3.42,Chicken Favourites,Regular
33,2022/06/18,Sat,Fiji,10pk McNuggets,11.20,5.14,Chicken Favourites,Regular
34,2022/06/18,Sat,Fiji,Chicken Aioli McWrap,10.55,4.84,Chicken Favourites,Regular
35,2022/06/18,Sat,Fiji,Apple Pie,4.75,2.18,Sides and Condiments,Regular
36,2022/06/18,Sat,Fiji,Fries (S/M/L),2.95,1.35,Sides and Condiments,Regular
37,2022/06/18,Sat,Fiji,Sweet and Sour Sauce,0.50,0.23,Sides and Condiments,Regular
38,2022/06/18,Sat,Fiji,Ketchup Packet,0.30,0.14,Sides and Condiments,Regular
39,2022/06/18,Sat,Fiji,BBQ Sauce,0.50,0.23,Sides and Condiments,Regular
40,2022/06/18,Sat,Fiji,Mayonnaise Packet,0.50,0.23,Sides and Condiments,Regular
