,Date,Day,Territory,Menu Item,Price (LKR),Price (USD),Category,Menu
1,2024/02/02,Fri,Sri Lanka,Crispy Chicken 02 PC,1280.00,4.09,Ala Carte & Value Meals,Regular
2,2024/02/02,Fri,Sri Lanka,Crispy Chicken 05 PC,3230.00,10.32,Ala Carte & Value Meals,Regular
3,2024/02/02,Fri,Sri Lanka,Spicy chicken footlong,930.00,2.97,Ala Carte & Value Meals,Regular
4,2024/02/02,Fri,Sri Lanka,Crispy Chicken Wrap,880.00,2.81,Ala Carte & Value Meals,Regular
5,2024/02/02,Fri,Sri Lanka,McSpicy Chicken Wrap,1790.00,5.72,Ala Carte & Value Meals,Regular
6,2024/02/02,Fri,Sri Lanka,Crispy Chicken Burger,580.00,1.85,Ala Carte & Value Meals,Regular
7,2024/02/02,Fri,Sri Lanka,Chicken Junior,820.00,2.62,Ala Carte & Value Meals,Regular
8,2024/02/02,Fri,Sri Lanka,Beefburger,1100.00,3.51,Ala Carte & Value Meals,Regular
9,2024/02/02,Fri,Sri Lanka,Cheeseburger,1260.00,4.02,Ala Carte & Value Meals,Regular
10,2024/02/02,Fri,Sri Lanka,Double Cheeseburger,1980.00,6.32,Ala Carte & Value Meals,Regular
11,2024/02/02,Fri,Sri Lanka,Big Mac,1910.00,6.10,Ala Carte & Value Meals,Regular
12,2024/02/02,Fri,Sri Lanka,McChicken Burger,1790.00,5.72,Ala Carte & Value Meals,Regular
13,2024/02/02,Fri,Sri Lanka,McSpicy Chicken Burger,1160.00,3.70,Ala Carte & Value Meals,Regular
14,2024/02/02,Fri,Sri Lanka,Chicken Big Mac,1790.00,5.72,Ala Carte & Value Meals,Regular
15,2024/02/02,Fri,Sri Lanka,Chicken McNuggets 6 PC,1580.00,5.05,Ala Carte & Value Meals,Regular
16,2024/02/02,Fri,Sri Lanka,Chicken McNuggets 9 PC,2200.00,7.03,Ala Carte & Value Meals,Regular
17,2024/02/02,Fri,Sri Lanka,McSpicy Wings 3 PC,600.00,1.92,Ala Carte & Value Meals,Regular
18,2024/02/02,Fri,Sri Lanka,McSpicy Wings 6 PC,1120.00,3.58,Ala Carte & Value Meals,Regular
19,2024/02/02,Fri,Sri Lanka,Filet-O-Fish,1450.00,4.63,Ala Carte & Value Meals,Regular
20,2024/02/02,Fri,Sri Lanka,Veggie Burger,1160.00,3.70,Ala Carte & Value Meals,Regular
21,2024/02/02,Fri,Sri Lanka,Sausage & Egg Burger,610.00,1.95,Breakfast & Value Meals,Breakfast
22,2024/02/02,Fri,Sri Lanka,Egg Burger,460.00,1.47,Breakfast & Value Meals,Breakfast
23,2024/02/02,Fri,Sri Lanka,Hash Brown,360.00,1.15,Breakfast & Value Meals,Breakfast
