,Date,Day,Territory,Menu Item,Price (INR),Price (USD),Category
1,2023/08/03,Thu,India,Cheesy Veg Nuggets - 2 Pc,50.48,0.61,"Shravan - No Onion, No Garlic specials"
2,2023/08/03,Thu,India,McCheese Burger Veg,248.57,3.00,"Shravan - No Onion, No Garlic specials"
3,2023/08/03,Thu,India,Cheesy Veg Nuggets - 9 Pc,199.05,2.41,"Shravan - No Onion, No Garlic specials"
4,2023/08/03,Thu,India,Classic Cheesy Dip,14.29,0.17,"Shravan - No Onion, No Garlic specials"
5,2023/08/03,Thu,India,Cheesy Veg Nuggets - 4 Pc,90.48,1.09,"Shravan - No Onion, No Garlic specials"
6,2023/08/03,Thu,India,McSaver McCheese Burger Veg Meal,384.77,4.65,"Shravan - No Onion, No Garlic specials"
7,2023/08/03,Thu,India,Piri Piri McSpicy Paneer Burger,208.57,2.52,"Shravan - No Onion, No Garlic specials"
8,2023/08/03,Thu,India,McSaver Piri Piri McSpicy Paneer Burger Meal,308.58,3.73,"Shravan - No Onion, No Garlic specials"
9,2023/08/03,Thu,India,2 McChicken Burger + 2 Fries (M) + Veg Pizza McPuff,349.28,4.22,Value Meals for 2 (Minimum 25% Off)
10,2023/08/03,Thu,India,2 McSpicy Chicken Burger + Fries (L) + 2 Coke,448.85,5.43,Value Meals for 2 (Minimum 25% Off)
11,2023/08/03,Thu,India,2 McVeggie Burger + 2 Fries (M) + Veg Pizza McPuff,349.25,4.22,Value Meals for 2 (Minimum 25% Off)
12,2023/08/03,Thu,India,McSpicy Paneer Burger + 2 Fries (M) + McAloo Tikki Burger + Veg Pizza McPuff,348.58,4.21,Value Meals for 2 (Minimum 25% Off)
13,2023/08/03,Thu,India,2 McVeggie Burger + Fries (L) + 2 Coke,348.66,4.21,Value Meals for 2 (Minimum 25% Off)
14,2023/08/03,Thu,India,2 McChicken Burger + Fries (L) + 2 Coke,348.98,4.22,Value Meals for 2 (Minimum 25% Off)
15,2023/08/03,Thu,India,McSpicy Paneer Burger + Fries (L) + 2 Coke + McAloo Tikki Burger,349.41,4.22,Value Meals for 2 (Minimum 25% Off)
16,2023/08/03,Thu,India,McVeggie Burger + Fries (L) + 2 Coke + McAloo Tikki Burger,299.20,3.62,Value Meals for 2 (Minimum 25% Off)
17,2023/08/03,Thu,India,2 McSpicy Chicken Burger  + 2 Fries (M)  + Veg Pizza McPuff,449.06,5.43,Value Meals for 2 (Minimum 25% Off)
18,2023/08/03,Thu,India,McVeggie Burger + 2 Fries (M) + McAloo Tikki Burger + Veg Pizza McPuff,299.06,3.62,Value Meals for 2 (Minimum 25% Off)
19,2023/08/03,Thu,India,McCheese Burger Veg,248.57,3.00,Jain Friendly
20,2023/08/03,Thu,India,Classic Cheesy Dip,14.29,0.17,Jain Friendly
21,2023/08/03,Thu,India,Jain Meal - McCheese Burger Veg,389.53,4.71,Jain Friendly
22,2023/08/03,Thu,India,Piri Piri McSpicy Chicken Burger + Pizza McPuff,234.29,2.83,Piri-Piri McSpicy Range
