,Date,Day,Territory,Menu Item,Price (INR),Price (USD),Category
1,2023/09/04,Mon,India,2 McVeggie Burger + Fries (L) + 2 Coke,378.66,4.58,Value Meals for 2 (Minimum 25% Off)
2,2023/09/04,Mon,India,2 McChicken Burger + Fries (L) + 2 Coke,378.98,4.58,Value Meals for 2 (Minimum 25% Off)
3,2023/09/04,Mon,India,McSpicy Paneer Burger + Fries (L) + 2 Coke + McAloo Tikki Burger,379.41,4.59,Value Meals for 2 (Minimum 25% Off)
4,2023/09/04,Mon,India,McVeggie Burger + Fries (L) + 2 Coke + McAloo Tikki Burger,329.19,3.98,Value Meals for 2 (Minimum 25% Off)
5,2023/09/04,Mon,India,2 McSpicy Chicken Burger + Fries (L) + 2 Coke,478.84,5.79,Value Meals for 2 (Minimum 25% Off)
6,2023/09/04,Mon,India,2 McVeggie Burger + 2 Fries (M) + Veg Pizza McPuff,379.25,4.59,Value Meals for 2 (Minimum 25% Off)
7,2023/09/04,Mon,India,2 McChicken Burger + 2 Fries (M) + Veg Pizza McPuff,379.28,4.59,Value Meals for 2 (Minimum 25% Off)
8,2023/09/04,Mon,India,McSpicy Paneer Burger + 2 Fries M + McAloo Tikki + Veg Pizza McPuff,378.59,4.58,Value Meals for 2 (Minimum 25% Off)
9,2023/09/04,Mon,India,McVeggie Burger + 2 Fries (M) + McAloo Tikki+ Veg Pizza McPuff,299.05,3.62,Value Meals for 2 (Minimum 25% Off)
10,2023/09/04,Mon,India,2 McSpicy Chicken Burger  + 2 Fries (M)  + Veg Pizza McPuff,479.05,5.79,Value Meals for 2 (Minimum 25% Off)
11,2023/09/04,Mon,India,McSaver Chicken McNuggets 6 Pcs Meal,338.08,4.09,EZ Delivery Meals
12,2023/09/04,Mon,India,McSaver Chicken McNuggets 9 Pcs Meal,368.54,4.46,EZ Delivery Meals
13,2023/09/04,Mon,India,McSaver Filet-O-Fish Meal,349.53,4.23,EZ Delivery Meals
14,2023/09/04,Mon,India,McSaver McChicken Meal,304.77,3.68,EZ Delivery Meals
15,2023/09/04,Mon,India,McSaver McSpicy Chicken Meal,328.58,3.97,EZ Delivery Meals
16,2023/09/04,Mon,India,McSaver Big Spicy Chicken Wrap Meal,401.91,4.86,EZ Delivery Meals
17,2023/09/04,Mon,India,McSaver McAloo Tikki Meal,204.77,2.48,EZ Delivery Meals
18,2023/09/04,Mon,India,McSaver McVeggie Meal,279.05,3.37,EZ Delivery Meals
19,2023/09/04,Mon,India,McSaver McSpicy Paneer Meal,315.24,3.81,EZ Delivery Meals
20,2023/09/04,Mon,India,McSaver Big Spicy Paneer Wrap Meal,391.43,4.73,EZ Delivery Meals
21,2023/09/04,Mon,India,McSaver Chicken Maharaja Mac Meal,384.77,4.65,EZ Delivery Meals
22,2023/09/04,Mon,India,McSaver Veg Maharaja Mac Meal,384.77,4.65,EZ Delivery Meals
23,2023/09/04,Mon,India,McSaver Mexican McAloo Tikki Meal,215.24,2.60,EZ Delivery Meals
24,2023/09/04,Mon,India,McSaver Chicken Kebab Burger Meal,261.91,3.17,EZ Delivery Meals
25,2023/09/04,Mon,India,McSaver Grilled Chicken & Cheese Burger Meal,317.15,3.83,EZ Delivery Meals
