,Date,Day,Territory,Menu Item,Price (INR),Price (USD),Category,Menu
1,2023/01/17,Tue,India,Chicken Big Mac,235.00,2.88,New Launches,Regular
2,2023/01/17,Tue,India,McSaver Chicken Big Mac Meal,385.00,4.71,New Launches,Regular
3,2023/01/17,Tue,India,McSaver Cheesy Veg Nuggets 4 Pc,104.00,1.27,New Launches,Regular
4,2023/01/17,Tue,India,McCheese Burger Veg,249.00,3.05,New Launches,Regular
5,2023/01/17,Tue,India,McCheese Burger Chicken,260.00,3.18,New Launches,Regular
6,2023/01/17,Tue,India,McSaver McCheese Burger Veg Meal,385.00,4.71,New Launches,Regular
7,2023/01/17,Tue,India,McSaver McCheese Burger Chicken Meal,385.00,4.71,New Launches,Regular
8,2023/01/17,Tue,India,2 Fries (R) + Cheesy Dip,110.00,1.35,New Launches,Regular
9,2023/01/17,Tue,India,Triple Cheese  Veg Burger,215.00,2.63,New Launches,Regular
10,2023/01/17,Tue,India,Triple Cheese Chicken Burger,229.00,2.80,New Launches,Regular
11,2023/01/17,Tue,India,McSpicy Premium Veg Burger,249.00,3.05,New Launches,Regular
12,2023/01/17,Tue,India,McSpicy Premium Chicken Burger,260.00,3.18,New Launches,Regular
13,2023/01/17,Tue,India,McSpicy Chicken Burger,185.00,2.26,Trending,Regular
14,2023/01/17,Tue,India,McChicken Burger,131.00,1.60,Trending,Regular
15,2023/01/17,Tue,India,Filet-O-Fish Burger,175.00,2.14,Trending,Regular
16,2023/01/17,Tue,India,Mcflurry Oreo Small,91.00,1.11,Trending,Regular
17,2023/01/17,Tue,India,McFlurry Oreo Medium,129.00,1.58,Trending,Regular
18,2023/01/17,Tue,India,Soft Serve Hot Fudge (M),101.00,1.24,Trending,Regular
19,2023/01/17,Tue,India,Brownie Hot Fudge (M),138.00,1.69,Trending,Regular
20,2023/01/17,Tue,India,Sausage & Egg McMuffin,145.00,1.78,Trending,Regular
21,2023/01/17,Tue,India,Sausage McMuffin,125.00,1.53,Trending,Regular
22,2023/01/17,Tue,India,Egg & Cheese McMuffin,95.00,1.16,Trending,Regular
23,2023/01/17,Tue,India,Chicken Big Mac,235.00,2.88,Deals,Regular
24,2023/01/17,Tue,India,McSaver Chicken Big Mac Meal,385.00,4.71,Deals,Regular
25,2023/01/17,Tue,India,McSaver Cheesy Veg Nuggets 4 Pc,104.00,1.27,Deals,Regular
26,2023/01/17,Tue,India,McVeggie Burger + McAloo Tikki Burger,139.00,1.70,Deals,Regular
27,2023/01/17,Tue,India,Veg Pizza McPuff + McSpicy Chicken Burger,179.00,2.19,Deals,Regular
28,2023/01/17,Tue,India,2 McAloo Tikki Burger + 2 Fries (L),301.00,3.69,Deals,Regular
29,2023/01/17,Tue,India,Black Forest Mcflurry (M) BOGO,115.00,1.41,Deals,Regular
30,2023/01/17,Tue,India,2 Iced Coffee,195.00,2.39,Deals,Regular
31,2023/01/17,Tue,India,McAloo Tikki Burger + Veg Pizza McPuff + Coke,141.00,1.73,Deals,Regular
32,2023/01/17,Tue,India,McChicken Burger + McSpicy Chicken Burger,275.00,3.37,Deals,Regular
33,2023/01/17,Tue,India,2 Cappuccino,195.00,2.39,Deals,Regular
34,2023/01/17,Tue,India,2 McVeggie Burger + 2 Corn & Cheese Burger + 2 Fries (L),665.00,8.14,Deals,Regular
35,2023/01/17,Tue,India,4 McAloo Tikki Burger + 2 Fries (M) + 2 Coke,535.00,6.55,Deals,Regular
36,2023/01/17,Tue,India,McChicken + Fries (M),180.00,2.20,Deals,Regular
37,2023/01/17,Tue,India,McAloo Tikki + Fries (M),108.00,1.32,Deals,Regular
38,2023/01/17,Tue,India,McVeggie + Fries (M),159.00,1.95,Deals,Regular
39,2023/01/17,Tue,India,6 Pc Nuggets + McChicken + Coke,311.00,3.81,Deals,Regular
40,2023/01/17,Tue,India,McChicken Burger + Chocolate Shake,255.00,3.12,Deals,Regular
41,2023/01/17,Tue,India,McVeggie Burger + Chocolate Shake,250.00,3.06,Deals,Regular
42,2023/01/17,Tue,India,Corn & Cheese Burger + Coke,190.00,2.33,Deals,Regular
43,2023/01/17,Tue,India,Hashbrown,50.00,0.61,McBreakfast,Breakfast
44,2023/01/17,Tue,India,Egg & Cheese McMuffin,95.00,1.16,McBreakfast,Breakfast
45,2023/01/17,Tue,India,Double Cheese McMuffin,95.00,1.16,McBreakfast,Breakfast
46,2023/01/17,Tue,India,Spicy Egg McMuffin,101.00,1.24,McBreakfast,Breakfast
47,2023/01/17,Tue,India,Veg McMuffin,111.00,1.36,McBreakfast,Breakfast
48,2023/01/17,Tue,India,Sausage McMuffin,125.00,1.53,McBreakfast,Breakfast
49,2023/01/17,Tue,India,Hot Cakes With Maple Syrup,139.00,1.70,McBreakfast,Breakfast
50,2023/01/17,Tue,India,Sausage & Egg McMuffin,145.00,1.78,McBreakfast,Breakfast
51,2023/01/17,Tue,India,McSaver Egg & Cheese McMuffin Meal,142.00,1.74,McBreakfast,Breakfast
52,2023/01/17,Tue,India,McSaver Double Cheese McMuffin Meal,142.00,1.74,McBreakfast,Breakfast
53,2023/01/17,Tue,India,McSaver Spicy Egg McMuffin Meal,142.00,1.74,McBreakfast,Breakfast
54,2023/01/17,Tue,India,Veg McMuffin 2 Pc Meal,229.00,2.80,McBreakfast,Breakfast
55,2023/01/17,Tue,India,Sausage McMuffin 2 pc Meal,239.00,2.93,McBreakfast,Breakfast
56,2023/01/17,Tue,India,Hot Cake 2 Pc Meal,249.00,3.05,McBreakfast,Breakfast
57,2023/01/17,Tue,India,Hot Cakes + Filter Coffee,80.00,0.98,McBreakfast,Breakfast
58,2023/01/17,Tue,India,Double Cheese McMuffin 3 Pc Meal with Cappuccino (S),229.00,2.80,McBreakfast,Breakfast
59,2023/01/17,Tue,India,Egg & Cheese McMuffin 3 Pc Meal,229.00,2.80,McBreakfast,Breakfast
60,2023/01/17,Tue,India,Sausage & Egg McMuffin 2 pc Meal,255.00,3.12,McBreakfast,Breakfast
61,2023/01/17,Tue,India,Spicy Egg McMuffin 3 Pc Meal with Cappuccino (S),239.00,2.93,McBreakfast,Breakfast
62,2023/01/17,Tue,India,Veg McMuffin 3 Pc Meal,250.00,3.06,McBreakfast,Breakfast
63,2023/01/17,Tue,India,Sausage McMuffin 3 Pc Meal,259.00,3.17,McBreakfast,Breakfast
64,2023/01/17,Tue,India,Hot Cake 3 Pc Meal,265.00,3.24,McBreakfast,Breakfast
65,2023/01/17,Tue,India,Hot Cakes Meal with Filter Coffee,94.00,1.15,McBreakfast,Breakfast
66,2023/01/17,Tue,India,Sausage with Egg McMuffin 3 Pc Meal,279.00,3.42,McBreakfast,Breakfast
67,2023/01/17,Tue,India,McCheese Burger Chicken,260.00,3.18,Cheese Burgers and Meals,Regular
68,2023/01/17,Tue,India,McCheese Burger Veg,249.00,3.05,Cheese Burgers and Meals,Regular
69,2023/01/17,Tue,India,Triple Cheese Chicken Burger,229.00,2.80,Cheese Burgers and Meals,Regular
70,2023/01/17,Tue,India,Triple Cheese  Veg Burger,215.00,2.63,Cheese Burgers and Meals,Regular
71,2023/01/17,Tue,India,Grilled Chicken & Cheese Burger,159.00,1.95,Cheese Burgers and Meals,Regular
72,2023/01/17,Tue,India,Corn & Cheese Burger,145.00,1.78,Cheese Burgers and Meals,Regular
73,2023/01/17,Tue,India,McSaver McCheese Burger Veg Meal,385.00,4.71,Cheese Burgers and Meals,Regular
74,2023/01/17,Tue,India,McSaver McCheese Burger Chicken Meal,385.00,4.71,Cheese Burgers and Meals,Regular
75,2023/01/17,Tue,India,McSaver Triple Cheese  Chicken Burger Meal,385.00,4.71,Cheese Burgers and Meals,Regular
76,2023/01/17,Tue,India,McSaver Triple Cheese  Veg Burger Meal,385.00,4.71,Cheese Burgers and Meals,Regular
77,2023/01/17,Tue,India,McSaver Grilled Chicken & Cheese Burger Meal,309.00,3.78,Cheese Burgers and Meals,Regular
