,Date,Day,Territory,Menu Item,Price (INR),Price (USD),Category,Menu
1,2023/01/20,Fri,India,Chicken Big Mac,235.00,2.89,New Launches,Regular
2,2023/01/20,Fri,India,McSaver Chicken Big Mac Meal,385.00,4.74,New Launches,Regular
3,2023/01/20,Fri,India,McSaver Cheesy Veg Nuggets 4 Pc,104.00,1.28,New Launches,Regular
4,2023/01/20,Fri,India,McCheese Burger Veg,249.00,3.06,New Launches,Regular
5,2023/01/20,Fri,India,McCheese Burger Chicken,260.00,3.20,New Launches,Regular
6,2023/01/20,Fri,India,McSaver McCheese Burger Veg Meal,385.00,4.74,New Launches,Regular
7,2023/01/20,Fri,India,McSaver McCheese Burger Chicken Meal,385.00,4.74,New Launches,Regular
8,2023/01/20,Fri,India,2 Fries (R) + Cheesy Dip,110.00,1.35,New Launches,Regular
9,2023/01/20,Fri,India,Triple Cheese  Veg Burger,215.00,2.65,New Launches,Regular
10,2023/01/20,Fri,India,Triple Cheese Chicken Burger,229.00,2.82,New Launches,Regular
11,2023/01/20,Fri,India,McSpicy Premium Veg Burger,249.00,3.06,New Launches,Regular
12,2023/01/20,Fri,India,McSpicy Premium Chicken Burger,260.00,3.20,New Launches,Regular
13,2023/01/20,Fri,India,McSpicy Chicken Burger,185.00,2.28,Trending,Regular
14,2023/01/20,Fri,India,McChicken Burger,131.00,1.61,Trending,Regular
15,2023/01/20,Fri,India,Filet-O-Fish Burger,175.00,2.15,Trending,Regular
16,2023/01/20,Fri,India,Mcflurry Oreo Small,91.00,1.12,Trending,Regular
17,2023/01/20,Fri,India,McFlurry Oreo Medium,129.00,1.59,Trending,Regular
18,2023/01/20,Fri,India,Soft Serve Hot Fudge (M),101.00,1.24,Trending,Regular
19,2023/01/20,Fri,India,Brownie Hot Fudge (M),138.00,1.70,Trending,Regular
20,2023/01/20,Fri,India,Chicken Big Mac,235.00,2.89,Deals,Regular
21,2023/01/20,Fri,India,McSaver Chicken Big Mac Meal,385.00,4.74,Deals,Regular
22,2023/01/20,Fri,India,McSaver Cheesy Veg Nuggets 4 Pc,104.00,1.28,Deals,Regular
23,2023/01/20,Fri,India,McVeggie Burger + McAloo Tikki Burger,139.00,1.71,Deals,Regular
24,2023/01/20,Fri,India,Veg Pizza McPuff + McSpicy Chicken Burger,179.00,2.20,Deals,Regular
25,2023/01/20,Fri,India,2 McAloo Tikki Burger + 2 Fries (L),301.00,3.71,Deals,Regular
26,2023/01/20,Fri,India,Black Forest Mcflurry (M) BOGO,115.00,1.42,Deals,Regular
27,2023/01/20,Fri,India,2 Iced Coffee,195.00,2.40,Deals,Regular
28,2023/01/20,Fri,India,McAloo Tikki Burger + Veg Pizza McPuff + Coke,141.00,1.74,Deals,Regular
29,2023/01/20,Fri,India,McChicken Burger + McSpicy Chicken Burger,275.00,3.39,Deals,Regular
30,2023/01/20,Fri,India,2 Cappuccino,195.00,2.40,Deals,Regular
