,Date,Day,Territory,Menu Item,Price (VND),Price (USD),Category,Menu
0,2022/02/14,Mon,Vietnam,1 pc Fried Chicken,36000.00,1.58,Promotions & Combos,Regular
1,2022/02/14,Mon,Vietnam,Garlic Fish Sauce Fried Chicken Rice,59000.00,2.60,Promotions & Combos,Regular
2,2022/02/14,Mon,Vietnam,Combo for 1,85000.00,3.74,Promotions & Combos,Regular
3,2022/02/14,Mon,Vietnam,Macaroni Soup,39000.00,1.72,Promotions & Combos,Regular
4,2022/02/14,Mon,Vietnam,Combo For 2A,136000.00,5.98,Promotions & Combos,Regular
5,2022/02/14,Mon,Vietnam,Combo For 2B,176000.00,7.74,Promotions & Combos,Regular
6,2022/02/14,Mon,Vietnam,Combo For 2C,186000.00,8.18,Promotions & Combos,Regular
7,2022/02/14,Mon,Vietnam,Combo For 3A,276000.00,12.14,Promotions & Combos,Regular
8,2022/02/14,Mon,Vietnam,Combo For 3B,286000.00,12.58,Promotions & Combos,Regular
9,2022/02/14,Mon,Vietnam,1 pc Fried Chicken,36000.00,1.58,Promotions & Combos,Breakfast
10,2022/02/14,Mon,Vietnam,Garlic Fish Sauce Fried Chicken Rice,59000.00,2.60,Promotions & Combos,Breakfast
11,2022/02/14,Mon,Vietnam,Combo for 1,85000.00,3.74,Promotions & Combos,Breakfast
12,2022/02/14,Mon,Vietnam,Macaroni Soup,39000.00,1.72,Promotions & Combos,Breakfast
13,2022/02/14,Mon,Vietnam,Combo For 2A,136000.00,5.98,Promotions & Combos,Breakfast
14,2022/02/14,Mon,Vietnam,Combo For 2B,176000.00,7.74,Promotions & Combos,Breakfast
15,2022/02/14,Mon,Vietnam,Combo For 2C,186000.00,8.18,Promotions & Combos,Breakfast
16,2022/02/14,Mon,Vietnam,Combo For 3A,276000.00,12.14,Promotions & Combos,Breakfast
17,2022/02/14,Mon,Vietnam,Combo For 3B,286000.00,12.58,Promotions & Combos,Breakfast
18,2022/02/14,Mon,Vietnam,Double McChicken,95000.00,4.18,Secret Menu,Regular
19,2022/02/14,Mon,Vietnam,Double McRoyal w Cheese,105000.00,4.62,Secret Menu,Regular
20,2022/02/14,Mon,Vietnam,Double Filet O Fish Burger,75000.00,3.30,Secret Menu,Regular
21,2022/02/14,Mon,Vietnam,Triple Cheeseburger,82000.00,3.61,Secret Menu,Regular
22,2022/02/14,Mon,Vietnam,1 pc Fried Chicken,36000.00,1.58,Fried Chicken (Original/Spicy),Regular
23,2022/02/14,Mon,Vietnam,1 pc Fried Chicken EVM,62000.00,2.73,Fried Chicken (Original/Spicy),Regular
24,2022/02/14,Mon,Vietnam,1 pc Fried Chicken EVM,77000.00,3.39,Fried Chicken (Original/Spicy),Regular
25,2022/02/14,Mon,Vietnam,2 pcs Fried Chicken EVM,89000.00,3.92,Fried Chicken (Original/Spicy),Regular
26,2022/02/14,Mon,Vietnam,3 pcs Fried Chicken,99000.00,4.36,Fried Chicken (Original/Spicy),Regular
27,2022/02/14,Mon,Vietnam,5 pcs Fried Chicken,169000.00,7.44,Fried Chicken (Original/Spicy),Regular
28,2022/02/14,Mon,Vietnam,9 pcs Fried Chicken,289000.00,12.71,Fried Chicken (Original/Spicy),Regular
29,2022/02/14,Mon,Vietnam,6pcs Chicken McNuggets,52000.00,2.29,Fried Chicken (Original/Spicy),Regular
30,2022/02/14,Mon,Vietnam,3pcs Chicken McWings,69000.00,3.04,Fried Chicken (Original/Spicy),Regular
31,2022/02/14,Mon,Vietnam,9pcs Chicken McNuggets,72000.00,3.17,Fried Chicken (Original/Spicy),Regular
32,2022/02/14,Mon,Vietnam,6pcs Chicken McWings,125000.00,5.50,Fried Chicken (Original/Spicy),Regular
33,2022/02/14,Mon,Vietnam,20pcs Chicken McNuggets ,120000.00,5.28,Fried Chicken (Original/Spicy),Regular
34,2022/02/14,Mon,Vietnam,10pcs Chicken McWings ,175000.00,7.70,Fried Chicken (Original/Spicy),Regular
