,Date,Day,Territory,Menu Item,Price (MYR),Price (USD),Category,Menu
1,2024/01/18,Thu,Malaysia,Golden Beef Prosperity Burger™,15.75,3.34,Promotion,Regular
2,2024/01/18,Thu,Malaysia,Double Golden Beef Prosperity Burger™,19.53,4.14,Promotion,Regular
3,2024/01/18,Thu,Malaysia,Golden Chicken Prosperity Burger™,15.75,3.34,Promotion,Regular
4,2024/01/18,Thu,Malaysia,Double Golden Chicken Prosperity Burger™,19.53,4.14,Promotion,Regular
5,2024/01/18,Thu,Malaysia,Red Velvet McFlurry™,8.40,1.78,Promotion,Regular
6,2024/01/18,Thu,Malaysia,Lychee Pie,5.57,1.18,Promotion,Regular
7,2024/01/18,Thu,Malaysia,Ice Blended Lotus Bisoff,15.09,3.20,Promotion,Regular
8,2024/01/18,Thu,Malaysia,Ice Blended Latte with Lotus Biscoff,15.94,3.38,Promotion,Regular
9,2024/01/18,Thu,Malaysia,Ice Blended Mango with Lotus Biscoff,15.94,3.38,Promotion,Regular
10,2024/01/18,Thu,Malaysia,Raspberry Cheese Pie,5.33,1.13,Promotion,Regular
11,2024/01/18,Thu,Malaysia,Beef Prosperity Burger™,14.34,3.04,Promotion,Regular
12,2024/01/18,Thu,Malaysia,Double Prosperity Burger™ Daging,18.11,3.84,Promotion,Regular
13,2024/01/18,Thu,Malaysia,Chicken Prosperity Burger™,14.34,3.04,Promotion,Regular
14,2024/01/18,Thu,Malaysia,Double Chicken Prosperity Burger™,18.11,3.84,Promotion,Regular
15,2024/01/18,Thu,Malaysia,Curly Fries,7.45,1.58,Promotion,Regular
16,2024/01/18,Thu,Malaysia,Orange McFizz™,6.32,1.34,Promotion,Regular
17,2024/01/18,Thu,Malaysia,Ice Blended Chocolate with Hershey’s,15.09,3.20,Promotion,Regular
18,2024/01/18,Thu,Malaysia,Salted Caramel Chocolate McFlurry™,4.20,0.89,Promotion,Regular
19,2024/01/18,Thu,Malaysia,Banana Caramel Pie,2.83,0.60,Promotion,Regular
20,2024/01/18,Thu,Malaysia,Nasi Lemak McD™ + Ayam Goreng (1pc),12.22,2.59,Promotion,Regular
21,2024/01/18,Thu,Malaysia,Double Cheeseburger,12.22,2.59,Promotion,Regular
22,2024/01/18,Thu,Malaysia,Spicy Chicken McDeluxe™,13.16,2.79,Promotion,Regular
23,2024/01/18,Thu,Malaysia,Spicy Double Cheese,12.22,2.59,Promotion,Regular
24,2024/01/18,Thu,Malaysia,GCB™,13.16,2.79,Promotion,Regular
25,2024/01/18,Thu,Malaysia,Ayam Goreng McD™ (2pcs),13.16,2.79,Promotion,Regular
26,2024/01/18,Thu,Malaysia,Big Mac™,13.16,2.79,Promotion,Regular
27,2024/01/18,Thu,Malaysia,Iced Latte (M) 50% OFF,4.95,1.05,Promotion,Regular
