,Date,Day,Territory,Menu Item,Price (THB),Price (USD),Category,Menu
1,2023/03/08,Wed,Thailand,McFried Chicken,89.00,2.57,New Promotions,Regular
2,2023/03/08,Wed,Thailand,Quarter Pounder with Cheese (A-la-carte),155.00,4.47,New Promotions,Regular
3,2023/03/08,Wed,Thailand,Quarter Pounder with Cheese (Set),230.00,6.64,New Promotions,Regular
4,2023/03/08,Wed,Thailand,Double Quarter Pounder with Cheese (A-la-carte),215.00,6.20,New Promotions,Regular
5,2023/03/08,Wed,Thailand,Double Quarter Pounder with Cheese (Set),290.00,8.37,New Promotions,Regular
6,2023/03/08,Wed,Thailand,Quarter Pounder with Cheese Bacon (A-la-carte),175.00,5.05,New Promotions,Regular
7,2023/03/08,Wed,Thailand,Quarter Pounder with Cheese Bacon (Set),250.00,7.21,New Promotions,Regular
8,2023/03/08,Wed,Thailand,McFlurry Kiss,59.00,1.70,New Promotions,Regular
9,2023/03/08,Wed,Thailand,Sweet Golden Pie,39.00,1.13,New Promotions,Regular
10,2023/03/08,Wed,Thailand,McSpicy Chicken Burger (Chicken) (A-la-carte),119.00,3.43,New Promotions,Regular
11,2023/03/08,Wed,Thailand,McSpicy Chicken Burger (Chicken) (Set),194.00,5.60,New Promotions,Regular
12,2023/03/08,Wed,Thailand,1 pc. McFried Chicken (Original/Spicy),45.00,1.30,New Promotions,Regular
13,2023/03/08,Wed,Thailand,McFried Chicken Super Value Set,109.00,3.15,New Promotions,Regular
14,2023/03/08,Wed,Thailand,McFried Chicken Max Set,219.00,6.32,New Promotions,Regular
15,2023/03/08,Wed,Thailand,McFried Chicken Super Max Set,319.00,9.20,New Promotions,Regular
16,2023/03/08,Wed,Thailand,McFried Chicken Max Family Set,419.00,12.09,New Promotions,Regular
17,2023/03/08,Wed,Thailand,McFried Chicken Value Set,149.00,4.30,New Promotions,Regular
18,2023/03/08,Wed,Thailand,Pie A-la-mode (Pineapple/Corn),55.00,1.59,New Promotions,Regular
19,2023/03/08,Wed,Thailand,Iced Lemon Tea,45.00,1.30,New Promotions,Regular
