,Date,Day,Territory,Menu Item,Price (THB),Price (USD),Category
1,2025/05/24,Sat,Thailand,Crispy Fries,79.00,2.43,New Promotions
2,2025/05/24,Sat,Thailand,Crispy Fries with Cheese dip,89.00,2.74,New Promotions
3,2025/05/24,Sat,Thailand,Crispy Fries Party Size,149.00,4.59,New Promotions
4,2025/05/24,Sat,Thailand,Chicken Cheeseburger,59.00,1.82,New Promotions
5,2025/05/24,Sat,Thailand,Chicken Cheeseburger,99.00,3.05,New Promotions
6,2025/05/24,Sat,Thailand,Imm Ku McFried Chicken Set,299.00,9.21,New Promotions
7,2025/05/24,Sat,Thailand,McFried Chicken Sharing Set,669.00,20.60,New Promotions
8,2025/05/24,Sat,Thailand,McFried Chicken Party Set,769.00,23.68,New Promotions
9,2025/05/24,Sat,Thailand,3-Color Bualoy Sundae,49.00,1.51,New Promotions
10,2025/05/24,Sat,Thailand,3-Color Bualoy A-la-mode (Corn Pie),69.00,2.12,New Promotions
11,2025/05/24,Sat,Thailand,3-Color Bualoy A-la-mode (Taro Coconut Pie),73.00,2.25,New Promotions
12,2025/05/24,Sat,Thailand,Taro Coconut Pie,39.00,1.20,New Promotions
13,2025/05/24,Sat,Thailand,Truffle Beef Burger A-la-carte,179.00,5.51,New Promotions
14,2025/05/24,Sat,Thailand,Truffle Beef Burger Set,240.00,7.39,New Promotions
15,2025/05/24,Sat,Thailand,Truffle Pork Burger A-la-carte,179.00,5.51,New Promotions
16,2025/05/24,Sat,Thailand,Truffle Pork Burger Set,240.00,7.39,New Promotions
17,2025/05/24,Sat,Thailand,Tasty Value Set,109.00,3.36,New Promotions
18,2025/05/24,Sat,Thailand,"Catering Set 1 : 5 Samurai Burger, 5 Filet O Fish, 20 McNuggets",999.00,30.76,New Promotions
19,2025/05/24,Sat,Thailand,"Catering Set 2 : 15 Pepper Chicken Burger, 15 Pork Burger, 60 McNuggets",1999.00,61.55,New Promotions
20,2025/05/24,Sat,Thailand,Pepper Chicken Burger Set & McNugget,99.00,3.05,New Promotions
21,2025/05/24,Sat,Thailand,Pepper Chicken Burger Set & Corn Pie,99.00,3.05,New Promotions
22,2025/05/24,Sat,Thailand,99 Hamburger Set,99.00,3.05,New Promotions
23,2025/05/24,Sat,Thailand,99 Pork Burger Set,99.00,3.05,New Promotions
24,2025/05/24,Sat,Thailand,McFied Chicken Lover,199.00,6.13,New Promotions
25,2025/05/24,Sat,Thailand,Chocolate Brownie Sundae,45.00,1.39,New Promotions
26,2025/05/24,Sat,Thailand,Strawberry Brownie Sundae,45.00,1.39,New Promotions
27,2025/05/24,Sat,Thailand,Milo Frappe,89.00,2.74,New Promotions
28,2025/05/24,Sat,Thailand,Mocha Milo Frappe,99.00,3.05,New Promotions
29,2025/05/24,Sat,Thailand,Strawberry Dip 1 Cup,12.00,0.37,Breakfast
30,2025/05/24,Sat,Thailand,Patongko,15.00,0.46,Breakfast
31,2025/05/24,Sat,Thailand,3 pcs. McPatongko with Condensed Milk Dip,49.00,1.51,Breakfast
32,2025/05/24,Sat,Thailand,Chocolate Dip 1 Cup,12.00,0.37,Breakfast
33,2025/05/24,Sat,Thailand,5 pcs. McPatongko Set,89.00,2.74,Breakfast
34,2025/05/24,Sat,Thailand,Condensed Milk Dip,12.00,0.37,Breakfast
