,Date,Day,Territory,Menu Item,Price (THB),Price (USD),Category,Menu
1,2022/12/23,Fri,Thailand,Crisper Fries Party Size,169.00,4.86,New Promotions,Regular
2,2022/12/23,Fri,Thailand,QPC set free FOF,299.00,8.60,New Promotions,Regular
3,2022/12/23,Fri,Thailand,Special Price 4 Pies,99.00,2.85,New Promotions,Regular
4,2022/12/23,Fri,Thailand,Quarter Pounder with Cheese (A-la-carte),149.00,4.29,New Promotions,Regular
5,2022/12/23,Fri,Thailand,Quarter Pounder with Cheese (Set),224.00,6.44,New Promotions,Regular
6,2022/12/23,Fri,Thailand,Double Quarter Pounder with Cheese (A-la-carte),209.00,6.01,New Promotions,Regular
7,2022/12/23,Fri,Thailand,Double Quarter Pounder with Cheese (Set),284.00,8.17,New Promotions,Regular
8,2022/12/23,Fri,Thailand,Quarter Pounder with Cheese Bacon (A-la-carte),169.00,4.86,New Promotions,Regular
9,2022/12/23,Fri,Thailand,Quarter Pounder with Cheese Bacon (Set),244.00,7.02,New Promotions,Regular
10,2022/12/23,Fri,Thailand,Burger Set 3 Free 1,297.00,8.54,New Promotions,Regular
11,2022/12/23,Fri,Thailand,Truffle Cheesy Ham Pie,45.00,1.29,New Promotions,Regular
12,2022/12/23,Fri,Thailand,Crisper Fries,89.00,2.56,New Promotions,Regular
13,2022/12/23,Fri,Thailand,Crisper Fries with Cheesy Dip and Coke,119.00,3.42,New Promotions,Regular
14,2022/12/23,Fri,Thailand,Fifa World Cup Sharing Box set 1,219.00,6.30,New Promotions,Regular
15,2022/12/23,Fri,Thailand,Fifa World Cub Sharing Box set 2,319.00,9.18,New Promotions,Regular
16,2022/12/23,Fri,Thailand,Pie A-la-mode (Pineapple/Corn),55.00,1.58,New Promotions,Regular
17,2022/12/23,Fri,Thailand,Iced Lemon Tea,45.00,1.29,New Promotions,Regular
18,2022/12/23,Fri,Thailand,Iced Double Cocoa,49.00,1.41,New Promotions,Regular
