,Date,Day,Territory,Menu Item,Price (VND),Price (USD),Category,Menu
1,2024/07/09,Tue,Vietnam,Combo Value Breakfast 45k,45000.00,1.76,Promotions,Breakfast
2,2024/07/09,Tue,Vietnam,Sausage McMuffin w Iced Americano (7573),59000.00,2.30,Promotions,Breakfast
3,2024/07/09,Tue,Vietnam,Cheesy Burger w Iced Latte (7572),79000.00,3.09,Promotions,Breakfast
4,2024/07/09,Tue,Vietnam,Iced Americano (4049),25000.00,0.98,Promotions,Breakfast
5,2024/07/09,Tue,Vietnam,Hot Latte (4050),25000.00,0.98,Promotions,Breakfast
6,2024/07/09,Tue,Vietnam,Iced Latte (4051),25000.00,0.98,Promotions,Breakfast
7,2024/07/09,Tue,Vietnam,Sausage & Egg McMuffin,85000.00,3.32,Combo,Breakfast
8,2024/07/09,Tue,Vietnam,Big Breakfast,95000.00,3.71,Combo,Breakfast
9,2024/07/09,Tue,Vietnam,Hash Brown,25000.00,0.98,Main menu,Breakfast
10,2024/07/09,Tue,Vietnam,Sausage & Egg McMuffin,85000.00,3.32,Main menu,Breakfast
11,2024/07/09,Tue,Vietnam,Big Breakfast,95000.00,3.71,Main menu,Breakfast
12,2024/07/09,Tue,Vietnam,6pcs Chicken McNuggets,59000.00,2.30,Main menu,Breakfast
13,2024/07/09,Tue,Vietnam,Sausage & Egg McMuffin,53000.00,2.07,Main menu,Breakfast
14,2024/07/09,Tue,Vietnam,Big Breakfast,79000.00,3.09,Main menu,Breakfast
15,2024/07/09,Tue,Vietnam,Sausage McMuffin,39000.00,1.52,Main menu,Breakfast
16,2024/07/09,Tue,Vietnam,Sausage McMuffin Deluxe,45000.00,1.76,Main menu,Breakfast
17,2024/07/09,Tue,Vietnam,Filet - O - Fish,59000.00,2.30,Main menu,Breakfast
18,2024/07/09,Tue,Vietnam,4 Nuggets Happy Meal,79000.00,3.09,Happy Meals,Breakfast
19,2024/07/09,Tue,Vietnam,Tropical Mocktail - Passion Fruit,41000.00,1.60,Beverages,Breakfast
20,2024/07/09,Tue,Vietnam,Tall Iced Bac Siu,39000.00,1.52,Beverages,Breakfast
21,2024/07/09,Tue,Vietnam,Pineapple Yogurt,65000.00,2.54,Beverages,Breakfast
22,2024/07/09,Tue,Vietnam,Salted Calamansi Apricot Tall,45000.00,1.76,Beverages,Breakfast
23,2024/07/09,Tue,Vietnam,Coca-Cola,21000.00,0.82,Beverages,Breakfast
24,2024/07/09,Tue,Vietnam,Dasani water,26000.00,1.02,Beverages,Breakfast
25,2024/07/09,Tue,Vietnam,Sprite,21000.00,0.82,Beverages,Breakfast
26,2024/07/09,Tue,Vietnam,Fanta,21000.00,0.82,Beverages,Breakfast
27,2024/07/09,Tue,Vietnam,Peach Tea,59000.00,2.30,Beverages,Breakfast
28,2024/07/09,Tue,Vietnam,Milo,26000.00,1.02,Beverages,Breakfast
29,2024/07/09,Tue,Vietnam,Milk,26000.00,1.02,Beverages,Breakfast
30,2024/07/09,Tue,Vietnam,Iced Vietnamese White Coffee,39000.00,1.52,Beverages,Breakfast
31,2024/07/09,Tue,Vietnam,Iced Vietnamese Black,39000.00,1.52,Beverages,Breakfast
32,2024/07/09,Tue,Vietnam,Milk Cream Tea,59000.00,2.30,Beverages,Breakfast
33,2024/07/09,Tue,Vietnam,Matcha Frappe,89000.00,3.48,Beverages,Breakfast
34,2024/07/09,Tue,Vietnam,Hot Matcha Latte,65000.00,2.54,Beverages,Breakfast
35,2024/07/09,Tue,Vietnam,Lychee Black Tea,59000.00,2.30,Beverages,Breakfast
36,2024/07/09,Tue,Vietnam,Salted Calamansi Apricot Tall,45000.00,1.76,McCAFÉ,Breakfast
37,2024/07/09,Tue,Vietnam,Hot Latte,59000.00,2.30,McCAFÉ,Breakfast
38,2024/07/09,Tue,Vietnam,Iced Latte,65000.00,2.54,McCAFÉ,Breakfast
39,2024/07/09,Tue,Vietnam,Iced Americano,49000.00,1.91,McCAFÉ,Breakfast
40,2024/07/09,Tue,Vietnam,Iced Vietnamese Black,39000.00,1.52,McCAFÉ,Breakfast
41,2024/07/09,Tue,Vietnam,Iced Vietnamese White Coffee,39000.00,1.52,McCAFÉ,Breakfast
42,2024/07/09,Tue,Vietnam,Tall Iced Bac Siu,39000.00,1.52,McCAFÉ,Breakfast
43,2024/07/09,Tue,Vietnam,Yogurt Strawberry,65000.00,2.54,McCAFÉ,Breakfast
