,Date,Day,Territory,Menu Item,Price (JPY),Price (USD),Category,Menu
0,2022/04/21,Thu,Japan,Chicken Tatsuta®,450.00,3.52,Recommendations,Regular Menu
1,2022/04/21,Thu,Japan,Chicken Tatsuta Namban Tartar,490.00,3.83,Recommendations,Regular Menu
2,2022/04/21,Thu,Japan,Chicken Tatsuta® Delivery Set for 3,2490.00,19.49,Recommendations,Regular Menu
3,2022/04/21,Thu,Japan,Chicken Tatsuta® Delivery Set for 2,1660.00,12.99,Recommendations,Regular Menu
4,2022/04/21,Thu,Japan,Chicken Tatsuta® Delivery Set,1440.00,11.27,Recommendations,Regular Menu
5,2022/04/21,Thu,Japan,Gohan Chicken Tatsuta,500.00,3.91,Recommendations,Regular Menu
6,2022/04/21,Thu,Japan,Gohan Chicken Tatsuta Miyazaki Specialty Chicken Namban Tartar,540.00,4.23,Recommendations,Regular Menu
7,2022/04/21,Thu,Japan,(From 5 PM～)Chicken Tatsuta® Delivery Set for 3,2490.00,19.49,Recommendations,Regular Menu
8,2022/04/21,Thu,Japan,(From 5 PM～)Chicken Tatsuta® Delivery Set for 2,1660.00,12.99,Recommendations,Regular Menu
9,2022/04/21,Thu,Japan,(From 5 PM～)Chicken Tatsuta® Delivery Set,1440.00,11.27,Recommendations,Regular Menu
10,2022/04/21,Thu,Japan,Shaka Shaka Potato® Red & Black Pepper Seasoning,40.00,0.31,Recommendations,Regular Menu
11,2022/04/21,Thu,Japan,Bacon Potato Pie,180.00,1.41,Recommendations,Regular Menu
12,2022/04/21,Thu,Japan,Sakuramochi Pie,180.00,1.41,Recommendations,Regular Menu
13,2022/04/21,Thu,Japan,Hot Apple Pie,120.00,0.94,Recommendations,Regular Menu
14,2022/04/21,Thu,Japan,McFlurry® with KITKAT®,340.00,2.66,Recommendations,Regular Menu
15,2022/04/21,Thu,Japan,McFlurry® with KITKAT® Strawberry,370.00,2.90,Recommendations,Regular Menu
16,2022/04/21,Thu,Japan,McFizz® Aomori Fuji apple,290.00,2.27,Recommendations,Regular Menu
17,2022/04/21,Thu,Japan,McFizz® Kumamoto Watermelon,290.00,2.27,Recommendations,Regular Menu
18,2022/04/21,Thu,Japan,Delivery Set for 3,2500.00,19.57,Recommendations,Regular Menu
19,2022/04/21,Thu,Japan,Delivery Set for 2,1800.00,14.09,Recommendations,Regular Menu
20,2022/04/21,Thu,Japan,McDelivery® Set,1500.00,11.74,Recommendations,Regular Menu
21,2022/04/21,Thu,Japan,Potenage XL ＋2 choices,1360.00,10.64,Recommendations,Regular Menu
22,2022/04/21,Thu,Japan,PoteNage DAI,600.00,4.70,Recommendations,Regular Menu
23,2022/04/21,Thu,Japan,PoteNage TOKUDAI,960.00,7.51,Recommendations,Regular Menu
24,2022/04/21,Thu,Japan,Smile,0.00,0.00,Recommendations,Regular Menu
25,2022/04/21,Thu,Japan,Chicken Tatsuta®,450.00,3.52,Recommendations,Breakfast Menu
26,2022/04/21,Thu,Japan,Chicken Tatsuta Namban Tartar,490.00,3.83,Recommendations,Breakfast Menu
27,2022/04/21,Thu,Japan,Bacon Potato Pie,180.00,1.41,Recommendations,Breakfast Menu
28,2022/04/21,Thu,Japan,Sakuramochi Pie,180.00,1.41,Recommendations,Breakfast Menu
29,2022/04/21,Thu,Japan,Hot Apple Pie,120.00,0.94,Recommendations,Breakfast Menu
