,Date,Day,Territory,Menu Item,Price (JPY),Price (USD),Category,Menu
1,2024/09/17,Tue,Japan,Tsukimi McMuffin Set,600.00,4.27,Featured,Regular Menu
2,2024/09/17,Tue,Japan,Sausage Egg Muffin Set,520.00,3.70,Featured,Regular Menu
3,2024/09/17,Tue,Japan,Sausage Muffin Set,380.00,2.70,Featured,Regular Menu
4,2024/09/17,Tue,Japan,Chicken McNuggets® Happy Set,520.00,3.70,Featured,Regular Menu
5,2024/09/17,Tue,Japan,Bai Fluffy-Melty Tsukimi Set,920.00,6.54,Featured,Regular Menu
6,2024/09/17,Tue,Japan,Bai Tsukimi Burger Set,840.00,5.97,Featured,Regular Menu
7,2024/09/17,Tue,Japan,Bai Cheese Tsukimi Set,870.00,6.18,Featured,Regular Menu
8,2024/09/17,Tue,Japan,PoteNage DAI,600.00,4.27,Featured,Regular Menu
9,2024/09/17,Tue,Japan,PoteNage TOKUDAI,950.00,6.75,Featured,Regular Menu
10,2024/09/17,Tue,Japan,Fluffy-Melty Tsukimi Set,820.00,5.83,Featured,Regular Menu
11,2024/09/17,Tue,Japan,Tsukimi Burger Set,740.00,5.26,Featured,Regular Menu
12,2024/09/17,Tue,Japan,Cheese Tsukimi Set,770.00,5.47,Featured,Regular Menu
13,2024/09/17,Tue,Japan,Delivery Set for 3,2500.00,17.77,Featured,Regular Menu
14,2024/09/17,Tue,Japan,Delivery Set for 2,2240.00,15.92,Featured,Regular Menu
15,2024/09/17,Tue,Japan,Deli Set for A1,1500.00,10.66,Featured,Regular Menu
16,2024/09/17,Tue,Japan,Deli Set for B1,1500.00,10.66,Featured,Regular Menu
17,2024/09/17,Tue,Japan,Potenage XL ＋2Choices,1360.00,9.67,Featured,Regular Menu
18,2024/09/17,Tue,Japan,Tsukimi Pie,190.00,1.35,Featured,Regular Menu
19,2024/09/17,Tue,Japan,Yuzu-Shichimi Tartar Sauce,40.00,0.28,Featured,Regular Menu
20,2024/09/17,Tue,Japan,Watermelon Frappe,490.00,3.48,Featured,Regular Menu
21,2024/09/17,Tue,Japan,Golden Pineapple Frappe,490.00,3.48,Featured,Regular Menu
22,2024/09/17,Tue,Japan,Macaron Banana,190.00,1.35,Featured,Regular Menu
23,2024/09/17,Tue,Japan,Smile,0.00,0.00,Featured,Regular Menu
24,2024/09/17,Tue,Japan,Tsukimi McMuffin,400.00,2.84,Burgers,Regular Menu
25,2024/09/17,Tue,Japan,Egg McMuffin®,260.00,1.85,Burgers,Regular Menu
26,2024/09/17,Tue,Japan,Bacon Egg McSandwich,270.00,1.92,Burgers,Regular Menu
27,2024/09/17,Tue,Japan,Sausage Egg Muffin,320.00,2.27,Burgers,Regular Menu
28,2024/09/17,Tue,Japan,Sausage Muffin,180.00,1.28,Burgers,Regular Menu
29,2024/09/17,Tue,Japan,Chicken McMuffin,190.00,1.35,Burgers,Regular Menu
30,2024/09/17,Tue,Japan,Hotcakes,360.00,2.56,Burgers,Regular Menu
31,2024/09/17,Tue,Japan,McGriddles Sausage & Egg,360.00,2.56,Burgers,Regular Menu
32,2024/09/17,Tue,Japan,McGriddles Bacon & Egg,340.00,2.42,Burgers,Regular Menu
33,2024/09/17,Tue,Japan,McGriddles Sausage,250.00,1.78,Burgers,Regular Menu
34,2024/09/17,Tue,Japan,Mega Muffin,420.00,2.99,Burgers,Regular Menu
35,2024/09/17,Tue,Japan,Bai Fluffy-Melty Tsukimi,620.00,4.41,Burgers,Regular Menu
36,2024/09/17,Tue,Japan,Bai Tsukimi Burger,540.00,3.84,Burgers,Regular Menu
37,2024/09/17,Tue,Japan,Bai Cheese Tsukimi,570.00,4.05,Burgers,Regular Menu
38,2024/09/17,Tue,Japan,Bai Big Mac,680.00,4.83,Burgers,Regular Menu
39,2024/09/17,Tue,Japan,Bai Double Cheeseburger,630.00,4.48,Burgers,Regular Menu
40,2024/09/17,Tue,Japan,Bai Teriyaki McBurger,500.00,3.55,Burgers,Regular Menu
41,2024/09/17,Tue,Japan,Bai Filet-O-Fish,500.00,3.55,Burgers,Regular Menu
42,2024/09/17,Tue,Japan,Bai Chicken Filet-O,510.00,3.63,Burgers,Regular Menu
43,2024/09/17,Tue,Japan,Bai Teriyaki Chicken Filet-O,520.00,3.70,Burgers,Regular Menu
44,2024/09/17,Tue,Japan,Bai Bacon Lettuce Burger,510.00,3.63,Burgers,Regular Menu
45,2024/09/17,Tue,Japan,Bai Shrimp Filet-O,530.00,3.77,Burgers,Regular Menu
46,2024/09/17,Tue,Japan,Bai McChicken,280.00,1.99,Burgers,Regular Menu
47,2024/09/17,Tue,Japan,Bai Spicy McChicken,300.00,2.13,Burgers,Regular Menu
48,2024/09/17,Tue,Japan,Bai McChicken Cheese,340.00,2.42,Burgers,Regular Menu
49,2024/09/17,Tue,Japan,Bai Egg Cheeseburger,340.00,2.42,Burgers,Regular Menu
50,2024/09/17,Tue,Japan,Bai Hamburger,270.00,1.92,Burgers,Regular Menu
51,2024/09/17,Tue,Japan,Bai Cheeseburger,300.00,2.13,Burgers,Regular Menu
52,2024/09/17,Tue,Japan,Fluffy-Melty Tsukimi,520.00,3.70,Burgers,Regular Menu
53,2024/09/17,Tue,Japan,Tsukimi Burger,440.00,3.13,Burgers,Regular Menu
54,2024/09/17,Tue,Japan,Cheese Tsukimi,470.00,3.34,Burgers,Regular Menu
55,2024/09/17,Tue,Japan,Big Mac®,480.00,3.41,Burgers,Regular Menu
56,2024/09/17,Tue,Japan,Roasted Soy Sauce Double Thick Beef,580.00,4.12,Burgers,Regular Menu
57,2024/09/17,Tue,Japan,Roasted Soy Sauce Bacon Tomato Thick Beef,570.00,4.05,Burgers,Regular Menu
58,2024/09/17,Tue,Japan,Double Cheeseburger,430.00,3.06,Burgers,Regular Menu
59,2024/09/17,Tue,Japan,Teriyaki McBurger,400.00,2.84,Burgers,Regular Menu
60,2024/09/17,Tue,Japan,Filet-O-Fish®,400.00,2.84,Burgers,Regular Menu
61,2024/09/17,Tue,Japan,Chicken Filet-O®,410.00,2.91,Burgers,Regular Menu
62,2024/09/17,Tue,Japan,Teriyaki Chicken Filet-O,420.00,2.99,Burgers,Regular Menu
63,2024/09/17,Tue,Japan,Bacon Lettuce Burger,410.00,2.91,Burgers,Regular Menu
64,2024/09/17,Tue,Japan,Shrimp Filet-O,430.00,3.06,Burgers,Regular Menu
65,2024/09/17,Tue,Japan,McChicken®,180.00,1.28,Burgers,Regular Menu
66,2024/09/17,Tue,Japan,Spicy McChicken,200.00,1.42,Burgers,Regular Menu
67,2024/09/17,Tue,Japan,McChicken® Cheese,240.00,1.71,Burgers,Regular Menu
68,2024/09/17,Tue,Japan,Egg Cheeseburger,240.00,1.71,Burgers,Regular Menu
69,2024/09/17,Tue,Japan,Hamburger,170.00,1.21,Burgers,Regular Menu
70,2024/09/17,Tue,Japan,Cheeseburger,200.00,1.42,Burgers,Regular Menu
71,2024/09/17,Tue,Japan,Smile,0.00,0.00,Burgers,Regular Menu
72,2024/09/17,Tue,Japan,Tsukimi McMuffin Set,600.00,4.27,Set,Regular Menu
73,2024/09/17,Tue,Japan,Morning Tsukimi Delivery Set,1550.00,11.02,Set,Regular Menu
74,2024/09/17,Tue,Japan,Egg McMuffin® Set,460.00,3.27,Set,Regular Menu
75,2024/09/17,Tue,Japan,Bacon Egg McSandwich Set,470.00,3.34,Set,Regular Menu
76,2024/09/17,Tue,Japan,Sausage Egg Muffin Set,520.00,3.70,Set,Regular Menu
77,2024/09/17,Tue,Japan,Sausage Muffin Set,380.00,2.70,Set,Regular Menu
78,2024/09/17,Tue,Japan,Chicken McMuffin Set,390.00,2.77,Set,Regular Menu
79,2024/09/17,Tue,Japan,Filet-O-Fish® Set,600.00,4.27,Set,Regular Menu
80,2024/09/17,Tue,Japan,Hotcakes Set,560.00,3.98,Set,Regular Menu
81,2024/09/17,Tue,Japan,McGriddles Sausage & Egg Set,560.00,3.98,Set,Regular Menu
82,2024/09/17,Tue,Japan,McGriddles Bacon & Egg Set,540.00,3.84,Set,Regular Menu
83,2024/09/17,Tue,Japan,McGriddles Sausage Set,450.00,3.20,Set,Regular Menu
84,2024/09/17,Tue,Japan,Mega Muffin Set,620.00,4.41,Set,Regular Menu
85,2024/09/17,Tue,Japan,Bai Fluffy-Melty Tsukimi Set,920.00,6.54,Set,Regular Menu
86,2024/09/17,Tue,Japan,Bai Tsukimi Burger Set,840.00,5.97,Set,Regular Menu
87,2024/09/17,Tue,Japan,Bai Cheese Tsukimi Set,870.00,6.18,Set,Regular Menu
88,2024/09/17,Tue,Japan,Bai Tsukimi Delivery Set for 3,3210.00,22.82,Set,Regular Menu
89,2024/09/17,Tue,Japan,Bai Tsukimi Delivery Set for 2,2170.00,15.43,Set,Regular Menu
90,2024/09/17,Tue,Japan,Bai Tsukimi Delivery Set,1500.00,10.66,Set,Regular Menu
91,2024/09/17,Tue,Japan,Bai Big Mac Set,950.00,6.75,Set,Regular Menu
92,2024/09/17,Tue,Japan,Bai Double Cheeseburger Set,900.00,6.40,Set,Regular Menu
93,2024/09/17,Tue,Japan,Bai Teriyaki McBurger Set,770.00,5.47,Set,Regular Menu
94,2024/09/17,Tue,Japan,Bai Filet-O-Fish Set,770.00,5.47,Set,Regular Menu
95,2024/09/17,Tue,Japan,Bai Chicken Filet-O Set,780.00,5.55,Set,Regular Menu
96,2024/09/17,Tue,Japan,Bai Teriyaki Chicken Filet-O set,790.00,5.62,Set,Regular Menu
97,2024/09/17,Tue,Japan,Bai Bacon Lettuce Burger Set,780.00,5.55,Set,Regular Menu
98,2024/09/17,Tue,Japan,Bai Shrimp Filet-O Set,800.00,5.69,Set,Regular Menu
99,2024/09/17,Tue,Japan,Bai McChicken Set,600.00,4.27,Set,Regular Menu
100,2024/09/17,Tue,Japan,Bai Spicy McChicken Set,620.00,4.41,Set,Regular Menu
101,2024/09/17,Tue,Japan,Bai McChicken Cheese Set,640.00,4.55,Set,Regular Menu
102,2024/09/17,Tue,Japan,Bai Egg Cheeseburger Set,640.00,4.55,Set,Regular Menu
103,2024/09/17,Tue,Japan,Fluffy-Melty Tsukimi Set,820.00,5.83,Set,Regular Menu
104,2024/09/17,Tue,Japan,Tsukimi Burger Set,740.00,5.26,Set,Regular Menu
105,2024/09/17,Tue,Japan,Cheese Tsukimi Set,770.00,5.47,Set,Regular Menu
106,2024/09/17,Tue,Japan,Tsukimi Delivery Set for 3,2790.00,19.83,Set,Regular Menu
107,2024/09/17,Tue,Japan,Tsukimi Delivery Set for 2,1890.00,13.44,Set,Regular Menu
108,2024/09/17,Tue,Japan,Tsukimi Delivery Set,1800.00,12.80,Set,Regular Menu
109,2024/09/17,Tue,Japan,Delivery Set for 3,2500.00,17.77,Set,Regular Menu
110,2024/09/17,Tue,Japan,Delivery Set for 2,2240.00,15.92,Set,Regular Menu
111,2024/09/17,Tue,Japan,Deli Set for A1,1500.00,10.66,Set,Regular Menu
112,2024/09/17,Tue,Japan,Deli Set for B1,1500.00,10.66,Set,Regular Menu
113,2024/09/17,Tue,Japan,Big Mac® Set,750.00,5.33,Set,Regular Menu
114,2024/09/17,Tue,Japan,Roasted Soy Sauce Double Thick Beef Set,850.00,6.04,Set,Regular Menu
115,2024/09/17,Tue,Japan,Roasted Soy Sauce Bacon Tomato Thick Beef Set,840.00,5.97,Set,Regular Menu
116,2024/09/17,Tue,Japan,Double Cheeseburger Set,700.00,4.98,Set,Regular Menu
117,2024/09/17,Tue,Japan,Teriyaki McBurger Set,670.00,4.76,Set,Regular Menu
118,2024/09/17,Tue,Japan,Filet-O-Fish® Set,670.00,4.76,Set,Regular Menu
119,2024/09/17,Tue,Japan,Chicken Filet-O® Set,680.00,4.83,Set,Regular Menu
120,2024/09/17,Tue,Japan,Teriyaki Chicken Filet-O Set,690.00,4.91,Set,Regular Menu
121,2024/09/17,Tue,Japan,Bacon Lettuce Burger Set,680.00,4.83,Set,Regular Menu
122,2024/09/17,Tue,Japan,Shrimp Filet-O Set,700.00,4.98,Set,Regular Menu
123,2024/09/17,Tue,Japan,McChicken® Set,500.00,3.55,Set,Regular Menu
124,2024/09/17,Tue,Japan,Spicy McChicken Set,520.00,3.70,Set,Regular Menu
125,2024/09/17,Tue,Japan,McChicken® Cheese Set,540.00,3.84,Set,Regular Menu
126,2024/09/17,Tue,Japan,Egg Cheeseburger Set,540.00,3.84,Set,Regular Menu
127,2024/09/17,Tue,Japan,Ketchup,0.00,0.00,Set,Regular Menu
128,2024/09/17,Tue,Japan,Smile,0.00,0.00,Set,Regular Menu
129,2024/09/17,Tue,Japan,Hash Potato,150.00,1.07,Sides,Regular Menu
130,2024/09/17,Tue,Japan,PoteNage DAI,600.00,4.27,Sides,Regular Menu
131,2024/09/17,Tue,Japan,PoteNage TOKUDAI,950.00,6.75,Sides,Regular Menu
132,2024/09/17,Tue,Japan,Potenage XL ＋2Choices,1360.00,9.67,Sides,Regular Menu
133,2024/09/17,Tue,Japan,Chicken McNuggets® 15Pcs,740.00,5.26,Sides,Regular Menu
134,2024/09/17,Tue,Japan,Chicken McNuggets® 5Pcs,260.00,1.85,Sides,Regular Menu
135,2024/09/17,Tue,Japan,McFry,190.00,1.35,Sides,Regular Menu
136,2024/09/17,Tue,Japan,Side Salad,330.00,2.35,Sides,Regular Menu
137,2024/09/17,Tue,Japan,Edamame & Corn,280.00,1.99,Sides,Regular Menu
138,2024/09/17,Tue,Japan,Shaka-Chicki,200.00,1.42,Sides,Regular Menu
139,2024/09/17,Tue,Japan,Yuzu-Shichimi Tartar Sauce,40.00,0.28,Sides,Regular Menu
140,2024/09/17,Tue,Japan,BBQ Sauce,40.00,0.28,Sides,Regular Menu
141,2024/09/17,Tue,Japan,Mustard Sauce,40.00,0.28,Sides,Regular Menu
142,2024/09/17,Tue,Japan,Ketchup,0.00,0.00,Sides,Regular Menu
143,2024/09/17,Tue,Japan,Smile,0.00,0.00,Sides,Regular Menu
144,2024/09/17,Tue,Japan,Coca-Cola® Zero Sugar,120.00,0.85,Drinks,Regular Menu
145,2024/09/17,Tue,Japan,Coca Cola,120.00,0.85,Drinks,Regular Menu
146,2024/09/17,Tue,Japan,Sprite,120.00,0.85,Drinks,Regular Menu
147,2024/09/17,Tue,Japan,Fanta Grape,120.00,0.85,Drinks,Regular Menu
148,2024/09/17,Tue,Japan,Fanta Melon,120.00,0.85,Drinks,Regular Menu
149,2024/09/17,Tue,Japan,Qoo White Grape,120.00,0.85,Drinks,Regular Menu
150,2024/09/17,Tue,Japan,Sokenbicha,120.00,0.85,Drinks,Regular Menu
151,2024/09/17,Tue,Japan,Earlgrey Iced Tea,120.00,0.85,Drinks,Regular Menu
152,2024/09/17,Tue,Japan,Earlgrey Iced Tea(Lemon),120.00,0.85,Drinks,Regular Menu
153,2024/09/17,Tue,Japan,Earlgrey Iced Tea(Milk),120.00,0.85,Drinks,Regular Menu
154,2024/09/17,Tue,Japan,Hot Tea(Straight),120.00,0.85,Drinks,Regular Menu
155,2024/09/17,Tue,Japan,Hot Tea(Lemon) ,120.00,0.85,Drinks,Regular Menu
156,2024/09/17,Tue,Japan,Hot Tea(Milk),120.00,0.85,Drinks,Regular Menu
157,2024/09/17,Tue,Japan,Yasaiseikatsu100,170.00,1.21,Drinks,Regular Menu
158,2024/09/17,Tue,Japan,Minute Maid Orange,170.00,1.21,Drinks,Regular Menu
159,2024/09/17,Tue,Japan,Minute Maid Apple100,150.00,1.07,Drinks,Regular Menu
160,2024/09/17,Tue,Japan,Milk,240.00,1.71,Drinks,Regular Menu
161,2024/09/17,Tue,Japan,Suntory Kuro Oolong Tea#Strong,290.00,2.06,Drinks,Regular Menu
162,2024/09/17,Tue,Japan,Premium Roast Coffee,120.00,0.85,Drinks,Regular Menu
163,2024/09/17,Tue,Japan,Café Latte,210.00,1.49,Drinks,Regular Menu
164,2024/09/17,Tue,Japan,Caramel Latte,270.00,1.92,Drinks,Regular Menu
165,2024/09/17,Tue,Japan,Premium Roast Ice Coffee,120.00,0.85,Drinks,Regular Menu
