,Date,Day,Territory,Menu Item,Price (NZD),Price (USD),Category,Menu
1,2023/01/21,Sat,New Zealand,Big Brekkie Burger,11.60,7.44,Brekkie Meals,Breakfast
2,2023/01/21,Sat,New Zealand,NYC Benedict Bagel®,9.90,6.35,Brekkie Meals,Breakfast
3,2023/01/21,Sat,New Zealand,Bacon & Egg McMuffin®,9.00,5.77,Brekkie Meals,Breakfast
4,2023/01/21,Sat,New Zealand,BLT Bagel,9.40,6.03,Brekkie Meals,Breakfast
5,2023/01/21,Sat,New Zealand,Chicken & Bacon McMuffin®,8.90,5.71,Brekkie Meals,Breakfast
6,2023/01/21,Sat,New Zealand,Chicken McMuffin®,7.10,4.56,Brekkie Meals,Breakfast
7,2023/01/21,Sat,New Zealand,Hotcakes with Whipped Butter & Syrup,8.30,5.33,Brekkie Meals,Breakfast
8,2023/01/21,Sat,New Zealand,Massive McMuffin®,10.50,6.74,Brekkie Meals,Breakfast
9,2023/01/21,Sat,New Zealand,Sausage & Egg McMuffin®,8.70,5.58,Brekkie Meals,Breakfast
10,2023/01/21,Sat,New Zealand,Sausage McMuffin®,7.30,4.68,Brekkie Meals,Breakfast
11,2023/01/21,Sat,New Zealand,Cheeseburger,5.40,3.46,All Day Favourites,Breakfast
12,2023/01/21,Sat,New Zealand,Big Mac®,9.60,6.16,All Day Favourites,Breakfast
13,2023/01/21,Sat,New Zealand,Quarter Pounder®,9.30,5.97,All Day Favourites,Breakfast
14,2023/01/21,Sat,New Zealand,McChicken®,9.40,6.03,All Day Favourites,Breakfast
15,2023/01/21,Sat,New Zealand,Double Cheeseburger,7.40,4.75,All Day Favourites,Breakfast
16,2023/01/21,Sat,New Zealand,Double Big Mac®,11.80,7.57,All Day Favourites,Breakfast
17,2023/01/21,Sat,New Zealand,Double Quarter Pounder®,12.20,7.83,All Day Favourites,Breakfast
18,2023/01/21,Sat,New Zealand,Double McChicken®,11.50,7.38,All Day Favourites,Breakfast
19,2023/01/21,Sat,New Zealand,6pc Chicken McNuggets®,9.30,5.97,All Day Favourites,Breakfast
20,2023/01/21,Sat,New Zealand,10pc Chicken McNuggets®,12.20,7.83,All Day Favourites,Breakfast
21,2023/01/21,Sat,New Zealand,20pc Chicken McNuggets®,20.00,12.83,All Day Favourites,Breakfast
22,2023/01/21,Sat,New Zealand,Big Mac Dinner for 2,32.00,20.53,To Share,Breakfast
23,2023/01/21,Sat,New Zealand,The Family Pack,39.00,25.02,To Share,Breakfast
24,2023/01/21,Sat,New Zealand,The Cheeseburger Stack,23.00,14.76,To Share,Breakfast
25,2023/01/21,Sat,New Zealand,Hash Brown,4.00,2.57,Sides,Breakfast
26,2023/01/21,Sat,New Zealand,Small Fries,5.20,3.34,Sides,Breakfast
27,2023/01/21,Sat,New Zealand,Hotcakes Happy Meal®,9.20,5.90,Happy Meals,Breakfast
28,2023/01/21,Sat,New Zealand,3pc Chicken McNuggets® Happy Meal®,9.20,5.90,Happy Meals,Breakfast
29,2023/01/21,Sat,New Zealand,6pc Chicken McNuggets® Happy Meal®,10.90,6.99,Happy Meals,Breakfast
30,2023/01/21,Sat,New Zealand,Cheeseburger Happy Meal®,9.20,5.90,Happy Meals,Breakfast
31,2023/01/21,Sat,New Zealand,Small Cappuccino McCafe®,5.60,3.59,McCafé® Drinks,Breakfast
32,2023/01/21,Sat,New Zealand,Small Mochaccino McCafe®,5.60,3.59,McCafé® Drinks,Breakfast
33,2023/01/21,Sat,New Zealand,Small Flat White McCafe®,5.60,3.59,McCafé® Drinks,Breakfast
34,2023/01/21,Sat,New Zealand,Small Latté  McCafe®,5.60,3.59,McCafé® Drinks,Breakfast
35,2023/01/21,Sat,New Zealand,Small Hot Chocolate McCafé®,5.60,3.59,McCafé® Drinks,Breakfast
36,2023/01/21,Sat,New Zealand,Small Chai Latté McCafé®,5.60,3.59,McCafé® Drinks,Breakfast
37,2023/01/21,Sat,New Zealand,Small Long Black McCafe®,4.80,3.08,McCafé® Drinks,Breakfast
38,2023/01/21,Sat,New Zealand,Small Fuze Tea® Peach Black Iced Tea,4.00,2.57,Juice & Water,Breakfast
