,Date,Day,Territory,Menu Item,Price (NZD),Price (USD),Category,Menu
1,2022/08/23,Tue,New Zealand,Big Brekkie Burger,11.10,6.88,Brekkie Meals,Breakfast
2,2022/08/23,Tue,New Zealand,NYC Benedict Bagel®,8.60,5.33,Brekkie Meals,Breakfast
3,2022/08/23,Tue,New Zealand,Bacon & Egg McMuffin®,8.10,5.02,Brekkie Meals,Breakfast
4,2022/08/23,Tue,New Zealand,BLT Bagel,7.90,4.90,Brekkie Meals,Breakfast
5,2022/08/23,Tue,New Zealand,Chicken & Bacon McMuffin®,8.40,5.21,Brekkie Meals,Breakfast
6,2022/08/23,Tue,New Zealand,Chicken McMuffin®,7.10,4.40,Brekkie Meals,Breakfast
7,2022/08/23,Tue,New Zealand,Hotcakes with Whipped Butter & Syrup,7.80,4.83,Brekkie Meals,Breakfast
8,2022/08/23,Tue,New Zealand,Massive McMuffin®,9.50,5.89,Brekkie Meals,Breakfast
9,2022/08/23,Tue,New Zealand,Sausage & Egg McMuffin®,7.70,4.77,Brekkie Meals,Breakfast
10,2022/08/23,Tue,New Zealand,Sausage McMuffin®,6.30,3.91,Brekkie Meals,Breakfast
11,2022/08/23,Tue,New Zealand,Cheeseburger,5.20,3.22,All Day Favourites,Breakfast
12,2022/08/23,Tue,New Zealand,Big Mac®,8.90,5.52,All Day Favourites,Breakfast
13,2022/08/23,Tue,New Zealand,Quarter Pounder®,9.00,5.58,All Day Favourites,Breakfast
14,2022/08/23,Tue,New Zealand,McChicken®,8.80,5.45,All Day Favourites,Breakfast
15,2022/08/23,Tue,New Zealand,Double Cheeseburger,6.60,4.09,All Day Favourites,Breakfast
16,2022/08/23,Tue,New Zealand,Double Big Mac®,11.00,6.82,All Day Favourites,Breakfast
17,2022/08/23,Tue,New Zealand,Double Quarter Pounder®,11.90,7.38,All Day Favourites,Breakfast
18,2022/08/23,Tue,New Zealand,Double McChicken®,11.50,7.13,All Day Favourites,Breakfast
19,2022/08/23,Tue,New Zealand,6pc Chicken McNuggets®,8.70,5.39,All Day Favourites,Breakfast
20,2022/08/23,Tue,New Zealand,10pc Chicken McNuggets®,11.60,7.19,All Day Favourites,Breakfast
21,2022/08/23,Tue,New Zealand,20pc Chicken McNuggets®,19.40,12.03,All Day Favourites,Breakfast
22,2022/08/23,Tue,New Zealand,50pc Chicken McNuggets®,35.00,21.69,To Share,Breakfast
23,2022/08/23,Tue,New Zealand,Big Mac Dinner for 2,29.00,17.98,To Share,Breakfast
24,2022/08/23,Tue,New Zealand,The Family Pack,36.00,22.31,To Share,Breakfast
25,2022/08/23,Tue,New Zealand,The Cheeseburger Stack,19.00,11.78,To Share,Breakfast
26,2022/08/23,Tue,New Zealand,Hash Brown,3.10,1.92,Sides,Breakfast
27,2022/08/23,Tue,New Zealand,Small Fries,4.30,2.67,Sides,Breakfast
28,2022/08/23,Tue,New Zealand,Hotcakes Happy Meal®,8.50,5.27,Happy Meals,Breakfast
29,2022/08/23,Tue,New Zealand,3pc Chicken McNuggets® Happy Meal®,8.50,5.27,Happy Meals,Breakfast
30,2022/08/23,Tue,New Zealand,6pc Chicken McNuggets® Happy Meal®,10.50,6.51,Happy Meals,Breakfast
31,2022/08/23,Tue,New Zealand,Cheeseburger Happy Meal®,8.50,5.27,Happy Meals,Breakfast
32,2022/08/23,Tue,New Zealand,Small Cappuccino McCafe®,5.10,3.16,McCafé® Drinks,Breakfast
33,2022/08/23,Tue,New Zealand,Small Mochaccino McCafe®,5.10,3.16,McCafé® Drinks,Breakfast
34,2022/08/23,Tue,New Zealand,Small Flat White McCafe®,5.10,3.16,McCafé® Drinks,Breakfast
35,2022/08/23,Tue,New Zealand,Small Latté  McCafe®,5.10,3.16,McCafé® Drinks,Breakfast
36,2022/08/23,Tue,New Zealand,Small Hot Chocolate McCafé®,5.10,3.16,McCafé® Drinks,Breakfast
37,2022/08/23,Tue,New Zealand,Small Chai Latté McCafé®,5.10,3.16,McCafé® Drinks,Breakfast
38,2022/08/23,Tue,New Zealand,Small Long Black McCafe®,4.80,2.98,McCafé® Drinks,Breakfast
39,2022/08/23,Tue,New Zealand,Small Fuze Tea® Peach Black Iced Tea,3.80,2.36,Juice & Water,Breakfast
40,2022/08/23,Tue,New Zealand,Small Orange Juice,4.60,2.85,Juice & Water,Breakfast
41,2022/08/23,Tue,New Zealand,Kiwi Blue® Water 600ml,3.00,1.86,Juice & Water,Breakfast
42,2022/08/23,Tue,New Zealand,Pump® Mini Water,3.70,2.29,Juice & Water,Breakfast
43,2022/08/23,Tue,New Zealand,Apple Blackcurrant Drink,4.60,2.85,Juice & Water,Breakfast
44,2022/08/23,Tue,New Zealand,Small Coke® Zero Sugar,3.80,2.36,Soft Drinks,Breakfast
45,2022/08/23,Tue,New Zealand,Small Coke®,3.80,2.36,Soft Drinks,Breakfast
46,2022/08/23,Tue,New Zealand,Small Fanta® Orange,3.80,2.36,Soft Drinks,Breakfast
