,Date,Day,Territory,Menu Item,Price (LKR),Price (USD),Category,Menu
1,2023/06/09,Fri,Sri Lanka,Crispy Chicken 02 PC,1220.00,4.13,Ala Carte & Value Meals,Regular
2,2023/06/09,Fri,Sri Lanka,Crispy Chicken 05 PC,3080.00,10.42,Ala Carte & Value Meals,Regular
3,2023/06/09,Fri,Sri Lanka,Spicy chicken footlong,840.00,2.84,Ala Carte & Value Meals,Regular
4,2023/06/09,Fri,Sri Lanka,Crispy Chicken Wrap,840.00,2.84,Ala Carte & Value Meals,Regular
5,2023/06/09,Fri,Sri Lanka,McSpicy Chicken Wrap,1700.00,5.75,Ala Carte & Value Meals,Regular
6,2023/06/09,Fri,Sri Lanka,Crispy Chicken Burger,580.00,1.96,Ala Carte & Value Meals,Regular
7,2023/06/09,Fri,Sri Lanka,Chicken Junior,780.00,2.64,Ala Carte & Value Meals,Regular
8,2023/06/09,Fri,Sri Lanka,Beefburger,1050.00,3.55,Ala Carte & Value Meals,Regular
9,2023/06/09,Fri,Sri Lanka,Cheeseburger,1200.00,4.06,Ala Carte & Value Meals,Regular
10,2023/06/09,Fri,Sri Lanka,Double Cheeseburger,1880.00,6.36,Ala Carte & Value Meals,Regular
11,2023/06/09,Fri,Sri Lanka,Big Mac,1820.00,6.16,Ala Carte & Value Meals,Regular
12,2023/06/09,Fri,Sri Lanka,McChicken Burger,1700.00,5.75,Ala Carte & Value Meals,Regular
13,2023/06/09,Fri,Sri Lanka,McSpicy Chicken Burger,1100.00,3.72,Ala Carte & Value Meals,Regular
14,2023/06/09,Fri,Sri Lanka,Chicken Big Mac,1700.00,5.75,Ala Carte & Value Meals,Regular
15,2023/06/09,Fri,Sri Lanka,Chicken McNuggets 6 PC,1500.00,5.08,Ala Carte & Value Meals,Regular
16,2023/06/09,Fri,Sri Lanka,Chicken McNuggets 9 PC,2090.00,7.07,Ala Carte & Value Meals,Regular
17,2023/06/09,Fri,Sri Lanka,McSpicy Chicken Fillet,1320.00,4.47,Ala Carte & Value Meals,Regular
18,2023/06/09,Fri,Sri Lanka,McSpicy Wings 3 PC,570.00,1.93,Ala Carte & Value Meals,Regular
19,2023/06/09,Fri,Sri Lanka,McSpicy Wings 6 PC,1070.00,3.62,Ala Carte & Value Meals,Regular
20,2023/06/09,Fri,Sri Lanka,Filet-O-Fish,1380.00,4.67,Ala Carte & Value Meals,Regular
21,2023/06/09,Fri,Sri Lanka,Veggie Burger,1100.00,3.72,Ala Carte & Value Meals,Regular
22,2023/06/09,Fri,Sri Lanka,Sausage & Egg Burger,580.00,1.96,Breakfast & Value Meals,Breakfast
23,2023/06/09,Fri,Sri Lanka,Egg Burger,440.00,1.49,Breakfast & Value Meals,Breakfast
24,2023/06/09,Fri,Sri Lanka,Hash Brown,340.00,1.15,Breakfast & Value Meals,Breakfast
25,2023/06/09,Fri,Sri Lanka,Crispy Chicken Wrap,840.00,2.84,Breakfast & Value Meals,Breakfast
26,2023/06/09,Fri,Sri Lanka,Crispy Chicken Burger,580.00,1.96,Breakfast & Value Meals,Breakfast
27,2023/06/09,Fri,Sri Lanka,Chicken Junior,780.00,2.64,Breakfast & Value Meals,Breakfast
28,2023/06/09,Fri,Sri Lanka,McSpicy Chicken Burger,1100.00,3.72,Breakfast & Value Meals,Breakfast
29,2023/06/09,Fri,Sri Lanka,Double Chicken Rice meal,1250.00,4.23,Rice,Regular
30,2023/06/09,Fri,Sri Lanka,Curry N Rice,560.00,1.90,Rice,Regular
31,2023/06/09,Fri,Sri Lanka,McRice Chicken,970.00,3.28,Rice,Regular
32,2023/06/09,Fri,Sri Lanka,McRice - Fish,970.00,3.28,Rice,Regular
33,2023/06/09,Fri,Sri Lanka,McRice - Vegetable,970.00,3.28,Rice,Regular
34,2023/06/09,Fri,Sri Lanka,Fries,570.00,1.93,Salads/Sides,Regular
35,2023/06/09,Fri,Sri Lanka,Choco Chip McFlurry,940.00,3.18,Desserts,Regular
36,2023/06/09,Fri,Sri Lanka,OREO McFLURRY,940.00,3.18,Desserts,Regular
37,2023/06/09,Fri,Sri Lanka,Chocolate Sundae,660.00,2.23,Desserts,Regular
38,2023/06/09,Fri,Sri Lanka,Strawberry Sundae,660.00,2.23,Desserts,Regular
39,2023/06/09,Fri,Sri Lanka,Plain Sundae,580.00,1.96,Desserts,Regular
