,Date,Day,Territory,Menu Item,Price (LKR),Price (USD),Category,Menu
1,2022/06/05,Sun,Sri Lanka,Crispy Chicken 02 PC,730.00,2.03,Ala Carte & Value Meals,Regular
2,2022/06/05,Sun,Sri Lanka,Crispy Chicken 05 PC,1670.00,4.63,Ala Carte & Value Meals,Regular
3,2022/06/05,Sun,Sri Lanka,Spicy chicken footlong,660.00,1.83,Ala Carte & Value Meals,Regular
4,2022/06/05,Sun,Sri Lanka,Crispy Chicken Wrap,460.00,1.28,Ala Carte & Value Meals,Regular
5,2022/06/05,Sun,Sri Lanka,Tandoori Chicken Wrap,380.00,1.05,Ala Carte & Value Meals,Regular
6,2022/06/05,Sun,Sri Lanka,McSpicy Chicken Wrap,920.00,2.55,Ala Carte & Value Meals,Regular
7,2022/06/05,Sun,Sri Lanka,Crispy Chicken Burger,320.00,0.89,Ala Carte & Value Meals,Regular
8,2022/06/05,Sun,Sri Lanka,Chicken Junior,420.00,1.17,Ala Carte & Value Meals,Regular
9,2022/06/05,Sun,Sri Lanka,Beefburger,560.00,1.55,Ala Carte & Value Meals,Regular
10,2022/06/05,Sun,Sri Lanka,Cheeseburger,640.00,1.78,Ala Carte & Value Meals,Regular
11,2022/06/05,Sun,Sri Lanka,Double Cheeseburger,1020.00,2.83,Ala Carte & Value Meals,Regular
12,2022/06/05,Sun,Sri Lanka,Big Mac,1020.00,2.83,Ala Carte & Value Meals,Regular
13,2022/06/05,Sun,Sri Lanka,McChicken Burger,920.00,2.55,Ala Carte & Value Meals,Regular
14,2022/06/05,Sun,Sri Lanka,McSpicy Chicken Burger,680.00,1.89,Ala Carte & Value Meals,Regular
15,2022/06/05,Sun,Sri Lanka,Chicken Big Mac,920.00,2.55,Ala Carte & Value Meals,Regular
16,2022/06/05,Sun,Sri Lanka,Chicken McNuggets 6 PC,800.00,2.22,Ala Carte & Value Meals,Regular
17,2022/06/05,Sun,Sri Lanka,Chicken McNuggets 9 PC,1140.00,3.16,Ala Carte & Value Meals,Regular
18,2022/06/05,Sun,Sri Lanka,McSpicy Chicken Fillet,670.00,1.86,Ala Carte & Value Meals,Regular
19,2022/06/05,Sun,Sri Lanka,McSpicy Wings 3 PC,310.00,0.86,Ala Carte & Value Meals,Regular
20,2022/06/05,Sun,Sri Lanka,McSpicy Wings 6 PC,580.00,1.61,Ala Carte & Value Meals,Regular
21,2022/06/05,Sun,Sri Lanka,Filet-O-Fish,750.00,2.08,Ala Carte & Value Meals,Regular
22,2022/06/05,Sun,Sri Lanka,Veggie Burger,600.00,1.67,Ala Carte & Value Meals,Regular
23,2022/06/05,Sun,Sri Lanka,Sausage & Egg Burger,320.00,0.89,Breakfast & Value Meals,Breakfast
24,2022/06/05,Sun,Sri Lanka,Egg Burger,240.00,0.67,Breakfast & Value Meals,Breakfast
25,2022/06/05,Sun,Sri Lanka,Omelette Burger,240.00,0.67,Breakfast & Value Meals,Breakfast
26,2022/06/05,Sun,Sri Lanka,Hash Brown,190.00,0.53,Breakfast & Value Meals,Breakfast
27,2022/06/05,Sun,Sri Lanka,Crispy Chicken Wrap,460.00,1.28,Breakfast & Value Meals,Breakfast
28,2022/06/05,Sun,Sri Lanka,Crispy Chicken Burger,320.00,0.89,Breakfast & Value Meals,Breakfast
29,2022/06/05,Sun,Sri Lanka,Chicken Junior,420.00,1.17,Breakfast & Value Meals,Breakfast
30,2022/06/05,Sun,Sri Lanka,McSpicy Chicken Burger,680.00,1.89,Breakfast & Value Meals,Breakfast
31,2022/06/05,Sun,Sri Lanka,Double Chicken Rice meal,610.00,1.69,Rice,Regular
32,2022/06/05,Sun,Sri Lanka,Curry N Rice,300.00,0.83,Rice,Regular
33,2022/06/05,Sun,Sri Lanka,McRice,580.00,1.61,Rice,Regular
34,2022/06/05,Sun,Sri Lanka,McRice - Fish,580.00,1.61,Rice,Regular
35,2022/06/05,Sun,Sri Lanka,McRice - Vegetable,580.00,1.61,Rice,Regular
36,2022/06/05,Sun,Sri Lanka,Fries,300.00,0.83,Salads/Sides,Regular
37,2022/06/05,Sun,Sri Lanka,Choco Chip McFlurry,430.00,1.19,Desserts,Regular
38,2022/06/05,Sun,Sri Lanka,OREO McFLURRY,500.00,1.39,Desserts,Regular
39,2022/06/05,Sun,Sri Lanka,Chocolate Sundae,340.00,0.94,Desserts,Regular
40,2022/06/05,Sun,Sri Lanka,Strawberry Sundae,360.00,1.00,Desserts,Regular
41,2022/06/05,Sun,Sri Lanka,Plain Sundae,310.00,0.86,Desserts,Regular
42,2022/06/05,Sun,Sri Lanka,Chocolate flavoured milk,120.00,0.33,Beverages,Regular
43,2022/06/05,Sun,Sri Lanka,Coke zero,160.00,0.44,Beverages,Regular
44,2022/06/05,Sun,Sri Lanka,Coke,200.00,0.56,Beverages,Regular
45,2022/06/05,Sun,Sri Lanka,Fanta,200.00,0.56,Beverages,Regular
46,2022/06/05,Sun,Sri Lanka,Sprite,200.00,0.56,Beverages,Regular
47,2022/06/05,Sun,Sri Lanka,Water,35.00,0.10,Beverages,Regular
48,2022/06/05,Sun,Sri Lanka,Happy Crispy Burger Meal,730.00,2.03,Happy Meals,Regular
49,2022/06/05,Sun,Sri Lanka,Happy Meal Rice - Chicken,580.00,1.61,Happy Meals,Regular
50,2022/06/05,Sun,Sri Lanka,Happy Meal Beef,730.00,2.03,Happy Meals,Regular
51,2022/06/05,Sun,Sri Lanka,Happy Meal Chicken Junior,730.00,2.03,Happy Meals,Regular
52,2022/06/05,Sun,Sri Lanka,Happy Meal Cheeseburger,790.00,2.19,Happy Meals,Regular
53,2022/06/05,Sun,Sri Lanka,Happy Meal 4 Nugget,730.00,2.03,Happy Meals,Regular
54,2022/06/05,Sun,Sri Lanka,Share box Rice Bundles,4190.00,11.63,Promotion & Bundle Meals,Regular
55,2022/06/05,Sun,Sri Lanka,Share box Chicken Bundles,4180.00,11.60,Promotion & Bundle Meals,Regular
56,2022/06/05,Sun,Sri Lanka,Share box Beef Bundles,4920.00,13.65,Promotion & Bundle Meals,Regular
57,2022/06/05,Sun,Sri Lanka,Fries,300.00,0.83,Salads/Sides,Breakfast
58,2022/06/05,Sun,Sri Lanka,Choco Chip McFlurry,430.00,1.19,Desserts,Breakfast
59,2022/06/05,Sun,Sri Lanka,OREO McFLURRY,500.00,1.39,Desserts,Breakfast
60,2022/06/05,Sun,Sri Lanka,Chocolate Sundae,340.00,0.94,Desserts,Breakfast
61,2022/06/05,Sun,Sri Lanka,Strawberry Sundae,360.00,1.00,Desserts,Breakfast
62,2022/06/05,Sun,Sri Lanka,Plain Sundae,310.00,0.86,Desserts,Breakfast
63,2022/06/05,Sun,Sri Lanka,Chocolate flavoured milk,120.00,0.33,Beverages,Breakfast
64,2022/06/05,Sun,Sri Lanka,Coke zero,160.00,0.44,Beverages,Breakfast
65,2022/06/05,Sun,Sri Lanka,Coke,200.00,0.56,Beverages,Breakfast
66,2022/06/05,Sun,Sri Lanka,Fanta,200.00,0.56,Beverages,Breakfast
67,2022/06/05,Sun,Sri Lanka,Sprite,200.00,0.56,Beverages,Breakfast
68,2022/06/05,Sun,Sri Lanka,Water,35.00,0.10,Beverages,Breakfast
69,2022/06/05,Sun,Sri Lanka,Happy Crispy Burger Meal,730.00,2.03,Happy Meals,Breakfast
70,2022/06/05,Sun,Sri Lanka,Happy Meal Chicken Junior,730.00,2.03,Happy Meals,Breakfast
