,Date,Day,Territory,Menu Item,Price (LKR),Price (USD),Category,Menu
0,2022/03/16,Wed,Sri Lanka,Crispy Chicken 02 PC,660.00,2.42,Ala Carte & Value Meals,Regular
1,2022/03/16,Wed,Sri Lanka,Crispy Chicken 05 PC,1520.00,5.58,Ala Carte & Value Meals,Regular
2,2022/03/16,Wed,Sri Lanka,Spicy chicken footlong,660.00,2.42,Ala Carte & Value Meals,Regular
3,2022/03/16,Wed,Sri Lanka,Crispy Chicken Wrap,420.00,1.54,Ala Carte & Value Meals,Regular
4,2022/03/16,Wed,Sri Lanka,Tandoori Chicken Wrap,380.00,1.40,Ala Carte & Value Meals,Regular
5,2022/03/16,Wed,Sri Lanka,McSpicy Chicken Wrap,840.00,3.08,Ala Carte & Value Meals,Regular
6,2022/03/16,Wed,Sri Lanka,Crispy Chicken Burger,290.00,1.06,Ala Carte & Value Meals,Regular
7,2022/03/16,Wed,Sri Lanka,Chicken Junior,380.00,1.40,Ala Carte & Value Meals,Regular
8,2022/03/16,Wed,Sri Lanka,Beefburger,510.00,1.87,Ala Carte & Value Meals,Regular
9,2022/03/16,Wed,Sri Lanka,Cheeseburger,580.00,2.13,Ala Carte & Value Meals,Regular
10,2022/03/16,Wed,Sri Lanka,Double Cheeseburger,930.00,3.42,Ala Carte & Value Meals,Regular
11,2022/03/16,Wed,Sri Lanka,Big Mac,930.00,3.42,Ala Carte & Value Meals,Regular
12,2022/03/16,Wed,Sri Lanka,McChicken Burger,840.00,3.08,Ala Carte & Value Meals,Regular
13,2022/03/16,Wed,Sri Lanka,McSpicy Chicken Burger,620.00,2.28,Ala Carte & Value Meals,Regular
14,2022/03/16,Wed,Sri Lanka,Chicken Big Mac,840.00,3.08,Ala Carte & Value Meals,Regular
15,2022/03/16,Wed,Sri Lanka,Chicken McNuggets 6 PC,730.00,2.68,Ala Carte & Value Meals,Regular
16,2022/03/16,Wed,Sri Lanka,Chicken McNuggets 9 PC,1040.00,3.82,Ala Carte & Value Meals,Regular
17,2022/03/16,Wed,Sri Lanka,McSpicy Chicken Fillet,610.00,2.24,Ala Carte & Value Meals,Regular
18,2022/03/16,Wed,Sri Lanka,McSpicy Wings 3 PC,280.00,1.03,Ala Carte & Value Meals,Regular
19,2022/03/16,Wed,Sri Lanka,McSpicy Wings 6 PC,530.00,1.95,Ala Carte & Value Meals,Regular
20,2022/03/16,Wed,Sri Lanka,Filet-O-Fish,680.00,2.50,Ala Carte & Value Meals,Regular
21,2022/03/16,Wed,Sri Lanka,Veggie Burger,550.00,2.02,Ala Carte & Value Meals,Regular
22,2022/03/16,Wed,Sri Lanka,Sausage & Egg Burger,290.00,1.06,Breakfast & Value Meals,Breakfast
23,2022/03/16,Wed,Sri Lanka,Egg Burger,220.00,0.81,Breakfast & Value Meals,Breakfast
24,2022/03/16,Wed,Sri Lanka,Omelette Burger,220.00,0.81,Breakfast & Value Meals,Breakfast
25,2022/03/16,Wed,Sri Lanka,Seeni Sambol Burger,270.00,0.99,Breakfast & Value Meals,Breakfast
26,2022/03/16,Wed,Sri Lanka,Hash Brown,170.00,0.62,Breakfast & Value Meals,Breakfast
27,2022/03/16,Wed,Sri Lanka,Crispy Chicken Wrap,420.00,1.54,Breakfast & Value Meals,Breakfast
28,2022/03/16,Wed,Sri Lanka,Crispy Chicken Burger,290.00,1.06,Breakfast & Value Meals,Breakfast
29,2022/03/16,Wed,Sri Lanka,Chicken Junior,380.00,1.40,Breakfast & Value Meals,Breakfast
30,2022/03/16,Wed,Sri Lanka,McSpicy Chicken Burger,620.00,2.28,Breakfast & Value Meals,Breakfast
31,2022/03/16,Wed,Sri Lanka,Double Chicken Rice meal,550.00,2.02,Rice,Regular
32,2022/03/16,Wed,Sri Lanka,Curry N Rice,280.00,1.03,Rice,Regular
33,2022/03/16,Wed,Sri Lanka,McRice,530.00,1.95,Rice,Regular
34,2022/03/16,Wed,Sri Lanka,McRice - Fish,530.00,1.95,Rice,Regular
35,2022/03/16,Wed,Sri Lanka,McRice - Vegetable,530.00,1.95,Rice,Regular
36,2022/03/16,Wed,Sri Lanka,Fries,260.00,0.95,Salads/Sides,Regular
37,2022/03/16,Wed,Sri Lanka,Choco Chip McFlurry,390.00,1.43,Desserts,Regular
38,2022/03/16,Wed,Sri Lanka,OREO McFLURRY,450.00,1.65,Desserts,Regular
39,2022/03/16,Wed,Sri Lanka,Chocolate Sundae,310.00,1.14,Desserts,Regular
40,2022/03/16,Wed,Sri Lanka,Strawberry Sundae,330.00,1.21,Desserts,Regular
41,2022/03/16,Wed,Sri Lanka,Plain Sundae,280.00,1.03,Desserts,Regular
42,2022/03/16,Wed,Sri Lanka,Chocolate flavoured milk,110.00,0.40,Beverages,Regular
43,2022/03/16,Wed,Sri Lanka,Coke zero,150.00,0.55,Beverages,Regular
44,2022/03/16,Wed,Sri Lanka,Coke,180.00,0.66,Beverages,Regular
45,2022/03/16,Wed,Sri Lanka,Fanta,180.00,0.66,Beverages,Regular
46,2022/03/16,Wed,Sri Lanka,Sprite,180.00,0.66,Beverages,Regular
47,2022/03/16,Wed,Sri Lanka,Water,35.00,0.13,Beverages,Regular
48,2022/03/16,Wed,Sri Lanka,Happy Crispy Burger Meal,490.00,1.80,Happy Meals,Regular
49,2022/03/16,Wed,Sri Lanka,Happy Meal Rice - Chicken,530.00,1.95,Happy Meals,Regular
50,2022/03/16,Wed,Sri Lanka,Happy Meal Beef,660.00,2.42,Happy Meals,Regular
51,2022/03/16,Wed,Sri Lanka,Happy Meal Chicken Junior,640.00,2.35,Happy Meals,Regular
52,2022/03/16,Wed,Sri Lanka,Happy Meal Cheeseburger,720.00,2.64,Happy Meals,Regular
53,2022/03/16,Wed,Sri Lanka,Happy Meal 4 Nugget,660.00,2.42,Happy Meals,Regular
54,2022/03/16,Wed,Sri Lanka,Spicy N' Crunchy,1850.00,6.79,Promotion & Bundle Meals,Regular
55,2022/03/16,Wed,Sri Lanka,Share box Rice Bundles,3810.00,13.99,Promotion & Bundle Meals,Regular
56,2022/03/16,Wed,Sri Lanka,Share box Chicken Bundles,3800.00,13.96,Promotion & Bundle Meals,Regular
57,2022/03/16,Wed,Sri Lanka,Share box Beef Bundles,4470.00,16.42,Promotion & Bundle Meals,Regular
58,2022/03/16,Wed,Sri Lanka,Fries,260.00,0.95,Salads/Sides,Breakfast
59,2022/03/16,Wed,Sri Lanka,Choco Chip McFlurry,390.00,1.43,Desserts,Breakfast
60,2022/03/16,Wed,Sri Lanka,OREO McFLURRY,450.00,1.65,Desserts,Breakfast
61,2022/03/16,Wed,Sri Lanka,Chocolate Sundae,310.00,1.14,Desserts,Breakfast
62,2022/03/16,Wed,Sri Lanka,Strawberry Sundae,330.00,1.21,Desserts,Breakfast
63,2022/03/16,Wed,Sri Lanka,Plain Sundae,280.00,1.03,Desserts,Breakfast
64,2022/03/16,Wed,Sri Lanka,Chocolate flavoured milk,110.00,0.40,Beverages,Breakfast
65,2022/03/16,Wed,Sri Lanka,Coke zero,150.00,0.55,Beverages,Breakfast
66,2022/03/16,Wed,Sri Lanka,Coke,180.00,0.66,Beverages,Breakfast
67,2022/03/16,Wed,Sri Lanka,Fanta,180.00,0.66,Beverages,Breakfast
68,2022/03/16,Wed,Sri Lanka,Sprite,180.00,0.66,Beverages,Breakfast
69,2022/03/16,Wed,Sri Lanka,Water,35.00,0.13,Beverages,Breakfast
70,2022/03/16,Wed,Sri Lanka,Happy Crispy Burger Meal,490.00,1.80,Happy Meals,Breakfast
71,2022/03/16,Wed,Sri Lanka,Happy Meal Chicken Junior,640.00,2.35,Happy Meals,Breakfast
