,Date,Day,Territory,Menu Item,Price (PHP),Price (USD),Category,Menu
1,2022/05/18,Wed,Philippines,6-pc. Chicken McShare Box,330.00,6.29,Featured,Regular
2,2022/05/18,Wed,Philippines,Breakfast Sandwich Duo,249.00,4.74,Featured,Breakfast
3,2022/05/18,Wed,Philippines,Breakfast Rice Bowl Duo,289.00,5.51,Featured,Breakfast
4,2022/05/18,Wed,Philippines,Medium Caramel Popcorn Iced Coffee,57.00,1.09,Featured,Regular
5,2022/05/18,Wed,Philippines,McCafe Caramel Popcorn Coffee Float,78.00,1.49,Featured,Regular
6,2022/05/18,Wed,Philippines,Caramel Popcorn Coke McFloat,47.00,0.90,Featured,Regular
7,2022/05/18,Wed,Philippines,6-pc. Chicken McShare Box,330.00,6.29,Group Meals,Regular
8,2022/05/18,Wed,Philippines,8-pc. Chicken McShare Box,440.00,8.38,Group Meals,Regular
9,2022/05/18,Wed,Philippines,McCrispy Chicken Fillet w/ Coke McFloat McShare,249.00,4.74,Group Meals,Regular
10,2022/05/18,Wed,Philippines,McCrispy Chicken Fillet Ala King w/ Coke McFloat McShare,249.00,4.74,Group Meals,Regular
11,2022/05/18,Wed,Philippines,McCrispy Chicken Fillet w/ Apple Pie McShare,249.00,4.74,Group Meals,Regular
12,2022/05/18,Wed,Philippines,McCrispy Chicken Fillet Ala King w/ Apple Pie McShare,249.00,4.74,Group Meals,Regular
13,2022/05/18,Wed,Philippines,10-pc. Chicken McShare Box,550.00,10.48,Group Meals,Regular
14,2022/05/18,Wed,Philippines,15-pc. Chicken McShare Box,825.00,15.72,Group Meals,Regular
15,2022/05/18,Wed,Philippines,20-pc. Chicken McShare Box,1100.00,20.96,Group Meals,Regular
16,2022/05/18,Wed,Philippines,Plain Rice Good for 10,245.00,4.67,Group Meals,Regular
17,2022/05/18,Wed,Philippines,Plain Rice Good for 15,360.00,6.86,Group Meals,Regular
18,2022/05/18,Wed,Philippines,Plain Rice Good for 20,475.00,9.05,Group Meals,Regular
19,2022/05/18,Wed,Philippines,Breakfast Sandwich Duo,249.00,4.74,Breakfast,Breakfast
20,2022/05/18,Wed,Philippines,Breakfast Rice Bowl Duo,289.00,5.51,Breakfast,Breakfast
21,2022/05/18,Wed,Philippines,2-pc. Hotcakes & Sausage Meal,143.00,2.72,Breakfast,Breakfast
22,2022/05/18,Wed,Philippines,Sausage McMuffin w/ Egg Meal,145.00,2.76,Breakfast,Breakfast
23,2022/05/18,Wed,Philippines,Sausage McMuffin Meal,125.00,2.38,Breakfast,Breakfast
24,2022/05/18,Wed,Philippines,Egg McMuffin Meal,137.00,2.61,Breakfast,Breakfast
25,2022/05/18,Wed,Philippines,Cheesy Eggdesal w/ Sausage Meal,132.00,2.52,Breakfast,Breakfast
26,2022/05/18,Wed,Philippines,Cheesy Eggdesal w/ Ham Meal,121.00,2.31,Breakfast,Breakfast
27,2022/05/18,Wed,Philippines,Cheesy Eggdesal Meal,97.00,1.85,Breakfast,Breakfast
28,2022/05/18,Wed,Philippines,Big Breakfast Meal,158.00,3.01,Breakfast,Breakfast
29,2022/05/18,Wed,Philippines,2-pc. Hotcakes Meal,73.00,1.39,Breakfast,Breakfast
30,2022/05/18,Wed,Philippines,2-pc. Mushroom Pepper Steak w/ Egg Meal,170.00,3.24,Breakfast,Breakfast
31,2022/05/18,Wed,Philippines,1-pc. Mushroom Pepper Steak w/ Egg Meal,139.00,2.65,Breakfast,Breakfast
32,2022/05/18,Wed,Philippines,Sausage w/ Egg Meal,156.00,2.97,Breakfast,Breakfast
33,2022/05/18,Wed,Philippines,Longganisa w/ Egg Meal,156.00,2.97,Breakfast,Breakfast
34,2022/05/18,Wed,Philippines,McCrispy Chicken Fillet w/ Egg Meal,154.00,2.93,Breakfast,Breakfast
35,2022/05/18,Wed,Philippines,McCrispy Chicken Fillet Ala King w/ Egg Meal,156.00,2.97,Breakfast,Breakfast
