,Date,Day,Territory,Menu Item,Price (THB),Price (USD),Category,Menu
1,2022/09/07,Wed,Thailand,Quarter Pounder with Cheese (A-la-carte),149.00,4.07,New Promotions,Regular
2,2022/09/07,Wed,Thailand,Quarter Pounder with Cheese (Set),224.00,6.11,New Promotions,Regular
3,2022/09/07,Wed,Thailand,Double Quarter Pounder with Cheese (A-la-carte),209.00,5.70,New Promotions,Regular
4,2022/09/07,Wed,Thailand,Double Quarter Pounder with Cheese (Set),284.00,7.75,New Promotions,Regular
5,2022/09/07,Wed,Thailand,Quarter Pounder with Cheese Bacon (A-la-carte),169.00,4.61,New Promotions,Regular
6,2022/09/07,Wed,Thailand,Quarter Pounder with Cheese Bacon (Set),244.00,6.66,New Promotions,Regular
7,2022/09/07,Wed,Thailand,Snack Party Set 1,169.00,4.61,New Promotions,Regular
8,2022/09/07,Wed,Thailand,Snack Party Set 2,199.00,5.43,New Promotions,Regular
9,2022/09/07,Wed,Thailand,2 pcs. Shrimp Glass Noodles Pie,55.00,1.50,New Promotions,Regular
10,2022/09/07,Wed,Thailand,Caramel Popcorn Sundae,39.00,1.06,New Promotions,Regular
11,2022/09/07,Wed,Thailand,Caramel Popcorn A-la-Mode (Corn Pie),59.00,1.61,New Promotions,Regular
12,2022/09/07,Wed,Thailand,44% off Shrimp Glass Noodles Pie Set,99.00,2.70,New Promotions,Regular
13,2022/09/07,Wed,Thailand,Vanilla Cream Croissant,59.00,1.61,New Promotions,Regular
14,2022/09/07,Wed,Thailand,Cold Brew Tea Yuzu Peach,79.00,2.16,New Promotions,Regular
15,2022/09/07,Wed,Thailand,Americano Yuzu Peach,89.00,2.43,New Promotions,Regular
16,2022/09/07,Wed,Thailand,Pie A-la-mode (Pineapple/Corn),49.00,1.34,New Promotions,Regular
17,2022/09/07,Wed,Thailand,Iced Double Cocoa,49.00,1.34,New Promotions,Regular
