,Date,Day,Territory,Menu Item,Price (THB),Price (USD),Category,Menu
1,2022/11/11,Fri,Thailand,Mentaiko Combo Set,299.00,8.25,New Promotions,Regular
2,2022/11/11,Fri,Thailand,Crisper Fries Party Size,169.00,4.66,New Promotions,Regular
3,2022/11/11,Fri,Thailand,Salted Caramel Sundae,39.00,1.08,New Promotions,Regular
4,2022/11/11,Fri,Thailand,Quarter Pounder with Cheese (A-la-carte),149.00,4.11,New Promotions,Regular
5,2022/11/11,Fri,Thailand,Quarter Pounder with Cheese (Set),224.00,6.18,New Promotions,Regular
6,2022/11/11,Fri,Thailand,Double Quarter Pounder with Cheese (A-la-carte),209.00,5.77,New Promotions,Regular
7,2022/11/11,Fri,Thailand,Double Quarter Pounder with Cheese (Set),284.00,7.84,New Promotions,Regular
8,2022/11/11,Fri,Thailand,Quarter Pounder with Cheese Bacon (A-la-carte),169.00,4.66,New Promotions,Regular
9,2022/11/11,Fri,Thailand,Quarter Pounder with Cheese Bacon (Set),244.00,6.73,New Promotions,Regular
10,2022/11/11,Fri,Thailand,Mentaiko Fish Burger (A-la-carte),99.00,2.73,New Promotions,Regular
11,2022/11/11,Fri,Thailand,Mentaiko Fish Burger (Set),154.00,4.25,New Promotions,Regular
12,2022/11/11,Fri,Thailand,Truffle Chicken McPorridge,119.00,3.28,New Promotions,Breakfast
13,2022/11/11,Fri,Thailand,Truffle Cheesy Ham Pie,45.00,1.24,New Promotions,Regular
14,2022/11/11,Fri,Thailand,Pinky Peach Sundae,45.00,1.24,New Promotions,Regular
15,2022/11/11,Fri,Thailand,Crisper Fries,89.00,2.46,New Promotions,Regular
16,2022/11/11,Fri,Thailand,Cold Brew Tea Yuzu Peach,59.00,1.63,New Promotions,Regular
17,2022/11/11,Fri,Thailand,Americano Yuzu Peach,69.00,1.90,New Promotions,Regular
18,2022/11/11,Fri,Thailand,Pinky Peach A-La-Mode (Pineapple Pie),65.00,1.79,New Promotions,Regular
19,2022/11/11,Fri,Thailand,Crisper Fries with Cheesy Dip and Coke,119.00,3.28,New Promotions,Regular
20,2022/11/11,Fri,Thailand,Pie A-la-mode (Pineapple/Corn),55.00,1.52,New Promotions,Regular
21,2022/11/11,Fri,Thailand,Iced Lemon Tea,39.00,1.08,New Promotions,Regular
22,2022/11/11,Fri,Thailand,Iced Double Cocoa,49.00,1.35,New Promotions,Regular
