,Date,Day,Territory,Menu Item,Price (BND),Price (USD),Category
1,2022/12/08,Thu,Brunei,Big Mac (Value Meal) — Medium,6.50,4.79,Regular Value Meal
2,2022/12/08,Thu,Brunei,Big Mac (Value Meal) — Large,7.10,5.23,Regular Value Meal
3,2022/12/08,Thu,Brunei,2 Pcs Fish and Fries (Value Meal) — Large,7.40,5.46,Regular Value Meal
4,2022/12/08,Thu,Brunei,2 Pcs Ayam Goreng Regular (Value Meal) — Medium,6.30,4.65,Regular Value Meal
5,2022/12/08,Thu,Brunei,2 Pcs Ayam Goreng Regular (Value Meal) — Large,6.90,5.09,Regular Value Meal
6,2022/12/08,Thu,Brunei,Double Cheeseburger (Value Meal) — Medium,6.20,4.57,Regular Value Meal
7,2022/12/08,Thu,Brunei,Double Cheeseburger (Value Meal) — Large,6.80,5.01,Regular Value Meal
8,2022/12/08,Thu,Brunei,Nasi Lemak Set B (1 Pc Chicken),5.20,3.83,Regular Value Meal
9,2022/12/08,Thu,Brunei,Nasi Lemak Set A (2 Pcs Chicken),6.70,4.94,Regular Value Meal
10,2022/12/08,Thu,Brunei,Big Mac (A La Carte),5.50,4.06,Regular Value Meal
11,2022/12/08,Thu,Brunei,Double Cheeseburger (A La Carte),5.10,3.76,Regular Value Meal
12,2022/12/08,Thu,Brunei,2 Pcs Fish and Fries (A La Carte),5.50,4.06,Regular Value Meal
13,2022/12/08,Thu,Brunei,2 Pcs Ayam Goreng Spicy (A La Carte),5.30,3.91,Regular Value Meal
14,2022/12/08,Thu,Brunei,2 Pcs Ayam Goreng Regular (A La Carte),5.30,3.91,Regular Value Meal
15,2022/12/08,Thu,Brunei,Filet-O-Fish (Value Meal) — Medium,5.60,4.13,Regular Value Meal
16,2022/12/08,Thu,Brunei,Filet-O-Fish (Value Meal) — Large,6.20,4.57,Regular Value Meal
17,2022/12/08,Thu,Brunei,Spicy Chicken McDeluxe (A La Carte),5.60,4.13,Regular Value Meal
18,2022/12/08,Thu,Brunei,2 Pcs Ayam Goreng Spicy (Value Meal) — Medium,6.30,4.65,Regular Value Meal
19,2022/12/08,Thu,Brunei,2 Pcs Ayam Goreng Spicy (Value Meal) — Large,6.90,5.09,Regular Value Meal
20,2022/12/08,Thu,Brunei,Filet-O-Fish (A La Carte),3.80,2.80,Regular Value Meal
21,2022/12/08,Thu,Brunei,Spicy Chicken McDeluxe (Value Meal) — Medium,6.80,5.01,Regular Value Meal
22,2022/12/08,Thu,Brunei,Spicy Chicken McDeluxe (Value Meal) — Large,7.40,5.46,Regular Value Meal
23,2022/12/08,Thu,Brunei,Chicken McNuggets — 6 Pieces - A la carte,4.60,3.39,Regular Value Meal
24,2022/12/08,Thu,Brunei,Chicken McNuggets — 6 Pieces - Medium Value Meal,6.10,4.50,Regular Value Meal
25,2022/12/08,Thu,Brunei,Chicken McNuggets — 9 Pieces - A la Carte,6.30,4.65,Regular Value Meal
26,2022/12/08,Thu,Brunei,Chicken McNuggets — 9 Pieces - Medium Value Meal,6.80,5.01,Regular Value Meal
27,2022/12/08,Thu,Brunei,Chicken McNuggets — 9 Pieces - Large Value Meal,7.40,5.46,Regular Value Meal
28,2022/12/08,Thu,Brunei,Chicken McNuggets — 20 Pieces - A La Carte,12.60,9.29,Regular Value Meal
29,2022/12/08,Thu,Brunei,McChicken — Ala Carte,5.00,3.69,Regular Value Meal
30,2022/12/08,Thu,Brunei,McChicken — Medium,6.00,4.42,Regular Value Meal
31,2022/12/08,Thu,Brunei,McChicken — Large,6.60,4.87,Regular Value Meal
32,2022/12/08,Thu,Brunei,McChicken Deluxe — Ala Carte,5.20,3.83,Regular Value Meal
33,2022/12/08,Thu,Brunei,McChicken Deluxe — Medium,6.20,4.57,Regular Value Meal
34,2022/12/08,Thu,Brunei,McChicken Deluxe — Large,6.80,5.01,Regular Value Meal
35,2022/12/08,Thu,Brunei,Fish Bites,2.20,1.62,Sides
36,2022/12/08,Thu,Brunei,2pcs Ayam Goreng McD,5.30,3.91,Sides
37,2022/12/08,Thu,Brunei,5pcs Ayam Goreng McD,12.00,8.85,Sides
38,2022/12/08,Thu,Brunei,9pcs Ayam Goreng McD,21.80,16.07,Sides
39,2022/12/08,Thu,Brunei,Rice,0.80,0.59,Sides
40,2022/12/08,Thu,Brunei,French fries — Medium,2.20,1.62,Sides
41,2022/12/08,Thu,Brunei,French fries — Large,2.50,1.84,Sides
42,2022/12/08,Thu,Brunei,Cakoi — 1 Pc,1.50,1.11,Sides
43,2022/12/08,Thu,Brunei,Cakoi — 2 Pc,2.80,2.06,Sides
44,2022/12/08,Thu,Brunei,Bubur McD — Small,3.20,2.36,Sides
45,2022/12/08,Thu,Brunei,Bubur McD — Large,3.70,2.73,Sides
46,2022/12/08,Thu,Brunei,Medium fries,2.20,1.62,Sides
47,2022/12/08,Thu,Brunei,Apple Pie — 1 Pc,1.80,1.33,Dessert
48,2022/12/08,Thu,Brunei,Apple Pie — 2 Pc,3.30,2.43,Dessert
