,Date,Day,Territory,Menu Item,Price (BND),Price (USD),Category
1,2022/08/11,Thu,Brunei,Big Mac (Value Meal) — Medium,6.50,4.74,Regular Value Meal
2,2022/08/11,Thu,Brunei,Big Mac (Value Meal) — Large,7.10,5.18,Regular Value Meal
3,2022/08/11,Thu,Brunei,1 Pc Fish and Fries (Value Meal) — Large,5.80,4.23,Regular Value Meal
4,2022/08/11,Thu,Brunei,2 Pcs Fish and Fries (Value Meal) — Large,7.40,5.40,Regular Value Meal
5,2022/08/11,Thu,Brunei,6 Pcs Fish Nuggets (Value Meal) — Medium,5.80,4.23,Regular Value Meal
6,2022/08/11,Thu,Brunei,6 Pcs Fish Nuggets (Value Meal) — Large,6.40,4.67,Regular Value Meal
7,2022/08/11,Thu,Brunei,2 Pcs Ayam Goreng Regular (Value Meal) — Medium,6.30,4.59,Regular Value Meal
8,2022/08/11,Thu,Brunei,2 Pcs Ayam Goreng Regular (Value Meal) — Large,6.90,5.03,Regular Value Meal
9,2022/08/11,Thu,Brunei,Double Cheeseburger (Value Meal) — Medium,6.20,4.52,Regular Value Meal
10,2022/08/11,Thu,Brunei,Double Cheeseburger (Value Meal) — Large,6.80,4.96,Regular Value Meal
11,2022/08/11,Thu,Brunei,Nasi Lemak Set B (1 Pc Chicken),5.20,3.79,Regular Value Meal
12,2022/08/11,Thu,Brunei,Nasi Lemak Set C,3.50,2.55,Regular Value Meal
13,2022/08/11,Thu,Brunei,Nasi Lemak Set A (2 Pcs Chicken),6.70,4.89,Regular Value Meal
14,2022/08/11,Thu,Brunei,Big Mac (A La Carte),5.50,4.01,Regular Value Meal
15,2022/08/11,Thu,Brunei,6 Pcs Fish Nuggets (A La Carte),4.30,3.14,Regular Value Meal
16,2022/08/11,Thu,Brunei,Double Cheeseburger (A La Carte),5.10,3.72,Regular Value Meal
17,2022/08/11,Thu,Brunei,1 Pc Fish and Fries (A La Carte),3.80,2.77,Regular Value Meal
18,2022/08/11,Thu,Brunei,2 Pcs Fish and Fries (A La Carte),5.50,4.01,Regular Value Meal
19,2022/08/11,Thu,Brunei,2 Pcs Ayam Goreng Regular (A La Carte),5.30,3.86,Regular Value Meal
20,2022/08/11,Thu,Brunei,Filet-O-Fish (Value Meal) — Medium,5.60,4.08,Regular Value Meal
21,2022/08/11,Thu,Brunei,Filet-O-Fish (Value Meal) — Large,6.20,4.52,Regular Value Meal
22,2022/08/11,Thu,Brunei,Filet-O-Fish (A La Carte),3.80,2.77,Regular Value Meal
23,2022/08/11,Thu,Brunei,Chicken McNuggets — 6 Pieces - A la carte,4.60,3.35,Regular Value Meal
24,2022/08/11,Thu,Brunei,Chicken McNuggets — 6 Pieces - Medium Value Meal,6.10,4.45,Regular Value Meal
25,2022/08/11,Thu,Brunei,McChicken — Ala Carte,5.00,3.65,Regular Value Meal
26,2022/08/11,Thu,Brunei,McChicken — Medium,6.00,4.37,Regular Value Meal
27,2022/08/11,Thu,Brunei,McChicken — Large,6.60,4.81,Regular Value Meal
28,2022/08/11,Thu,Brunei,McChicken Deluxe — Ala Carte,5.20,3.79,Regular Value Meal
29,2022/08/11,Thu,Brunei,McChicken Deluxe — Medium,6.20,4.52,Regular Value Meal
30,2022/08/11,Thu,Brunei,McChicken Deluxe — Large,6.80,4.96,Regular Value Meal
31,2022/08/11,Thu,Brunei,6 Pcs Fish Nuggets,4.30,3.14,Sides
32,2022/08/11,Thu,Brunei,9 Pcs Fish Nuggets,6.00,4.37,Sides
33,2022/08/11,Thu,Brunei,20 Pcs Fish Nuggets,11.90,8.68,Sides
34,2022/08/11,Thu,Brunei,Fish Bites,2.20,1.60,Sides
35,2022/08/11,Thu,Brunei,2pcs Ayam Goreng McD,5.30,3.86,Sides
36,2022/08/11,Thu,Brunei,5pcs Ayam Goreng McD,12.00,8.75,Sides
37,2022/08/11,Thu,Brunei,9pcs Ayam Goreng McD,21.80,15.89,Sides
38,2022/08/11,Thu,Brunei,Rice,0.80,0.58,Sides
39,2022/08/11,Thu,Brunei,French Fries — Medium,2.20,1.60,Sides
40,2022/08/11,Thu,Brunei,French Fries — Large,2.50,1.82,Sides
41,2022/08/11,Thu,Brunei,Spicy Double Beef — Ala Carte,5.60,4.08,Promotion : Spicy Double Beef
42,2022/08/11,Thu,Brunei,Spicy Double Beef — Medium,6.60,4.81,Promotion : Spicy Double Beef
