,Date,Day,Territory,Menu Item,Price (SGD),Price (USD),Category,Menu
1,2022/06/14,Tue,Singapore,Shake N Dip Feast,11.75,8.43,Promotion Meals,Regular Menu
2,2022/06/14,Tue,Singapore,Family Meal: 9pc McNug & FOF LEVM + ChB HM/ 4pc NugHM,22.55,16.17,Promotion Meals,Regular Menu
3,2022/06/14,Tue,Singapore,"2x Value Meal: Chicken McNuggets® (9pc) LEVM & Filet-O-Fish® LEVM""",17.35,12.44,Promotion Meals,Regular Menu
4,2022/06/14,Tue,Singapore,Chicken McNuggets® (9pc) Upsized Extra Value Meal,10.00,7.17,Promotion Meals,Regular Menu
5,2022/06/14,Tue,Singapore,Chicken McNuggets® (20pc),13.70,9.82,Promotion Meals,Regular Menu
6,2022/06/14,Tue,Singapore,Roasted Sesame & Seaweed McShaker Fries (L),4.20,3.01,Promotion Meals,Regular Menu
7,2022/06/14,Tue,Singapore,Ovaltine® McFlurry,3.40,2.44,Promotion Meals,Regular Menu
8,2022/06/14,Tue,Singapore,Banana Pie,1.85,1.33,Promotion Meals,Regular Menu
9,2022/06/14,Tue,Singapore,Hokkaido Salmon Extra Value Meal,6.00,4.30,Promotion Meals,Regular Menu
10,2022/06/14,Tue,Singapore,Double Hokkaido Salmon Extra Value Meal,8.80,6.31,Promotion Meals,Regular Menu
11,2022/06/14,Tue,Singapore,Chicken McCrispy® (6pc) Value Bundle,22.30,15.99,Chicken McCrispy®,Regular Menu
12,2022/06/14,Tue,Singapore,Chicken McCrispy® (2pc) Extra Value Meal,9.30,6.67,Chicken McCrispy®,Regular Menu
13,2022/06/14,Tue,Singapore,Chicken McNuggets® (20pc),13.70,9.82,Sharing,Regular Menu
14,2022/06/14,Tue,Singapore,Box B: Chicken McNuggets® (6pc) + McWings® (4pc),8.60,6.17,Sharing,Regular Menu
15,2022/06/14,Tue,Singapore,Box A: Chicken McNuggets® (12pc) + McWings® (8pc),14.20,10.18,Sharing,Regular Menu
16,2022/06/14,Tue,Singapore,McWings® 4pc,5.75,4.12,Sharing,Regular Menu
17,2022/06/14,Tue,Singapore,Chicken McNuggets® (9pc) Upsized Extra Value Meal,10.00,7.17,Ala Carte & Value Meals,Regular Menu
18,2022/06/14,Tue,Singapore,Chicken McNuggets® (6pc) Upsized Extra Value Meal ,8.85,6.35,Ala Carte & Value Meals,Regular Menu
19,2022/06/14,Tue,Singapore,Chicken McNuggets® (20pc),13.70,9.82,Ala Carte & Value Meals,Regular Menu
20,2022/06/14,Tue,Singapore,Hokkaido Salmon Extra Value Meal,6.00,4.30,Ala Carte & Value Meals,Regular Menu
21,2022/06/14,Tue,Singapore,Double Hokkaido Salmon Extra Value Meal,8.80,6.31,Ala Carte & Value Meals,Regular Menu
22,2022/06/14,Tue,Singapore,Chicken McCrispy® (2pc) Extra Value Meal,9.30,6.67,Ala Carte & Value Meals,Regular Menu
23,2022/06/14,Tue,Singapore,Buttermilk Crispy Chicken Extra Value Meal,9.80,7.03,Ala Carte & Value Meals,Regular Menu
24,2022/06/14,Tue,Singapore,Angus BLT Extra Value Meal,9.95,7.14,Ala Carte & Value Meals,Regular Menu
