,Date,Day,Territory,Menu Item,Price (INR),Price (USD),Category,Menu
1,2022/10/21,Fri,India,McCheese Burger Veg,249.00,3.01,New Launches,Regular
2,2022/10/21,Fri,India,McCheese Burger Chicken,260.00,3.14,New Launches,Regular
3,2022/10/21,Fri,India,McSaver McCheese Burger Veg Meal,361.00,4.36,New Launches,Regular
4,2022/10/21,Fri,India,McSaver McCheese Burger Chicken Meal,361.00,4.36,New Launches,Regular
5,2022/10/21,Fri,India,2 Fries (R) + Cheesy Dip,110.00,1.33,New Launches,Regular
6,2022/10/21,Fri,India,Triple Cheese  Veg Burger,215.00,2.60,New Launches,Regular
7,2022/10/21,Fri,India,Triple Cheese Chicken Burger,229.00,2.76,New Launches,Regular
8,2022/10/21,Fri,India,McSpicy Premium Veg Burger,249.00,3.01,New Launches,Regular
9,2022/10/21,Fri,India,McSpicy Premium Chicken Burger,260.00,3.14,New Launches,Regular
10,2022/10/21,Fri,India,McAloo Tikki Burger,58.00,0.70,Trending,Regular
11,2022/10/21,Fri,India,McSpicy Chicken Burger,185.00,2.23,Trending,Regular
12,2022/10/21,Fri,India,McChicken Burger,131.00,1.58,Trending,Regular
13,2022/10/21,Fri,India,McVeggie Burger,145.00,1.75,Trending,Regular
14,2022/10/21,Fri,India,Big Spicy Chicken Wrap,220.00,2.66,Trending,Regular
15,2022/10/21,Fri,India,Filet-O-Fish Burger,175.00,2.11,Trending,Regular
16,2022/10/21,Fri,India,2 McAloo Tikki Burger + 2 Fries (L),301.00,3.63,Deals,Regular
17,2022/10/21,Fri,India,2 McSpicy Chicken Burger + McNuggets 20 Pcs + Fries (L) + Coke,831.00,10.03,Deals,Regular
18,2022/10/21,Fri,India,4 McAloo Tikki Burger + 2 Fries (M) + 2 Coke,535.00,6.46,Deals,Regular
19,2022/10/21,Fri,India,Veg Maharaja Mac + Chicken Maharaja Mac + Fries (L) + 2 Veg Pizza McPuff + Coke,661.00,7.98,Deals,Regular
20,2022/10/21,Fri,India,2 McVeggie Burger + 2 Corn & Cheese Burger + 2 Fries (L),665.00,8.03,Deals,Regular
21,2022/10/21,Fri,India,McChicken Burger + McVeggie Burger + Fries (L) + 2 Veg Pizza McPuff + Coke,485.00,5.86,Deals,Regular
22,2022/10/21,Fri,India,2 Fries (R) + Cheesy Dip,110.00,1.33,Deals,Regular
23,2022/10/21,Fri,India,Pizza Mc Puff + McSpicy Chicken Burger,179.00,2.16,Deals,Regular
24,2022/10/21,Fri,India,McVeggie Burger + McAloo Tikki Burger,139.00,1.68,Deals,Regular
25,2022/10/21,Fri,India,Black Forest Mcflurry (M) BOGO,115.00,1.39,Deals,Regular
26,2022/10/21,Fri,India,McAloo Tikki Burger + Veg Pizza McPuff + Coke,141.00,1.70,Deals,Regular
