,Date,Day,Territory,Menu Item,Price (INR),Price (USD),Category,Menu
0,2022/03/11,Fri,India,Triple Cheese American Veg Burger,205.00,2.69,New Launches,Regular
1,2022/03/11,Fri,India,McSpicy Premium Veg Burger,221.00,2.90,New Launches,Regular
2,2022/03/11,Fri,India,Triple Cheese American Chicken Burger,231.00,3.03,New Launches,Regular
3,2022/03/11,Fri,India,McSpicy Premium Chicken Burger,261.00,3.42,New Launches,Regular
4,2022/03/11,Fri,India,McAloo Tikki Burger,49.00,0.64,Trending,Regular
5,2022/03/11,Fri,India,McSpicy Chicken Burger,173.00,2.27,Trending,Regular
6,2022/03/11,Fri,India,McChicken Burger,126.00,1.65,Trending,Regular
7,2022/03/11,Fri,India,McVeggie Burger,121.00,1.59,Trending,Regular
8,2022/03/11,Fri,India,Big Spicy Chicken Wrap,215.00,2.82,Trending,Regular
9,2022/03/11,Fri,India,Filet-O-Fish Burger,153.00,2.01,Trending,Regular
10,2022/03/11,Fri,India,Piri Piri Spiced Chicken Burger + Fries (R),249.00,3.26,Deals,Regular
11,2022/03/11,Fri,India,Piri Piri Spiced Veg Burger + Fries (R),249.00,3.26,Deals,Regular
12,2022/03/11,Fri,India,Masala McEgg BOGO,53.00,0.69,Deals,Regular
13,2022/03/11,Fri,India,McVeggie + McAloo Tikki Burger,133.00,1.74,Deals,Regular
14,2022/03/11,Fri,India,Pizza Mc Puff + McSpicy Chicken,170.00,2.23,Deals,Regular
15,2022/03/11,Fri,India,McAloo Tikki + Veg Pizza McPuff + Coke,145.00,1.90,Deals,Regular
16,2022/03/11,Fri,India,Black Forest Mcflurry (M) BOGO,116.00,1.52,Deals,Regular
17,2022/03/11,Fri,India,2 Iced Coffee,198.00,2.59,Deals,Regular
18,2022/03/11,Fri,India,2 Cappuccino,198.00,2.59,Deals,Regular
19,2022/03/11,Fri,India,Cappuccino (S) + Iced Coffee (S),198.00,2.59,Deals,Regular
20,2022/03/11,Fri,India,McSaver McAloo Tikki Meal,189.00,2.48,Deals,Regular
21,2022/03/11,Fri,India,McChicken + McSpicy Chicken Burger,282.00,3.70,Deals,Regular
