,Date,Day,Territory,Menu Item,Price (INR),Price (USD),Category
1,2024/10/07,Mon,India,Veg McMuffin 3 Pc Meal,264.00,3.14,McBreakfast
2,2024/10/07,Mon,India,Sausage McMuffin 3 Pc Meal,272.00,3.24,McBreakfast
3,2024/10/07,Mon,India,Sausage with Egg McMuffin 3 Pc Meal,294.00,3.50,McBreakfast
4,2024/10/07,Mon,India,Double Cheese McMuffin 3 Pc Meal,241.00,2.87,McBreakfast
5,2024/10/07,Mon,India,Egg & Cheese McMuffin 3 Pc Meal,241.00,2.87,McBreakfast
6,2024/10/07,Mon,India,Spicy Egg McMuffin 3 Pc Meal,251.00,2.99,McBreakfast
7,2024/10/07,Mon,India,Hot Cake 3 Pc Meal,279.00,3.32,McBreakfast
8,2024/10/07,Mon,India,Egg & Cheese McMuffin - Sandwich,101.00,1.20,McBreakfast
9,2024/10/07,Mon,India,Sausage & Egg McMuffin - Sandwich,153.00,1.82,McBreakfast
10,2024/10/07,Mon,India,Spicy Egg McMuffin - Sandwich,107.00,1.27,McBreakfast
11,2024/10/07,Mon,India,Sausage McMuffin - Sandwich,131.00,1.56,McBreakfast
12,2024/10/07,Mon,India,Veg McMuffin - Sandwich,117.00,1.39,McBreakfast
13,2024/10/07,Mon,India,Hashbrown,52.00,0.62,McBreakfast
14,2024/10/07,Mon,India,Hot Cakes With Maple Syrup,147.00,1.75,McBreakfast
15,2024/10/07,Mon,India,Double Cheese McMuffin- Sandwich,101.00,1.20,McBreakfast
16,2024/10/07,Mon,India,Hot Cake 2 Pc Meal,263.00,3.13,McBreakfast
17,2024/10/07,Mon,India,Egg & Cheese McMuffin - sandwich Combo,142.00,1.69,McBreakfast
18,2024/10/07,Mon,India,Spicy Egg McMuffin - sandwich combo,142.00,1.69,McBreakfast
19,2024/10/07,Mon,India,Double Cheese McMuffin Sandwich Combo,142.00,1.69,McBreakfast
20,2024/10/07,Mon,India,Sausage McMuffin Sandwich Combo,251.00,2.99,McBreakfast
21,2024/10/07,Mon,India,Sausage & Egg McMuffin Sandwich Combo,269.00,3.20,McBreakfast
22,2024/10/07,Mon,India,Veg McMuffin Sandwich Combo,241.00,2.87,McBreakfast
23,2024/10/07,Mon,India,McCrispy Chicken Burger + McChicken Burger + Fries (M),409.00,4.87,Newly Launched
24,2024/10/07,Mon,India,Crispy Veggie Burger + McVeggie Burger + Fries (M),409.00,4.87,Newly Launched
25,2024/10/07,Mon,India,2 Crispy Veggie Burger + 2 Fries (M) + Veg Pizza McPuff,579.00,6.89,Newly Launched
26,2024/10/07,Mon,India,2 McCrispy Chicken Burger + 2 Fries (M) + Veg Pizza McPuff,659.00,7.85,Newly Launched
27,2024/10/07,Mon,India,2 Crispy Veggie Burger + Fries (L) + 2 Coke,609.00,7.25,Newly Launched
28,2024/10/07,Mon,India,Crispy Veggie Burger,199.00,2.37,Newly Launched
29,2024/10/07,Mon,India,Crispy Veggie Burger + McAloo Tikki,239.00,2.85,Newly Launched
30,2024/10/07,Mon,India,2 McCrispy Chicken Burger + Fries (L) + 2 Coke,699.00,8.32,Newly Launched
31,2024/10/07,Mon,India,McCrispy Chicken Burger,224.00,2.67,Newly Launched
32,2024/10/07,Mon,India,McCrispy Chicken Burger + McAloo Tikki,289.00,3.44,Newly Launched
33,2024/10/07,Mon,India,Crispy Veggie Burger + Classic Cheese Fries,309.00,3.68,Newly Launched
34,2024/10/07,Mon,India,McCrispy Chicken Burger + Classic Cheese Fries,369.00,4.39,Newly Launched
35,2024/10/07,Mon,India,Crispy Veggie Burger + Piri Piri Fries (M),309.00,3.68,Newly Launched
36,2024/10/07,Mon,India,McCrispy Chicken Burger + Piri Piri Fries (M),359.00,4.27,Newly Launched
37,2024/10/07,Mon,India,Crispy Veggie Burger Meal (M),327.00,3.89,Newly Launched
38,2024/10/07,Mon,India,McCrispy Chicken Burger Meal (M),367.00,4.37,Newly Launched
39,2024/10/07,Mon,India,Iced Coffee with Cinammon Spice,219.00,2.61,Newly Launched
40,2024/10/07,Mon,India,Classic Coffee Regular with Cinammon Spice,235.00,2.80,Newly Launched
41,2024/10/07,Mon,India,Cappuccino Small with Cinammon Spice,184.00,2.19,Newly Launched
42,2024/10/07,Mon,India,Iced Coffee with French Vanilla,219.00,2.61,Newly Launched
43,2024/10/07,Mon,India,Classic Coffee Regular with French Vanilla,235.00,2.80,Newly Launched
44,2024/10/07,Mon,India,Cappuccino Small with French Vanilla,184.00,2.19,Newly Launched
45,2024/10/07,Mon,India,Iced Coffee with Hazelnut,219.00,2.61,Newly Launched
46,2024/10/07,Mon,India,Cappuccino Small with Hazelnut,184.00,2.19,Newly Launched
47,2024/10/07,Mon,India,Classic Coffee Regular with Hazelnut,235.00,2.80,Newly Launched
48,2024/10/07,Mon,India,McCrispy Chicken Burger + McChicken Burger + Fries (M),409.00,4.87,Group Sharing Combos
49,2024/10/07,Mon,India,Crispy Veggie Burger + McVeggie Burger + Fries (M),409.00,4.87,Group Sharing Combos
50,2024/10/07,Mon,India,2 Crispy Veggie Burger + 2 Fries (M) + Veg Pizza McPuff,579.00,6.89,Group Sharing Combos
51,2024/10/07,Mon,India,2 McCrispy Chicken Burger + 2 Fries (M) + Veg Pizza McPuff,659.00,7.85,Group Sharing Combos
52,2024/10/07,Mon,India,2 Crispy Veggie Burger + Fries (L) + 2 Coke,609.00,7.25,Group Sharing Combos
53,2024/10/07,Mon,India,2 McCrispy Chicken Burger + Fries (L) + 2 Coke,699.00,8.32,Group Sharing Combos
54,2024/10/07,Mon,India,Burger Combo for 2: McChicken Burger,427.00,5.08,Group Sharing Combos
55,2024/10/07,Mon,India,Burger Combo for 2: McVeggie + McAloo Tikki with Pizza McPuff,391.00,4.66,Group Sharing Combos
56,2024/10/07,Mon,India,Burger Combo for 2: McSpicy Chicken + McChicken,437.00,5.20,Group Sharing Combos
