,Date,Day,Territory,Menu Item,Price (INR),Price (USD),Category,Menu
1,2022/10/05,Wed,India,McCheese Burger Veg,249.00,3.06,New Launches,Regular
2,2022/10/05,Wed,India,McCheese Burger Chicken,260.00,3.19,New Launches,Regular
3,2022/10/05,Wed,India,McSaver McCheese Burger Veg Meal,361.00,4.43,New Launches,Regular
4,2022/10/05,Wed,India,McSaver McCheese Burger Chicken Meal,361.00,4.43,New Launches,Regular
5,2022/10/05,Wed,India,Triple Cheese  Veg Burger,215.00,2.64,New Launches,Regular
6,2022/10/05,Wed,India,Triple Cheese Chicken Burger,229.00,2.81,New Launches,Regular
7,2022/10/05,Wed,India,McSpicy Premium Veg Burger,249.00,3.06,New Launches,Regular
8,2022/10/05,Wed,India,McSpicy Premium Chicken Burger,260.00,3.19,New Launches,Regular
9,2022/10/05,Wed,India,McAloo Tikki Burger,58.00,0.71,Trending,Regular
10,2022/10/05,Wed,India,McSpicy Chicken Burger,185.00,2.27,Trending,Regular
11,2022/10/05,Wed,India,McVeggie Burger,145.00,1.78,Trending,Regular
12,2022/10/05,Wed,India,McChicken Burger,131.00,1.61,Trending,Regular
13,2022/10/05,Wed,India,Big Spicy Chicken Wrap,220.00,2.70,Trending,Regular
14,2022/10/05,Wed,India,Filet-O-Fish Burger,175.00,2.15,Trending,Regular
15,2022/10/05,Wed,India,4 McAloo Tikki Burger + 2 Fries (M) + 2 Coke,535.00,6.57,Deals,Regular
16,2022/10/05,Wed,India,McChicken Burger + McVeggie Burger + Fries (L) + 2 Veg Pizza McPuff + Coke,485.00,5.95,Deals,Regular
17,2022/10/05,Wed,India,Pizza Mc Puff + McSpicy Chicken Burger,179.00,2.20,Deals,Regular
18,2022/10/05,Wed,India,McVeggie Burger + McAloo Tikki Burger,139.00,1.71,Deals,Regular
19,2022/10/05,Wed,India,Black Forest Mcflurry (M) BOGO,115.00,1.41,Deals,Regular
20,2022/10/05,Wed,India,McAloo Tikki Burger + Veg Pizza McPuff + Coke,141.00,1.73,Deals,Regular
21,2022/10/05,Wed,India,Cappuccino (S) + Iced Coffee (S),230.00,2.82,Deals,Regular
22,2022/10/05,Wed,India,McSaver McAloo Tikki Burger Meal,205.00,2.52,Deals,Regular
23,2022/10/05,Wed,India,McChicken Burger + McSpicy Chicken Burger,275.00,3.38,Deals,Regular
24,2022/10/05,Wed,India,2 Cappuccino,195.00,2.39,Deals,Regular
25,2022/10/05,Wed,India,2 McAloo Tikki Burger + 2 Fries (L),301.00,3.70,Deals,Regular
26,2022/10/05,Wed,India,2 Iced Coffee,195.00,2.39,Deals,Regular
