,Date,Day,Territory,Menu Item,Price (BND),Price (USD),Category
1,2024/10/10,Thu,Brunei,Big Mac (Value Meal) — Medium,6.50,4.94,Regular Value Meal
2,2024/10/10,Thu,Brunei,Big Mac (Value Meal) — Large,7.10,5.40,Regular Value Meal
3,2024/10/10,Thu,Brunei,2 Pcs Ayam Goreng Regular (Value Meal) — Medium,6.30,4.79,Regular Value Meal
4,2024/10/10,Thu,Brunei,2 Pcs Ayam Goreng Regular (Value Meal) — Large,6.90,5.24,Regular Value Meal
5,2024/10/10,Thu,Brunei,Double Cheeseburger (Value Meal) — Medium,6.20,4.71,Regular Value Meal
6,2024/10/10,Thu,Brunei,Double Cheeseburger (Value Meal) — Large,6.80,5.17,Regular Value Meal
7,2024/10/10,Thu,Brunei,Nasi Lemak Set B (1 Pc Chicken),5.20,3.95,Regular Value Meal
8,2024/10/10,Thu,Brunei,Nasi Lemak Set A (2 Pcs Chicken),6.70,5.09,Regular Value Meal
9,2024/10/10,Thu,Brunei,Big Mac (A La Carte),5.50,4.18,Regular Value Meal
10,2024/10/10,Thu,Brunei,Double Cheeseburger (A La Carte),5.10,3.88,Regular Value Meal
11,2024/10/10,Thu,Brunei,2 Pcs Ayam Goreng Spicy (A La Carte),5.30,4.03,Regular Value Meal
12,2024/10/10,Thu,Brunei,2 Pcs Ayam Goreng Regular (A La Carte),5.30,4.03,Regular Value Meal
13,2024/10/10,Thu,Brunei,Filet-O-Fish (Value Meal) — Medium,5.60,4.26,Regular Value Meal
14,2024/10/10,Thu,Brunei,Filet-O-Fish (Value Meal) — Large,6.20,4.71,Regular Value Meal
15,2024/10/10,Thu,Brunei,Spicy Chicken McDeluxe (A La Carte),5.60,4.26,Regular Value Meal
16,2024/10/10,Thu,Brunei,2 Pcs Ayam Goreng Spicy (Value Meal) — Medium,6.30,4.79,Regular Value Meal
17,2024/10/10,Thu,Brunei,2 Pcs Ayam Goreng Spicy (Value Meal) — Large,6.90,5.24,Regular Value Meal
18,2024/10/10,Thu,Brunei,Filet-O-Fish (A La Carte),3.80,2.89,Regular Value Meal
19,2024/10/10,Thu,Brunei,Spicy Chicken McDeluxe (Value Meal) — Medium,6.80,5.17,Regular Value Meal
20,2024/10/10,Thu,Brunei,Spicy Chicken McDeluxe (Value Meal) — Large,7.40,5.62,Regular Value Meal
21,2024/10/10,Thu,Brunei,Chicken McNuggets — 6 Pieces - A la carte,4.60,3.50,Regular Value Meal
22,2024/10/10,Thu,Brunei,Chicken McNuggets — 6 Pieces - Medium Value Meal,6.10,4.64,Regular Value Meal
23,2024/10/10,Thu,Brunei,McChicken — Ala Carte,5.00,3.80,Regular Value Meal
24,2024/10/10,Thu,Brunei,McChicken — Medium,6.00,4.56,Regular Value Meal
25,2024/10/10,Thu,Brunei,McChicken — Large,6.60,5.02,Regular Value Meal
26,2024/10/10,Thu,Brunei,Crispy Chicken Sandwich (Ala Carte),5.10,3.88,Regular Value Meal
27,2024/10/10,Thu,Brunei,Crispy Chicken Sandwich (Medium),6.30,4.79,Regular Value Meal
28,2024/10/10,Thu,Brunei,Cirspy Chicken Sandwich (Large),6.90,5.24,Regular Value Meal
29,2024/10/10,Thu,Brunei,Happy Meal Beefburger,4.90,3.72,Happy Meal
30,2024/10/10,Thu,Brunei,Happy Meal Cheeseburger,5.20,3.95,Happy Meal
31,2024/10/10,Thu,Brunei,Happy Meal Ayam Goreng McD (1pc),5.20,3.95,Happy Meal
32,2024/10/10,Thu,Brunei,Happy Meal Chicken Nuggets (4pcs),5.50,4.18,Happy Meal
33,2024/10/10,Thu,Brunei,2pcs Ayam Goreng McD,5.30,4.03,Sides
34,2024/10/10,Thu,Brunei,5pcs Ayam Goreng McD,12.00,9.12,Sides
35,2024/10/10,Thu,Brunei,9pcs Ayam Goreng McD,21.80,16.57,Sides
36,2024/10/10,Thu,Brunei,Rice,0.80,0.61,Sides
37,2024/10/10,Thu,Brunei,French fries — Medium,2.20,1.67,Sides
38,2024/10/10,Thu,Brunei,French fries — Large,2.50,1.90,Sides
39,2024/10/10,Thu,Brunei,Sweet & Sour Dipping Sauce,0.50,0.38,Sides
40,2024/10/10,Thu,Brunei,BBQ Dipping Sauce,0.50,0.38,Sides
41,2024/10/10,Thu,Brunei,Cakoi — 1 Pc,1.50,1.14,Sides
42,2024/10/10,Thu,Brunei,Cakoi — 2 Pc,2.80,2.13,Sides
43,2024/10/10,Thu,Brunei,Bubur McD — Small,3.20,2.43,Sides
44,2024/10/10,Thu,Brunei,Bubur McD — Large,3.70,2.81,Sides
45,2024/10/10,Thu,Brunei,Medium fries,2.20,1.67,Sides
46,2024/10/10,Thu,Brunei,Apple Pie — 1 Pc,1.80,1.37,Dessert
47,2024/10/10,Thu,Brunei,Apple Pie — 2 Pc,3.30,2.51,Dessert
48,2024/10/10,Thu,Brunei,McCafe Iced Americano (M),1.80,1.37,Promotion: Limited Time Only
49,2024/10/10,Thu,Brunei,Jimat Meal Filet-O-Fish (S),3.90,2.96,Jimat Meal
50,2024/10/10,Thu,Brunei,Jimat Meal Cheeseburger (S),3.90,2.96,Jimat Meal
51,2024/10/10,Thu,Brunei,Jimat Meal 1 Piece Ayam Goreng McD (S),3.90,2.96,Jimat Meal
52,2024/10/10,Thu,Brunei,Jimat Meal McChicken (S),4.90,3.72,Jimat Meal
53,2024/10/10,Thu,Brunei,Jimat Meal Bubur McD and 1 Piece Cakoi (S),4.90,3.72,Jimat Meal
54,2024/10/10,Thu,Brunei,Jimat Meal 1 Piece Nasi Lemak McD Set B (S),4.90,3.72,Jimat Meal
55,2024/10/10,Thu,Brunei,Hot Coffee,1.60,1.22,Beverages
56,2024/10/10,Thu,Brunei,Hot Milo,2.00,1.52,Beverages
57,2024/10/10,Thu,Brunei,Hot Tea,1.60,1.22,Beverages
58,2024/10/10,Thu,Brunei,Hot Americano,3.50,2.66,Beverages
59,2024/10/10,Thu,Brunei,Iced Lemon Tea (Medium),2.40,1.82,Beverages
60,2024/10/10,Thu,Brunei,Ice Lemon Tea (Large),3.00,2.28,Beverages
61,2024/10/10,Thu,Brunei,Orange Juice (Medium),2.80,2.13,Beverages
62,2024/10/10,Thu,Brunei,Orange Juice (Large),3.90,2.96,Beverages
63,2024/10/10,Thu,Brunei,Ice Milo (Medium),2.80,2.13,Beverages
64,2024/10/10,Thu,Brunei,Ice Milo (Large),3.90,2.96,Beverages
