,Date,Day,Territory,Menu Item,Price (BND),Price (USD),Category
1,2024/03/10,Sun,Brunei,Big Mac (Value Meal) — Medium,6.50,4.88,Regular Value Meal
2,2024/03/10,Sun,Brunei,Big Mac (Value Meal) — Large,7.10,5.33,Regular Value Meal
3,2024/03/10,Sun,Brunei,6 Pcs Fish Nuggets (Value Meal) — Medium,5.50,4.13,Regular Value Meal
4,2024/03/10,Sun,Brunei,6 Pcs Fish Nuggets (Value Meal) — Large,6.10,4.58,Regular Value Meal
5,2024/03/10,Sun,Brunei,2 Pcs Ayam Goreng Regular (Value Meal) — Medium,6.30,4.73,Regular Value Meal
6,2024/03/10,Sun,Brunei,2 Pcs Ayam Goreng Regular (Value Meal) — Large,6.90,5.18,Regular Value Meal
7,2024/03/10,Sun,Brunei,Double Cheeseburger (Value Meal) — Medium,6.20,4.66,Regular Value Meal
8,2024/03/10,Sun,Brunei,Double Cheeseburger (Value Meal) — Large,6.80,5.11,Regular Value Meal
9,2024/03/10,Sun,Brunei,Big Mac (A La Carte),5.50,4.13,Regular Value Meal
10,2024/03/10,Sun,Brunei,6 Pcs Fish Nuggets (A La Carte),4.30,3.23,Regular Value Meal
11,2024/03/10,Sun,Brunei,Double Cheeseburger (A La Carte),5.10,3.83,Regular Value Meal
12,2024/03/10,Sun,Brunei,2 Pcs Ayam Goreng Spicy (A La Carte),5.30,3.98,Regular Value Meal
13,2024/03/10,Sun,Brunei,2 Pcs Ayam Goreng Regular (A La Carte),5.30,3.98,Regular Value Meal
14,2024/03/10,Sun,Brunei,Filet-O-Fish (Value Meal) — Medium,5.60,4.20,Regular Value Meal
15,2024/03/10,Sun,Brunei,Spicy Chicken McDeluxe (A La Carte),5.60,4.20,Regular Value Meal
16,2024/03/10,Sun,Brunei,2 Pcs Ayam Goreng Spicy (Value Meal) — Medium,6.30,4.73,Regular Value Meal
17,2024/03/10,Sun,Brunei,2 Pcs Ayam Goreng Spicy (Value Meal) — Large,6.90,5.18,Regular Value Meal
18,2024/03/10,Sun,Brunei,Filet-O-Fish (A La Carte),3.80,2.85,Regular Value Meal
19,2024/03/10,Sun,Brunei,Spicy Chicken McDeluxe (Value Meal) — Medium,6.80,5.11,Regular Value Meal
20,2024/03/10,Sun,Brunei,Chicken McNuggets — 6 Pieces - A la carte,4.60,3.45,Regular Value Meal
21,2024/03/10,Sun,Brunei,Chicken McNuggets — 6 Pieces - Medium Value Meal,6.10,4.58,Regular Value Meal
22,2024/03/10,Sun,Brunei,Chicken McNuggets — 20 pieces - A la Carte,12.60,9.46,Regular Value Meal
23,2024/03/10,Sun,Brunei,McChicken — Ala Carte,5.00,3.75,Regular Value Meal
24,2024/03/10,Sun,Brunei,McChicken — Medium,6.00,4.50,Regular Value Meal
25,2024/03/10,Sun,Brunei,McChicken — Large,6.60,4.96,Regular Value Meal
26,2024/03/10,Sun,Brunei,McChicken Deluxe — Ala Carte,5.20,3.90,Regular Value Meal
27,2024/03/10,Sun,Brunei,McChicken Deluxe — Medium,6.20,4.66,Regular Value Meal
28,2024/03/10,Sun,Brunei,McChicken Deluxe — Large,6.80,5.11,Regular Value Meal
29,2024/03/10,Sun,Brunei,Chicken Nuggets — 6 Pieces - A la carte,4.60,3.45,Regular Value Meal
30,2024/03/10,Sun,Brunei,Chicken Nuggets — 6 Pieces - Medium Value Meal,6.10,4.58,Regular Value Meal
31,2024/03/10,Sun,Brunei,Grilled Chicken Burger — Ala Carte,5.50,4.13,Regular Value Meal
32,2024/03/10,Sun,Brunei,Grilled Chicken Burger — Medium Value Meal,7.50,5.63,Regular Value Meal
33,2024/03/10,Sun,Brunei,Grilled Chicken Burger — Large Value Meal,8.10,6.08,Regular Value Meal
34,2024/03/10,Sun,Brunei,2pcs Ayam Goreng McD,5.30,3.98,Sides
35,2024/03/10,Sun,Brunei,5pcs Ayam Goreng McD,12.00,9.01,Sides
36,2024/03/10,Sun,Brunei,9pcs Ayam Goreng McD,21.80,16.37,Sides
37,2024/03/10,Sun,Brunei,Rice,0.80,0.60,Sides
38,2024/03/10,Sun,Brunei,French Fries — Medium,2.20,1.65,Sides
39,2024/03/10,Sun,Brunei,French Fries — Large,2.50,1.88,Sides
40,2024/03/10,Sun,Brunei,Cakoi — 1 Pc,1.50,1.13,Sides
41,2024/03/10,Sun,Brunei,Cakoi — 2 Pc,2.80,2.10,Sides
42,2024/03/10,Sun,Brunei,Bubur McD — Small,3.20,2.40,Sides
43,2024/03/10,Sun,Brunei,Bubur McD — Large,3.70,2.78,Sides
44,2024/03/10,Sun,Brunei,Sauces — Tartar Sauce,0.50,0.38,Sides
45,2024/03/10,Sun,Brunei,Sauces — Nasi Lemak McD Sambal,0.50,0.38,Sides
46,2024/03/10,Sun,Brunei,Oreo Berry McFlurry,4.00,3.00,Dessert
47,2024/03/10,Sun,Brunei,Oreo McFlurry,3.50,2.63,Dessert
48,2024/03/10,Sun,Brunei,Oreo Mudpie McFlurry,4.00,3.00,Dessert
49,2024/03/10,Sun,Brunei,Sundae Strawberry,2.50,1.88,Dessert
50,2024/03/10,Sun,Brunei,Apple Pie — 1 Pc,1.80,1.35,Dessert
51,2024/03/10,Sun,Brunei,Apple Pie — 2 Pc,3.30,2.48,Dessert
52,2024/03/10,Sun,Brunei,Sundae Chocolate,2.50,1.88,Dessert
