,Date,Day,Territory,Menu Item,Price (FJD),Price (USD),Category,Menu
1,2024/07/30,Tue,Fiji,Quarter Pounder (S/R) - Beef,14.95,6.61,Classic McValue Meals,Regular
2,2024/07/30,Tue,Fiji,Filet-O-Fish (S/R),12.55,5.55,Classic McValue Meals,Regular
3,2024/07/30,Tue,Fiji,Vege McWrap (S/R),13.45,5.95,Classic McValue Meals,Regular
4,2024/07/30,Tue,Fiji,Filet McWrap (S/R),13.95,6.17,Classic McValue Meals,Regular
5,2024/07/30,Tue,Fiji,McChicken (S/R),14.35,6.34,Chicken Mcvalue Meals,Regular
6,2024/07/30,Tue,Fiji,6pk McNuggets (S/R),13.50,5.97,Chicken Mcvalue Meals,Regular
7,2024/07/30,Tue,Fiji,10pk McNuggets (S/R),16.35,7.23,Chicken Mcvalue Meals,Regular
8,2024/07/30,Tue,Fiji,Chicken Aioli McWrap (S/R),13.95,6.17,Chicken Mcvalue Meals,Regular
9,2024/07/30,Tue,Fiji,4pk Chicken McNuggets Happy Meal,12.95,5.72,Happy Meals,Regular
10,2024/07/30,Tue,Fiji,Quarter Pounder (Beef),10.95,4.84,Classic Favourites,Regular
11,2024/07/30,Tue,Fiji,Filet-O-Fish,8.45,3.74,Classic Favourites,Regular
12,2024/07/30,Tue,Fiji,Salad Burger,7.95,3.51,Classic Favourites,Regular
13,2024/07/30,Tue,Fiji,Vege McWrap,9.85,4.35,Classic Favourites,Regular
14,2024/07/30,Tue,Fiji,Filet McWrap,10.75,4.75,Classic Favourites,Regular
15,2024/07/30,Tue,Fiji,6pk McNuggets,7.95,3.51,Chicken Favourites,Regular
16,2024/07/30,Tue,Fiji,10pk McNuggets,11.95,5.28,Chicken Favourites,Regular
17,2024/07/30,Tue,Fiji,Chicken Aioli McWrap,10.95,4.84,Chicken Favourites,Regular
18,2024/07/30,Tue,Fiji,McChicken,9.85,4.35,Chicken Favourites,Regular
19,2024/07/30,Tue,Fiji,Apple Pie,6.15,2.72,Sides And Condiments,Regular
20,2024/07/30,Tue,Fiji,Ketchup Packet,0.25,0.11,Sides And Condiments,Regular
21,2024/07/30,Tue,Fiji,Mayonnaise Packet,0.50,0.22,Sides And Condiments,Regular
22,2024/07/30,Tue,Fiji,Fries (S/R),4.15,1.83,Sides And Condiments,Regular
23,2024/07/30,Tue,Fiji,McCafe Iced Lemon Tea,7.75,3.43,McCafe Drinks,Regular
24,2024/07/30,Tue,Fiji,McCafe Iced Mango Tea,7.75,3.43,McCafe Drinks,Regular
25,2024/07/30,Tue,Fiji,McCafe Iced Peach Tea,7.75,3.43,McCafe Drinks,Regular
26,2024/07/30,Tue,Fiji,6pk No Chicken Nuggets,9.95,4.40,Promotions,Regular
27,2024/07/30,Tue,Fiji,10pk No Chicken Nuggets,14.95,6.61,Promotions,Regular
