,Date,Day,Territory,Menu Item,Price (FJD),Price (USD),Category,Menu
1,2023/03/09,Thu,Fiji,Big Mac (S/R) -Beef,14.00,6.27,Classic McValue Meals,Regular
2,2023/03/09,Thu,Fiji,Cheeseburger (S/R) - Beef,10.20,4.56,Classic McValue Meals,Regular
3,2023/03/09,Thu,Fiji,Double Cheeseburger (S/R) - Beef,12.65,5.66,Classic McValue Meals,Regular
4,2023/03/09,Thu,Fiji,McChicken (S/R),14.00,6.27,Chicken Mcvalue Meals,Regular
5,2023/03/09,Thu,Fiji,2pc Hot And Spicy (S/R),13.55,6.06,Chicken Mcvalue Meals,Regular
6,2023/03/09,Thu,Fiji,3pc Hot And Spicy (S/R),18.60,8.32,Chicken Mcvalue Meals,Regular
7,2023/03/09,Thu,Fiji,5pc Hot And Spicy (S/R),26.30,11.77,Chicken Mcvalue Meals,Regular
8,2023/03/09,Thu,Fiji,6pk McNuggets (S/R),13.00,5.82,Chicken Mcvalue Meals,Regular
9,2023/03/09,Thu,Fiji,10pk McNuggets (S/R),15.80,7.07,Chicken Mcvalue Meals,Regular
10,2023/03/09,Thu,Fiji,Chicken Aioli McWrap (S/R),13.55,6.06,Chicken Mcvalue Meals,Regular
11,2023/03/09,Thu,Fiji,Cheeseburger Happy Meal (Beef),11.45,5.12,Happy Meals,Regular
12,2023/03/09,Thu,Fiji,Junior Burger Happy Meal (Beef),11.45,5.12,Happy Meals,Regular
13,2023/03/09,Thu,Fiji,4pk Chicken McNuggets Happy Meal,11.45,5.12,Happy Meals,Regular
14,2023/03/09,Thu,Fiji,Big Mac (Beef),9.45,4.23,Classic Favourites,Regular
15,2023/03/09,Thu,Fiji,Cheeseburger (Beef),5.45,2.44,Classic Favourites,Regular
16,2023/03/09,Thu,Fiji,Quarter Pounder (Beef),9.35,4.18,Classic Favourites,Regular
17,2023/03/09,Thu,Fiji,McFeast (Beef),12.25,5.48,Classic Favourites,Regular
18,2023/03/09,Thu,Fiji,Double Cheeseburger (Beef),8.95,4.01,Classic Favourites,Regular
19,2023/03/09,Thu,Fiji,Salad Burger,6.95,3.11,Classic Favourites,Regular
20,2023/03/09,Thu,Fiji,Vege McWrap,9.35,4.18,Classic Favourites,Regular
21,2023/03/09,Thu,Fiji,3pc Hot And Spicy Chicken,14.65,6.56,Chicken Favourites,Regular
22,2023/03/09,Thu,Fiji,5pc Hot And Spicy Chicken,22.75,10.18,Chicken Favourites,Regular
23,2023/03/09,Thu,Fiji,6pk McNuggets,7.55,3.38,Chicken Favourites,Regular
24,2023/03/09,Thu,Fiji,10pk McNuggets,11.55,5.17,Chicken Favourites,Regular
25,2023/03/09,Thu,Fiji,Chicken Aioli McWrap,10.75,4.81,Chicken Favourites,Regular
26,2023/03/09,Thu,Fiji,Mc Chicken,9.45,4.23,Chicken Favourites,Regular
27,2023/03/09,Thu,Fiji,Apple Pie,5.95,2.66,Sides And Condiments,Regular
28,2023/03/09,Thu,Fiji,Sweet And Sour Sauce,0.50,0.22,Sides And Condiments,Regular
29,2023/03/09,Thu,Fiji,Ketchup Packet,0.25,0.11,Sides And Condiments,Regular
30,2023/03/09,Thu,Fiji,BBQ Sauce,0.50,0.22,Sides And Condiments,Regular
31,2023/03/09,Thu,Fiji,Fries (S/R),3.90,1.75,Sides And Condiments,Regular
