,Date,Day,Territory,Menu Item,Price (FJD),Price (USD),Category,Menu
1,2022/05/26,Thu,Fiji,Big Mac (S/M/L) -Beef,12.35,5.72,Classic McValue Meals,Regular
2,2022/05/26,Thu,Fiji,Cheeseburger (S/M/L) - Beef,8.30,3.84,Classic McValue Meals,Regular
3,2022/05/26,Thu,Fiji,Quarter Pounder (S/M/L) - Beef,12.55,5.81,Classic McValue Meals,Regular
4,2022/05/26,Thu,Fiji,Filet-o-Fish (S/M/L),9.85,4.56,Classic McValue Meals,Regular
5,2022/05/26,Thu,Fiji,McFeast (S/M/L) - Beef,14.65,6.78,Classic McValue Meals,Regular
6,2022/05/26,Thu,Fiji,Double Cheeseburger (S/M/L) - Beef,10.85,5.02,Classic McValue Meals,Regular
7,2022/05/26,Thu,Fiji,Salad Burger (S/M/L),8.60,3.98,Classic McValue Meals,Regular
8,2022/05/26,Thu,Fiji,Vege McWrap (S/M/L),11.45,5.30,Classic McValue Meals,Regular
9,2022/05/26,Thu,Fiji,Filet McWrap (S/M/L),10.65,4.93,Classic McValue Meals,Regular
10,2022/05/26,Thu,Fiji,McChicken (S/M/L),12.35,5.72,Chicken McValue Meals,Regular
11,2022/05/26,Thu,Fiji,2pc Hot and Spicy (S/M/L),12.45,5.76,Chicken McValue Meals,Regular
12,2022/05/26,Thu,Fiji,3pc Hot and Spicy (S/M/L),17.25,7.99,Chicken McValue Meals,Regular
13,2022/05/26,Thu,Fiji,5pc Hot and Spicy (M/L),26.30,12.18,Chicken McValue Meals,Regular
14,2022/05/26,Thu,Fiji,6pk McNuggets (S/M/L),11.25,5.21,Chicken McValue Meals,Regular
15,2022/05/26,Thu,Fiji,10pk McNuggets (S/M/L),13.40,6.20,Chicken McValue Meals,Regular
16,2022/05/26,Thu,Fiji,Chicken Aioli McWrap (S/M/L),12.50,5.79,Chicken McValue Meals,Regular
17,2022/05/26,Thu,Fiji,Cheeseburger Happy Meal (Beef),10.75,4.98,Happymeals,Regular
18,2022/05/26,Thu,Fiji,Junior Burger Happy Meal (Beef),10.75,4.98,Happymeals,Regular
19,2022/05/26,Thu,Fiji,4pk Chicken McNuggets Happy Meal,10.75,4.98,Happymeals,Regular
20,2022/05/26,Thu,Fiji,Big Mac (Beef),9.20,4.26,Classic Favourites,Regular
21,2022/05/26,Thu,Fiji,Cheeseburger (Beef),5.25,2.43,Classic Favourites,Regular
22,2022/05/26,Thu,Fiji,Quarter Pounder (Beef),9.20,4.26,Classic Favourites,Regular
23,2022/05/26,Thu,Fiji,Filet-o-Fish,7.05,3.26,Classic Favourites,Regular
24,2022/05/26,Thu,Fiji,McFeast (Beef),11.45,5.30,Classic Favourites,Regular
25,2022/05/26,Thu,Fiji,Double Cheeseburger (Beef),8.65,4.01,Classic Favourites,Regular
26,2022/05/26,Thu,Fiji,Salad Burger,6.25,2.89,Classic Favourites,Regular
27,2022/05/26,Thu,Fiji,Vege McWrap,9.15,4.24,Classic Favourites,Regular
28,2022/05/26,Thu,Fiji,Filet McWrap,8.35,3.87,Classic Favourites,Regular
29,2022/05/26,Thu,Fiji,McChicken,9.20,4.26,Chicken Favourites,Regular
30,2022/05/26,Thu,Fiji,3pc Hot and Spicy Chicken,14.15,6.55,Chicken Favourites,Regular
31,2022/05/26,Thu,Fiji,5pc Hot and Spicy Chicken,22.15,10.26,Chicken Favourites,Regular
32,2022/05/26,Thu,Fiji,6pk McNuggets,7.45,3.45,Chicken Favourites,Regular
33,2022/05/26,Thu,Fiji,10pk McNuggets,11.20,5.19,Chicken Favourites,Regular
34,2022/05/26,Thu,Fiji,Chicken Aioli McWrap,10.55,4.88,Chicken Favourites,Regular
35,2022/05/26,Thu,Fiji,Apple Pie,4.75,2.20,Sides and Condiments,Regular
36,2022/05/26,Thu,Fiji,Fries (S/M/L),2.95,1.37,Sides and Condiments,Regular
37,2022/05/26,Thu,Fiji,Sweet and Sour Sauce,0.50,0.23,Sides and Condiments,Regular
38,2022/05/26,Thu,Fiji,Ketchup Packet,0.30,0.14,Sides and Condiments,Regular
39,2022/05/26,Thu,Fiji,BBQ Sauce,0.50,0.23,Sides and Condiments,Regular
40,2022/05/26,Thu,Fiji,Mayonnaise Packet,0.50,0.23,Sides and Condiments,Regular
