,Date,Day,Territory,Menu Item,Price (FJD),Price (USD),Category,Menu
1,2023/07/14,Fri,Fiji,Big Mac (S/R) -Beef,14.55,6.67,Classic McValue Meals,Regular
2,2023/07/14,Fri,Fiji,Cheeseburger (S/R) - Beef,10.95,5.02,Classic McValue Meals,Regular
3,2023/07/14,Fri,Fiji,Filet-O-Fish (S/R),12.15,5.57,Classic McValue Meals,Regular
4,2023/07/14,Fri,Fiji,Double Cheeseburger (S/R) - Beef,13.95,6.39,Classic McValue Meals,Regular
5,2023/07/14,Fri,Fiji,Salad Burger (S/R),10.95,5.02,Classic McValue Meals,Regular
6,2023/07/14,Fri,Fiji,Filet McWrap (S/R),13.85,6.35,Classic McValue Meals,Regular
7,2023/07/14,Fri,Fiji,McChicken (S/R),14.35,6.58,Chicken Mcvalue Meals,Regular
8,2023/07/14,Fri,Fiji,2pc Hot And Spicy (S/R),14.15,6.49,Chicken Mcvalue Meals,Regular
9,2023/07/14,Fri,Fiji,3pc Hot And Spicy (S/R),19.10,8.75,Chicken Mcvalue Meals,Regular
10,2023/07/14,Fri,Fiji,5pc Hot And Spicy (S/R),27.70,12.70,Chicken Mcvalue Meals,Regular
11,2023/07/14,Fri,Fiji,6pk McNuggets (S/R),13.50,6.19,Chicken Mcvalue Meals,Regular
12,2023/07/14,Fri,Fiji,10pk McNuggets (S/R),16.35,7.49,Chicken Mcvalue Meals,Regular
13,2023/07/14,Fri,Fiji,Chicken Aioli McWrap (S/R),13.95,6.39,Chicken Mcvalue Meals,Regular
14,2023/07/14,Fri,Fiji,Cheeseburger Happy Meal (Beef),12.65,5.80,Happy Meals,Regular
15,2023/07/14,Fri,Fiji,Junior Burger Happy Meal (Beef),12.65,5.80,Happy Meals,Regular
16,2023/07/14,Fri,Fiji,4pk Chicken McNuggets Happy Meal,12.65,5.80,Happy Meals,Regular
17,2023/07/14,Fri,Fiji,Big Mac (Beef),10.15,4.65,Classic Favourites,Regular
18,2023/07/14,Fri,Fiji,Cheeseburger (Beef),6.55,3.00,Classic Favourites,Regular
19,2023/07/14,Fri,Fiji,Filet-O-Fish,7.65,3.51,Classic Favourites,Regular
20,2023/07/14,Fri,Fiji,Double Cheeseburger (Beef),10.25,4.70,Classic Favourites,Regular
21,2023/07/14,Fri,Fiji,Salad Burger,7.45,3.41,Classic Favourites,Regular
22,2023/07/14,Fri,Fiji,Vege McWrap,9.85,4.51,Classic Favourites,Regular
23,2023/07/14,Fri,Fiji,Filet McWrap,10.25,4.70,Classic Favourites,Regular
24,2023/07/14,Fri,Fiji,3pc Hot And Spicy Chicken,15.15,6.94,Chicken Favourites,Regular
25,2023/07/14,Fri,Fiji,5pc Hot And Spicy Chicken,24.25,11.12,Chicken Favourites,Regular
26,2023/07/14,Fri,Fiji,6pk McNuggets,7.95,3.64,Chicken Favourites,Regular
27,2023/07/14,Fri,Fiji,10pk McNuggets,11.95,5.48,Chicken Favourites,Regular
28,2023/07/14,Fri,Fiji,Mc Chicken,9.75,4.47,Chicken Favourites,Regular
29,2023/07/14,Fri,Fiji,Chicken Aioli McWrap,10.95,5.02,Chicken Favourites,Regular
30,2023/07/14,Fri,Fiji,Sweet And Sour Sauce,0.50,0.23,Sides And Condiments,Regular
31,2023/07/14,Fri,Fiji,Ketchup Packet,0.25,0.11,Sides And Condiments,Regular
32,2023/07/14,Fri,Fiji,BBQ Sauce,0.50,0.23,Sides And Condiments,Regular
33,2023/07/14,Fri,Fiji,Fries (S/R),4.15,1.90,Sides And Condiments,Regular
