,Date,Day,Territory,Menu Item,Price (FJD),Price (USD),Category,Menu
1,2023/07/07,Fri,Fiji,Big Mac (S/R) -Beef,14.55,6.52,Classic McValue Meals,Regular
2,2023/07/07,Fri,Fiji,Cheeseburger (S/R) - Beef,10.95,4.91,Classic McValue Meals,Regular
3,2023/07/07,Fri,Fiji,Filet-O-Fish (S/R),12.15,5.45,Classic McValue Meals,Regular
4,2023/07/07,Fri,Fiji,Double Cheeseburger (S/R) - Beef,13.95,6.25,Classic McValue Meals,Regular
5,2023/07/07,Fri,Fiji,Salad Burger (S/R),10.95,4.91,Classic McValue Meals,Regular
6,2023/07/07,Fri,Fiji,Filet McWrap (S/R),13.85,6.21,Classic McValue Meals,Regular
7,2023/07/07,Fri,Fiji,McChicken (S/R),14.35,6.43,Chicken Mcvalue Meals,Regular
8,2023/07/07,Fri,Fiji,2pc Hot And Spicy (S/R),14.15,6.34,Chicken Mcvalue Meals,Regular
9,2023/07/07,Fri,Fiji,3pc Hot And Spicy (S/R),19.10,8.56,Chicken Mcvalue Meals,Regular
10,2023/07/07,Fri,Fiji,5pc Hot And Spicy (S/R),27.70,12.42,Chicken Mcvalue Meals,Regular
11,2023/07/07,Fri,Fiji,6pk McNuggets (S/R),13.50,6.05,Chicken Mcvalue Meals,Regular
12,2023/07/07,Fri,Fiji,10pk McNuggets (S/R),16.35,7.33,Chicken Mcvalue Meals,Regular
13,2023/07/07,Fri,Fiji,Chicken Aioli McWrap (S/R),13.95,6.25,Chicken Mcvalue Meals,Regular
14,2023/07/07,Fri,Fiji,Cheeseburger Happy Meal (Beef),12.65,5.67,Happy Meals,Regular
15,2023/07/07,Fri,Fiji,Junior Burger Happy Meal (Beef),12.65,5.67,Happy Meals,Regular
16,2023/07/07,Fri,Fiji,4pk Chicken McNuggets Happy Meal,12.65,5.67,Happy Meals,Regular
17,2023/07/07,Fri,Fiji,Big Mac (Beef),10.15,4.55,Classic Favourites,Regular
18,2023/07/07,Fri,Fiji,Cheeseburger (Beef),6.55,2.94,Classic Favourites,Regular
19,2023/07/07,Fri,Fiji,Filet-O-Fish,7.65,3.43,Classic Favourites,Regular
20,2023/07/07,Fri,Fiji,Double Cheeseburger (Beef),10.25,4.60,Classic Favourites,Regular
21,2023/07/07,Fri,Fiji,Salad Burger,7.45,3.34,Classic Favourites,Regular
22,2023/07/07,Fri,Fiji,Vege McWrap,9.85,4.42,Classic Favourites,Regular
23,2023/07/07,Fri,Fiji,Filet McWrap,10.25,4.60,Classic Favourites,Regular
24,2023/07/07,Fri,Fiji,3pc Hot And Spicy Chicken,15.15,6.79,Chicken Favourites,Regular
25,2023/07/07,Fri,Fiji,5pc Hot And Spicy Chicken,24.25,10.87,Chicken Favourites,Regular
26,2023/07/07,Fri,Fiji,6pk McNuggets,7.95,3.56,Chicken Favourites,Regular
27,2023/07/07,Fri,Fiji,10pk McNuggets,11.95,5.36,Chicken Favourites,Regular
28,2023/07/07,Fri,Fiji,Mc Chicken,9.75,4.37,Chicken Favourites,Regular
29,2023/07/07,Fri,Fiji,Chicken Aioli McWrap,10.95,4.91,Chicken Favourites,Regular
30,2023/07/07,Fri,Fiji,Sweet And Sour Sauce,0.50,0.22,Sides And Condiments,Regular
31,2023/07/07,Fri,Fiji,Ketchup Packet,0.25,0.11,Sides And Condiments,Regular
32,2023/07/07,Fri,Fiji,BBQ Sauce,0.50,0.22,Sides And Condiments,Regular
33,2023/07/07,Fri,Fiji,Fries (S/R),4.15,1.86,Sides And Condiments,Regular
