,Date,Day,Territory,Menu Item,Price (NZD),Price (USD),Category,Menu
1,2024/05/10,Fri,New Zealand,Bacon & Egg McMuffin®,9.30,5.59,Brekkie Meals,Breakfast
2,2024/05/10,Fri,New Zealand,Hotcakes with Whipped Butter & Syrup,9.20,5.53,Brekkie Meals,Breakfast
3,2024/05/10,Fri,New Zealand,Massive McMuffin®,11.30,6.79,Brekkie Meals,Breakfast
4,2024/05/10,Fri,New Zealand,Big Brekkie Burger,11.80,7.09,Brekkie Meals,Breakfast
5,2024/05/10,Fri,New Zealand,Sausage & Egg McMuffin®,9.30,5.59,Brekkie Meals,Breakfast
6,2024/05/10,Fri,New Zealand,NYC Benedict Bagel®,10.60,6.37,Brekkie Meals,Breakfast
7,2024/05/10,Fri,New Zealand,Chicken McMuffin®,7.90,4.75,Brekkie Meals,Breakfast
8,2024/05/10,Fri,New Zealand,BLT Bagel,10.20,6.13,Brekkie Meals,Breakfast
9,2024/05/10,Fri,New Zealand,Sausage McMuffin®,7.60,4.57,Brekkie Meals,Breakfast
10,2024/05/10,Fri,New Zealand,Chicken & Bacon McMuffin®,9.20,5.53,Brekkie Meals,Breakfast
11,2024/05/10,Fri,New Zealand,Cheeseburger,6.40,3.85,All Day Favourites,Breakfast
12,2024/05/10,Fri,New Zealand,McChicken®,10.40,6.25,All Day Favourites,Breakfast
13,2024/05/10,Fri,New Zealand,Big Mac®,10.30,6.19,All Day Favourites,Breakfast
14,2024/05/10,Fri,New Zealand,10pc Chicken McNuggets®,13.40,8.05,All Day Favourites,Breakfast
15,2024/05/10,Fri,New Zealand,Double Cheeseburger,8.40,5.05,All Day Favourites,Breakfast
16,2024/05/10,Fri,New Zealand,6pc Chicken McNuggets®,10.00,6.01,All Day Favourites,Breakfast
17,2024/05/10,Fri,New Zealand,Quarter Pounder®,10.30,6.19,All Day Favourites,Breakfast
18,2024/05/10,Fri,New Zealand,Double Quarter Pounder®,13.60,8.17,All Day Favourites,Breakfast
19,2024/05/10,Fri,New Zealand,Double Big Mac®,12.60,7.57,All Day Favourites,Breakfast
20,2024/05/10,Fri,New Zealand,20pc Chicken McNuggets®,21.40,12.86,All Day Favourites,Breakfast
21,2024/05/10,Fri,New Zealand,Double McChicken®,12.60,7.57,All Day Favourites,Breakfast
22,2024/05/10,Fri,New Zealand,Big Mac Dinner for 2,34.00,20.43,To Share,Breakfast
23,2024/05/10,Fri,New Zealand,The Family Pack,42.00,25.24,To Share,Breakfast
24,2024/05/10,Fri,New Zealand,The Cheeseburger Stack,23.00,13.82,To Share,Breakfast
