,Date,Day,Territory,Menu Item,Price (NZD),Price (USD),Category,Menu
1,2024/05/09,Thu,New Zealand,Bacon & Egg McMuffin®,9.30,5.57,Brekkie Meals,Breakfast
2,2024/05/09,Thu,New Zealand,Hotcakes with Whipped Butter & Syrup,9.20,5.51,Brekkie Meals,Breakfast
3,2024/05/09,Thu,New Zealand,Massive McMuffin®,11.30,6.77,Brekkie Meals,Breakfast
4,2024/05/09,Thu,New Zealand,Big Brekkie Burger,11.80,7.07,Brekkie Meals,Breakfast
5,2024/05/09,Thu,New Zealand,Sausage & Egg McMuffin®,9.30,5.57,Brekkie Meals,Breakfast
6,2024/05/09,Thu,New Zealand,NYC Benedict Bagel®,10.60,6.35,Brekkie Meals,Breakfast
7,2024/05/09,Thu,New Zealand,Chicken McMuffin®,7.90,4.73,Brekkie Meals,Breakfast
8,2024/05/09,Thu,New Zealand,BLT Bagel,10.20,6.11,Brekkie Meals,Breakfast
9,2024/05/09,Thu,New Zealand,Sausage McMuffin®,7.60,4.55,Brekkie Meals,Breakfast
10,2024/05/09,Thu,New Zealand,Chicken & Bacon McMuffin®,9.20,5.51,Brekkie Meals,Breakfast
11,2024/05/09,Thu,New Zealand,Cheeseburger,6.40,3.83,All Day Favourites,Breakfast
12,2024/05/09,Thu,New Zealand,McChicken®,10.40,6.23,All Day Favourites,Breakfast
13,2024/05/09,Thu,New Zealand,Big Mac®,10.30,6.17,All Day Favourites,Breakfast
14,2024/05/09,Thu,New Zealand,10pc Chicken McNuggets®,13.40,8.02,All Day Favourites,Breakfast
15,2024/05/09,Thu,New Zealand,Double Cheeseburger,8.40,5.03,All Day Favourites,Breakfast
16,2024/05/09,Thu,New Zealand,6pc Chicken McNuggets®,10.00,5.99,All Day Favourites,Breakfast
17,2024/05/09,Thu,New Zealand,Quarter Pounder®,10.30,6.17,All Day Favourites,Breakfast
18,2024/05/09,Thu,New Zealand,Double Quarter Pounder®,13.60,8.14,All Day Favourites,Breakfast
19,2024/05/09,Thu,New Zealand,Double Big Mac®,12.60,7.54,All Day Favourites,Breakfast
20,2024/05/09,Thu,New Zealand,20pc Chicken McNuggets®,21.40,12.81,All Day Favourites,Breakfast
21,2024/05/09,Thu,New Zealand,Double McChicken®,12.60,7.54,All Day Favourites,Breakfast
22,2024/05/09,Thu,New Zealand,Big Mac Dinner for 2,34.00,20.36,To Share,Breakfast
23,2024/05/09,Thu,New Zealand,The Family Pack,42.00,25.15,To Share,Breakfast
24,2024/05/09,Thu,New Zealand,The Cheeseburger Stack,23.00,13.77,To Share,Breakfast
25,2024/05/09,Thu,New Zealand,Hash Brown,4.80,2.87,Sides,Breakfast
26,2024/05/09,Thu,New Zealand,Small Fries,5.40,3.23,Sides,Breakfast
27,2024/05/09,Thu,New Zealand,Small Shaker Fries,6.00,3.59,Sides,Breakfast
28,2024/05/09,Thu,New Zealand,6pc Chicken McNuggets® Happy Meal®,11.80,7.07,Happy Meals,Breakfast
29,2024/05/09,Thu,New Zealand,Cheeseburger Happy Meal®,10.00,5.99,Happy Meals,Breakfast
30,2024/05/09,Thu,New Zealand,Hotcakes Happy Meal®,10.00,5.99,Happy Meals,Breakfast
31,2024/05/09,Thu,New Zealand,3pc Chicken McNuggets® Happy Meal®,10.00,5.99,Happy Meals,Breakfast
32,2024/05/09,Thu,New Zealand,Small Hot Chocolate McCafé®,6.20,3.71,McCafé® Drinks,Breakfast
33,2024/05/09,Thu,New Zealand,Small Flat White McCafe®,6.20,3.71,McCafé® Drinks,Breakfast
34,2024/05/09,Thu,New Zealand,Small Latté  McCafe®,6.20,3.71,McCafé® Drinks,Breakfast
35,2024/05/09,Thu,New Zealand,Small Mochaccino McCafe®,6.20,3.71,McCafé® Drinks,Breakfast
36,2024/05/09,Thu,New Zealand,Small Cappuccino McCafe®,6.20,3.71,McCafé® Drinks,Breakfast
37,2024/05/09,Thu,New Zealand,Small Chai Latté McCafé®,6.20,3.71,McCafé® Drinks,Breakfast
38,2024/05/09,Thu,New Zealand,Small Long Black McCafe®,5.60,3.35,McCafé® Drinks,Breakfast
39,2024/05/09,Thu,New Zealand,Kiwi Blue® Water 600ml,3.00,1.80,Juice & Water,Breakfast
40,2024/05/09,Thu,New Zealand,Small Fuze Tea® Peach Black Iced Tea,5.20,3.11,Juice & Water,Breakfast
41,2024/05/09,Thu,New Zealand,Pump® Mini Water,4.90,2.93,Juice & Water,Breakfast
42,2024/05/09,Thu,New Zealand,Apple Blackcurrant Drink,6.00,3.59,Juice & Water,Breakfast
43,2024/05/09,Thu,New Zealand,Small Coke®,5.20,3.11,Soft Drinks,Breakfast
44,2024/05/09,Thu,New Zealand,Small Fanta® Raspberry,5.20,3.11,Soft Drinks,Breakfast
45,2024/05/09,Thu,New Zealand,Small Sprite® Zero Sugar,5.20,3.11,Soft Drinks,Breakfast
46,2024/05/09,Thu,New Zealand,Small Fanta® Orange,5.20,3.11,Soft Drinks,Breakfast
47,2024/05/09,Thu,New Zealand,Small Coke® Zero Sugar,5.20,3.11,Soft Drinks,Breakfast
48,2024/05/09,Thu,New Zealand,Small L&P®,5.20,3.11,Soft Drinks,Breakfast
49,2024/05/09,Thu,New Zealand,Mayonnaise,0.50,0.30,Brekkie Condiments,Breakfast
50,2024/05/09,Thu,New Zealand,Ketchup,0.30,0.18,Brekkie Condiments,Breakfast
51,2024/05/09,Thu,New Zealand,Hot Cake Syrup,0.50,0.30,Brekkie Condiments,Breakfast
52,2024/05/09,Thu,New Zealand,Whipped Butter,0.30,0.18,Brekkie Condiments,Breakfast
53,2024/05/09,Thu,New Zealand,Shaker Sachet,0.60,0.36,Brekkie Condiments,Breakfast
54,2024/05/09,Thu,New Zealand,Big Mac®,10.30,6.17,Most Popular,Lunch & Dinner
55,2024/05/09,Thu,New Zealand,YOU CHOOSE Dinner for 2,33.00,19.76,Most Popular,Lunch & Dinner
56,2024/05/09,Thu,New Zealand,10pc Chicken McBites®,4.00,2.40,Most Popular,Lunch & Dinner
57,2024/05/09,Thu,New Zealand,Double Cheeseburger,8.40,5.03,Most Popular,Lunch & Dinner
58,2024/05/09,Thu,New Zealand,The Family Pack,42.00,25.15,Most Popular,Lunch & Dinner
59,2024/05/09,Thu,New Zealand,Double Quarter Pounder®,13.60,8.14,Most Popular,Lunch & Dinner
60,2024/05/09,Thu,New Zealand,YOU CHOOSE Family Dinner Pack,62.00,37.13,Most Popular,Lunch & Dinner
61,2024/05/09,Thu,New Zealand,10pc Spicy Chicken McNuggets®,13.40,8.02,Most Popular,Lunch & Dinner
62,2024/05/09,Thu,New Zealand,Cheeseburger,6.40,3.83,Favourites,Lunch & Dinner
