,Date,Day,Territory,Menu Item,Price (MYR),Price (USD),Category,Menu
1,2022/11/25,Fri,Malaysia,Spicy GCB™,12.97,2.89,Promotion,Regular
2,2022/11/25,Fri,Malaysia,Double Spicy GCB™,20.05,4.46,Promotion,Regular
3,2022/11/25,Fri,Malaysia,GCB™,12.97,2.89,Promotion,Regular
4,2022/11/25,Fri,Malaysia,Double GCB™,20.05,4.46,Promotion,Regular
5,2022/11/25,Fri,Malaysia,Iced Blended Milo with KitKat,15.00,3.34,Promotion,Regular
6,2022/11/25,Fri,Malaysia,Iced Blended Milo,14.06,3.13,Promotion,Regular
7,2022/11/25,Fri,Malaysia,Choco Bits McFlurry™,8.02,1.78,Promotion,Regular
8,2022/11/25,Fri,Malaysia,Cookies & Cream Pie,5.19,1.15,Promotion,Regular
9,2022/11/25,Fri,Malaysia,Minions Carrier,30.00,6.67,Promotion,Regular
10,2022/11/25,Fri,Malaysia,Sausage McMuffin with Egg,5.65,1.26,Promotion,Breakfast
11,2022/11/25,Fri,Malaysia,Nasi Lemak McD™,5.65,1.26,Promotion,Breakfast
12,2022/11/25,Fri,Malaysia,Iced Blended Milo with KitKat,15.00,3.34,Promotion,Breakfast
13,2022/11/25,Fri,Malaysia,Iced Blended Milo,14.06,3.13,Promotion,Breakfast
14,2022/11/25,Fri,Malaysia,Choco Bits McFlurry™,8.02,1.78,Promotion,Breakfast
15,2022/11/25,Fri,Malaysia,Cookies & Cream Pie,5.19,1.15,Promotion,Breakfast
16,2022/11/25,Fri,Malaysia,Minions Carrier,30.00,6.67,Promotion,Breakfast
17,2022/11/25,Fri,Malaysia,McChicken®,11.27,2.51,Jimat Combo,Regular
18,2022/11/25,Fri,Malaysia,6pcs Chicken McNuggets®,11.27,2.51,Jimat Combo,Regular
19,2022/11/25,Fri,Malaysia,Filet-O-Fish,12.22,2.72,Jimat Combo,Regular
20,2022/11/25,Fri,Malaysia,Double Cheeseburger,12.22,2.72,Jimat Combo,Regular
21,2022/11/25,Fri,Malaysia,Spicy Double Beef with Cheese,12.22,2.72,Jimat Combo,Regular
22,2022/11/25,Fri,Malaysia,2x Spicy McCrispy Chicken (M),19.81,4.41,Crazy Hour,Regular
23,2022/11/25,Fri,Malaysia,Bubur (M) + 1pc AG Spicy + Iced Milo (M),12.26,2.73,Crazy Hour,Regular
24,2022/11/25,Fri,Malaysia,Bubur (M) + 1pc AG Regular + Iced Milo (M),12.26,2.73,Crazy Hour,Regular
25,2022/11/25,Fri,Malaysia,2x Spicy Double Beef (M),18.87,4.20,Crazy Hour,Regular
26,2022/11/25,Fri,Malaysia,2x Nasi Lemak + AG Regular (M),25.10,5.58,Crazy Hour,Regular
27,2022/11/25,Fri,Malaysia,2x Nasi Lemak + AG Spicy (M),25.10,5.58,Crazy Hour,Regular
28,2022/11/25,Fri,Malaysia,2x McChicken (M),16.98,3.78,Crazy Hour,Regular
29,2022/11/25,Fri,Malaysia,2x Spicy Chicken McDeluxe (M),23.58,5.25,Crazy Hour,Regular
30,2022/11/25,Fri,Malaysia,2x Big Mac (M),23.58,5.25,Crazy Hour,Regular
31,2022/11/25,Fri,Malaysia,2x Double Cheeseburger (M),23.58,5.25,Crazy Hour,Regular
32,2022/11/25,Fri,Malaysia,2x Filet-O-Fish (M),16.98,3.78,Crazy Hour,Regular
33,2022/11/25,Fri,Malaysia,5pc AG Spicy,18.86,4.20,Crazy Hour,Regular
34,2022/11/25,Fri,Malaysia,5pc AG Regular,18.86,4.20,Crazy Hour,Regular
35,2022/11/25,Fri,Malaysia,5pc AG Mix,18.86,4.20,Crazy Hour,Regular
36,2022/11/25,Fri,Malaysia,McChicken® Super Value Meal,16.51,3.67,Super Value Meals,Regular
37,2022/11/25,Fri,Malaysia,Filet-O-Fish™ Super Value Meal,16.51,3.67,Super Value Meals,Regular
38,2022/11/25,Fri,Malaysia,6pcs Chicken McNuggets® Super Value Meal,16.51,3.67,Super Value Meals,Regular
39,2022/11/25,Fri,Malaysia,9pcs Chicken McNuggets® Super Value Meal,19.81,4.41,Super Value Meals,Regular
40,2022/11/25,Fri,Malaysia,Spicy Chicken McDeluxe™ Super Value Meal,20.28,4.51,Super Value Meals,Regular
41,2022/11/25,Fri,Malaysia,GCB™ Super Value Meal,20.28,4.51,Super Value Meals,Regular
42,2022/11/25,Fri,Malaysia,Ayam Goreng McD™ Regular (2pcs) Super Value Meal,20.28,4.51,Super Value Meals,Regular
43,2022/11/25,Fri,Malaysia,Ayam Goreng McD™ Spicy (2pcs) Super Value Meal,20.28,4.51,Super Value Meals,Regular
44,2022/11/25,Fri,Malaysia,Ayam Goreng McD™ Spicy (3pcs) Super Value Meal,24.53,5.46,Super Value Meals,Regular
45,2022/11/25,Fri,Malaysia,Ayam Goreng McD™ Regular (3pcs) Super Value Meal,24.53,5.46,Super Value Meals,Regular
46,2022/11/25,Fri,Malaysia,Double Cheeseburger Super Value Meal,18.40,4.09,Super Value Meals,Regular
47,2022/11/25,Fri,Malaysia,Big Mac™ Super Value Meal,19.34,4.30,Super Value Meals,Regular
48,2022/11/25,Fri,Malaysia,Quarter Pounder™ with Cheese Super Value Meal,20.28,4.51,Super Value Meals,Regular
49,2022/11/25,Fri,Malaysia,Spicy GCB™,12.97,2.89,Burgers,Regular
50,2022/11/25,Fri,Malaysia,Double Spicy GCB™,20.05,4.46,Burgers,Regular
51,2022/11/25,Fri,Malaysia,Spicy Beef Deluxe Burger with Cheese,12.26,2.73,Burgers,Regular
52,2022/11/25,Fri,Malaysia,Double Spicy Beef Deluxe Burger with Cheese,17.92,3.99,Burgers,Regular
53,2022/11/25,Fri,Malaysia,Spicy Double Beef with Cheese,11.27,2.51,Burgers,Regular
54,2022/11/25,Fri,Malaysia,Spicy Triple Beef with Cheese,16.93,3.77,Burgers,Regular
55,2022/11/25,Fri,Malaysia,Double Cheeseburger,11.27,2.51,Burgers,Regular
56,2022/11/25,Fri,Malaysia,Triple Cheeseburger ,16.93,3.77,Burgers,Regular
57,2022/11/25,Fri,Malaysia,Quarter Pounder™ with Cheese,13.16,2.93,Burgers,Regular
58,2022/11/25,Fri,Malaysia,Double Quarter Pounder™ with Cheese,18.92,4.21,Burgers,Regular
59,2022/11/25,Fri,Malaysia,Big Mac™,13.16,2.93,Burgers,Regular
60,2022/11/25,Fri,Malaysia,Mega Mac™,18.82,4.19,Burgers,Regular
61,2022/11/25,Fri,Malaysia,Spicy McCrispy Chicken,11.60,2.58,Burgers,Regular
62,2022/11/25,Fri,Malaysia,Double Spicy McCrispy Chicken,15.38,3.42,Burgers,Regular
63,2022/11/25,Fri,Malaysia,McChicken®,8.96,1.99,Burgers,Regular
64,2022/11/25,Fri,Malaysia,Double McChicken®,12.74,2.83,Burgers,Regular
65,2022/11/25,Fri,Malaysia,Spicy Chicken McDeluxe™,12.97,2.89,Burgers,Regular
66,2022/11/25,Fri,Malaysia,Double Spicy Chicken McDeluxe™,20.05,4.46,Burgers,Regular
67,2022/11/25,Fri,Malaysia,GCB™,12.97,2.89,Burgers,Regular
68,2022/11/25,Fri,Malaysia,Double GCB™,20.05,4.46,Burgers,Regular
69,2022/11/25,Fri,Malaysia,Filet-O-Fish™,9.39,2.09,Burgers,Regular
70,2022/11/25,Fri,Malaysia,Double Filet-O-Fish™,13.16,2.93,Burgers,Regular
71,2022/11/25,Fri,Malaysia,Ayam Goreng McD™ (10pcs),56.60,12.59,Ayam Goreng & Nuggets,Regular
72,2022/11/25,Fri,Malaysia,Ayam Goreng McD™ (5pcs),31.13,6.93,Ayam Goreng & Nuggets,Regular
73,2022/11/25,Fri,Malaysia,Ayam Goreng McD™ Mixed (2pcs),14.15,3.15,Ayam Goreng & Nuggets,Regular
74,2022/11/25,Fri,Malaysia,Ayam Goreng McD™ Mixed (3pcs),16.98,3.78,Ayam Goreng & Nuggets,Regular
75,2022/11/25,Fri,Malaysia,Ayam Goreng McD™ Regular (2pcs) ,14.15,3.15,Ayam Goreng & Nuggets,Regular
76,2022/11/25,Fri,Malaysia,Ayam Goreng McD™ Spicy (2pcs),14.15,3.15,Ayam Goreng & Nuggets,Regular
77,2022/11/25,Fri,Malaysia,Ayam Goreng McD™ Regular (3pcs),16.98,3.78,Ayam Goreng & Nuggets,Regular
