,Date,Day,Territory,Menu Item,Price (AUD),Price (USD),Category,Menu
1,2024/05/26,Sun,Australia,Chicken & Bacon McMuffin,7.85,5.20,Most Popular,Breakfast Menu
2,2024/05/26,Sun,Australia,Chicken McMuffin,6.85,4.54,Most Popular,Breakfast Menu
3,2024/05/26,Sun,Australia,Mighty McMuffin,8.65,5.73,Most Popular,Breakfast Menu
4,2024/05/26,Sun,Australia,Bacon & Egg McMuffin,6.95,4.61,Most Popular,Breakfast Menu
5,2024/05/26,Sun,Australia,Sausage & Egg McMuffin,6.95,4.61,Most Popular,Breakfast Menu
6,2024/05/26,Sun,Australia,Hash Brown,3.65,2.42,Most Popular,Breakfast Menu
7,2024/05/26,Sun,Australia,Hotcakes with Butter & Syrup,7.55,5.00,Most Popular,Breakfast Menu
8,2024/05/26,Sun,Australia,Small Spicy Shaker Fries,4.45,2.95,All Day Menu,Breakfast Menu
9,2024/05/26,Sun,Australia,Small Fries,3.95,2.62,All Day Menu,Breakfast Menu
10,2024/05/26,Sun,Australia,Chicken & Bacon McMuffin,7.85,5.20,McMuffins,Breakfast Menu
11,2024/05/26,Sun,Australia,Chicken McMuffin,6.85,4.54,McMuffins,Breakfast Menu
12,2024/05/26,Sun,Australia,Mighty McMuffin,8.65,5.73,McMuffins,Breakfast Menu
13,2024/05/26,Sun,Australia,Double Bacon & Egg McMuffin,7.80,5.17,McMuffins,Breakfast Menu
14,2024/05/26,Sun,Australia,Bacon & Egg McMuffin,6.95,4.61,McMuffins,Breakfast Menu
15,2024/05/26,Sun,Australia,Big Brekkie Burger,10.15,6.73,McMuffins,Breakfast Menu
16,2024/05/26,Sun,Australia,Double Sausage & Egg McMuffin,8.25,5.47,McMuffins,Breakfast Menu
17,2024/05/26,Sun,Australia,Sausage & Egg McMuffin,6.95,4.61,McMuffins,Breakfast Menu
18,2024/05/26,Sun,Australia,Sausage McMuffin,5.95,3.94,McMuffins,Breakfast Menu
19,2024/05/26,Sun,Australia,Double Sausage McMuffin,7.80,5.17,McMuffins,Breakfast Menu
20,2024/05/26,Sun,Australia,Small Chocolate Shake,5.65,3.74,Shakes & Frappes,Breakfast Menu
21,2024/05/26,Sun,Australia,Small Strawberry Shake,5.65,3.74,Shakes & Frappes,Breakfast Menu
22,2024/05/26,Sun,Australia,Small Vanilla Shake,5.65,3.74,Shakes & Frappes,Breakfast Menu
23,2024/05/26,Sun,Australia,Medium Chocolate Frappé,6.55,4.34,Shakes & Frappes,Breakfast Menu
24,2024/05/26,Sun,Australia,Medium Coffee Frappé,6.55,4.34,Shakes & Frappes,Breakfast Menu
25,2024/05/26,Sun,Australia,Medium Salted Caramel Frappé,6.55,4.34,Shakes & Frappes,Breakfast Menu
26,2024/05/26,Sun,Australia,AFL Captain Cards,2.00,1.33,Shakes & Frappes,Breakfast Menu
27,2024/05/26,Sun,Australia,Small Frozen Coke® K-Wave,4.50,2.98,Soft Drinks,Breakfast Menu
28,2024/05/26,Sun,Australia,Small Coke®,4.50,2.98,Soft Drinks,Breakfast Menu
29,2024/05/26,Sun,Australia,Hot Cross Bun with Cadbury® Choc Chips,2.50,1.66,Desserts,Breakfast Menu
30,2024/05/26,Sun,Australia,Fruit Hot Cross Bun,2.50,1.66,Desserts,Breakfast Menu
31,2024/05/26,Sun,Australia,Apple Crumble Muffin,5.55,3.68,Desserts,Breakfast Menu
32,2024/05/26,Sun,Australia,Double Choc Muffin,5.55,3.68,Desserts,Breakfast Menu
33,2024/05/26,Sun,Australia,Caramello® McFlurry,7.10,4.71,Desserts,Breakfast Menu
34,2024/05/26,Sun,Australia,Caramel Sundae,5.55,3.68,Desserts,Breakfast Menu
35,2024/05/26,Sun,Australia,Strawberry Sundae,5.55,3.68,Desserts,Breakfast Menu
36,2024/05/26,Sun,Australia,Hot Fudge Sundae,5.55,3.68,Desserts,Breakfast Menu
37,2024/05/26,Sun,Australia,Hot Apple Pie,4.35,2.88,Desserts,Breakfast Menu
38,2024/05/26,Sun,Australia,M&M'S® MINIS McFlurry,7.10,4.71,Desserts,Breakfast Menu
39,2024/05/26,Sun,Australia,Chicken & Bacon McMuffin,7.85,5.20,More Brekkie Favourites,Breakfast Menu
40,2024/05/26,Sun,Australia,Chicken McMuffin,6.85,4.54,More Brekkie Favourites,Breakfast Menu
41,2024/05/26,Sun,Australia,Fruit Hot Cross Bun,2.50,1.66,More Brekkie Favourites,Breakfast Menu
42,2024/05/26,Sun,Australia,Double Choc Muffin,5.55,3.68,More Brekkie Favourites,Breakfast Menu
43,2024/05/26,Sun,Australia,Hot Cross Bun with Cadbury® Choc Chips,2.50,1.66,More Brekkie Favourites,Breakfast Menu
44,2024/05/26,Sun,Australia,Apple Crumble Muffin,5.55,3.68,More Brekkie Favourites,Breakfast Menu
45,2024/05/26,Sun,Australia,Hash Brown,3.65,2.42,More Brekkie Favourites,Breakfast Menu
46,2024/05/26,Sun,Australia,Big Brekkie Burger,10.15,6.73,More Brekkie Favourites,Breakfast Menu
47,2024/05/26,Sun,Australia,Hotcakes with Butter & Syrup,7.55,5.00,More Brekkie Favourites,Breakfast Menu
48,2024/05/26,Sun,Australia,Apple Slices,3.85,2.55,More Brekkie Favourites,Breakfast Menu
49,2024/05/26,Sun,Australia,Spicy Shaker Seasoning,0.50,0.33,Breakfast Condiments,Breakfast Menu
50,2024/05/26,Sun,Australia,Feisty Hot Sauce,0.75,0.50,Breakfast Condiments,Breakfast Menu
51,2024/05/26,Sun,Australia,Hot Cake Syrup,1.10,0.73,Breakfast Condiments,Breakfast Menu
52,2024/05/26,Sun,Australia,Sweet 'n Sour Sauce,0.75,0.50,Breakfast Condiments,Breakfast Menu
53,2024/05/26,Sun,Australia,Barbecue Sauce,0.75,0.50,Breakfast Condiments,Breakfast Menu
54,2024/05/26,Sun,Australia,McChicken Sauce,0.75,0.50,Breakfast Condiments,Breakfast Menu
55,2024/05/26,Sun,Australia,Mustard Sauce,0.75,0.50,Breakfast Condiments,Breakfast Menu
56,2024/05/26,Sun,Australia,Ketchup,0.30,0.20,Breakfast Condiments,Breakfast Menu
57,2024/05/26,Sun,Australia,AFL Captain Cards,2.00,1.33,Breakfast Condiments,Breakfast Menu
58,2024/05/26,Sun,Australia,Small Iced Latté McCafé,5.50,3.65,McCafe Drinks,Breakfast Menu
59,2024/05/26,Sun,Australia,Small Cappuccino McCafe,5.15,3.41,McCafe Drinks,Breakfast Menu
60,2024/05/26,Sun,Australia,Small Flat White McCafe,5.15,3.41,McCafe Drinks,Breakfast Menu
61,2024/05/26,Sun,Australia,Small Long Black McCafe,5.15,3.41,McCafe Drinks,Breakfast Menu
62,2024/05/26,Sun,Australia,Small Hot Chocolate McCafé,5.15,3.41,McCafe Drinks,Breakfast Menu
63,2024/05/26,Sun,Australia,Small Latté McCafe,5.15,3.41,McCafe Drinks,Breakfast Menu
