,Date,Day,Territory,Menu Item,Price (TWD),Price (USD),Category,Menu
1,2024/07/03,Wed,Taiwan,Slightly Stringy Cheese Patty Double Beef Cheese Burger Meal,210.00,6.44,Promotion,Regular
2,2024/07/03,Wed,Taiwan,Slightly Stringy Cheese Patty Pork Cheese Burger Meal,210.00,6.44,Promotion,Regular
3,2024/07/03,Wed,Taiwan,Double Beef Cheese Burger Meal,190.00,5.82,Promotion,Regular
4,2024/07/03,Wed,Taiwan,Pork Cheese Burger Meal,190.00,5.82,Promotion,Regular
5,2024/07/03,Wed,Taiwan,Coke Combo-Slightly Stringy Cheese Patty Double Beef Cheese Burger (Drumsticks & thighs are distributed randomly),269.00,8.25,Promotion,Regular
6,2024/07/03,Wed,Taiwan,Coke Combo-Slightly Stringy Cheese Patty Pork Cheese Burge (Drumsticks & thighs are distributed randomly),269.00,8.25,Promotion,Regular
7,2024/07/03,Wed,Taiwan,Slightly Stringy Cheese Sharing Meal,520.00,15.94,Promotion,Regular
8,2024/07/03,Wed,Taiwan,Double Filet-O-Fish Meal,181.00,5.55,Promotion,Regular
9,2024/07/03,Wed,Taiwan,R&F Eco Bag (Ronald/Birdie),59.00,1.81,Promotion,Regular
10,2024/07/03,Wed,Taiwan,R&F Eco Bag (Hamburglar/Grimace),59.00,1.81,Promotion,Regular
11,2024/07/03,Wed,Taiwan,Breakfast  2 Burger Combo Meal,209.00,6.41,Promotion,Breakfast
12,2024/07/03,Wed,Taiwan,Double Filet-O-Fish Meal,142.00,4.35,Promotion,Breakfast
13,2024/07/03,Wed,Taiwan,R&F Eco Bag (Ronald/Birdie),59.00,1.81,Promotion,Breakfast
14,2024/07/03,Wed,Taiwan,R&F Eco Bag (Hamburglar/Grimace),59.00,1.81,Promotion,Breakfast
15,2024/07/03,Wed,Taiwan,Slightly Stringy Cheese Sharing Meal,520.00,15.94,Happy Sharing Meal,Regular
16,2024/07/03,Wed,Taiwan,Chicken McNuggets & Chicken McCrispy Happy Sharing Meal (Original / Spicy) (Drumsticks & thighs are distributed randomly),580.00,17.78,Happy Sharing Meal,Regular
17,2024/07/03,Wed,Taiwan,Original Chicken McCrispy Happy Sharing Meal (Drumsticks & thighs are distributed randomly),490.00,15.02,Happy Sharing Meal,Regular
18,2024/07/03,Wed,Taiwan,30pcs Chicken McNuggets Happy Sharing Meal,359.00,11.00,Happy Sharing Meal,Regular
19,2024/07/03,Wed,Taiwan,Spicy Chicken Wings Happy Sharing Meal,319.00,9.78,Happy Sharing Meal,Regular
20,2024/07/03,Wed,Taiwan,20pcs Chicken McNuggets Happy Sharing Meal,269.00,8.25,Happy Sharing Meal,Regular
21,2024/07/03,Wed,Taiwan,2 Burger Combo Meal,319.00,9.78,Happy Sharing Meal,Regular
22,2024/07/03,Wed,Taiwan,Mushroom Crispy Chicken Burger,130.00,3.98,Signature,Regular
23,2024/07/03,Wed,Taiwan,Parmesan Angus Beef Burger,125.00,3.83,Signature,Regular
24,2024/07/03,Wed,Taiwan,Parmesan Crispy Chicken Burger,125.00,3.83,Signature,Regular
25,2024/07/03,Wed,Taiwan,BLT Angus Beef Burger,120.00,3.68,Signature,Regular
26,2024/07/03,Wed,Taiwan,BLT Grilled Chicken Burger,120.00,3.68,Signature,Regular
27,2024/07/03,Wed,Taiwan,Mushroom Angus Beef Burger,130.00,3.98,Signature,Regular
28,2024/07/03,Wed,Taiwan,Caesar Salad w/Spicy Chicken Filet,110.00,3.37,Signature,Regular
29,2024/07/03,Wed,Taiwan,Italian Grilled Chicken Salad,110.00,3.37,Signature,Regular
30,2024/07/03,Wed,Taiwan,Late Night Meal - Chicken McNuggets (10pcs) + Chicken McCrispy (2pcs) (Original / Spicy)(Drumsticks & thighs are distributed randomly),288.00,8.83,late night item (22:00-03:00),Regular
31,2024/07/03,Wed,Taiwan,Late Night Meal - Chicken McNuggets (6pcs)+Chicken McCrispy (1pc) (Original / Spicy) (Drumsticks & thighs are distributed randomly),188.00,5.76,late night item (22:00-03:00),Regular
32,2024/07/03,Wed,Taiwan,Late Night Meal –Chicken McNuggets (12pcs),188.00,5.76,late night item (22:00-03:00),Regular
33,2024/07/03,Wed,Taiwan,Slightly Stringy Cheese-Double Beef  Burger,129.00,3.95,Ala Carte & Value Meals,Regular
34,2024/07/03,Wed,Taiwan,Slightly Stringy Cheese Patty Pork Cheese Burger,129.00,3.95,Ala Carte & Value Meals,Regular
35,2024/07/03,Wed,Taiwan,Pork Cheese Burger,109.00,3.34,Ala Carte & Value Meals,Regular
36,2024/07/03,Wed,Taiwan,Double Beef Cheese Burger,109.00,3.34,Ala Carte & Value Meals,Regular
37,2024/07/03,Wed,Taiwan,Double Filet-O-Fish,100.00,3.07,Ala Carte & Value Meals,Regular
38,2024/07/03,Wed,Taiwan,Filet-O-Fish,60.00,1.84,Ala Carte & Value Meals,Regular
39,2024/07/03,Wed,Taiwan,Double Classic Angus Beef Burger,135.00,4.14,Ala Carte & Value Meals,Regular
40,2024/07/03,Wed,Taiwan,Classic Angus Beef Burger,90.00,2.76,Ala Carte & Value Meals,Regular
41,2024/07/03,Wed,Taiwan,Big Mac,80.00,2.45,Ala Carte & Value Meals,Regular
42,2024/07/03,Wed,Taiwan,Double Cheeseburger,75.00,2.30,Ala Carte & Value Meals,Regular
43,2024/07/03,Wed,Taiwan,Grilled BBQ Chicken Burger,80.00,2.45,Ala Carte & Value Meals,Regular
44,2024/07/03,Wed,Taiwan,Original / Spicy Chicken McCrispy (2pcs) (Drumsticks &thighs are distributed randomly),125.00,3.83,Ala Carte & Value Meals,Regular
45,2024/07/03,Wed,Taiwan,Chicken McNuggets (10pcs),109.00,3.34,Ala Carte & Value Meals,Regular
46,2024/07/03,Wed,Taiwan,Chicken McNuggets (6pcs),69.00,2.12,Ala Carte & Value Meals,Regular
47,2024/07/03,Wed,Taiwan,Spicy Chicken Filet,80.00,2.45,Ala Carte & Value Meals,Regular
48,2024/07/03,Wed,Taiwan,Double McChicken Burger,79.00,2.42,Ala Carte & Value Meals,Regular
49,2024/07/03,Wed,Taiwan,McChicken,49.00,1.50,Ala Carte & Value Meals,Regular
50,2024/07/03,Wed,Taiwan,Caramel Milk Tea (Iced),68.00,2.08,McCafé,Regular
51,2024/07/03,Wed,Taiwan,Honey Milk Tea (Iced),68.00,2.08,McCafé,Regular
52,2024/07/03,Wed,Taiwan,Honey Black Tea (Iced),58.00,1.78,McCafé,Regular
53,2024/07/03,Wed,Taiwan,Honey Milk Tea (Hot),68.00,2.08,McCafé,Regular
54,2024/07/03,Wed,Taiwan,Latte (Iced) (No sugar),75.00,2.30,McCafé,Regular
55,2024/07/03,Wed,Taiwan,Americano (Iced)(No sugar),65.00,1.99,McCafé,Regular
56,2024/07/03,Wed,Taiwan,Latte (Hot),75.00,2.30,McCafé,Regular
57,2024/07/03,Wed,Taiwan,Americano (Hot),65.00,1.99,McCafé,Regular
58,2024/07/03,Wed,Taiwan,Chocolate (Hot),70.00,2.15,McCafé,Regular
59,2024/07/03,Wed,Taiwan,Evian Water,48.00,1.47,McCafé,Regular
60,2024/07/03,Wed,Taiwan,Caramel Milk Tea (Iced),68.00,2.08,Beverage,Regular
61,2024/07/03,Wed,Taiwan,Sugar-free Black Tea (Iced),41.00,1.26,Beverage,Regular
62,2024/07/03,Wed,Taiwan,Sugar-free Green Tea (Iced),41.00,1.26,Beverage,Regular
63,2024/07/03,Wed,Taiwan,Coca-Cola(M),38.00,1.16,Beverage,Regular
64,2024/07/03,Wed,Taiwan,Lemon Flavored Black Tea (Iced),38.00,1.16,Beverage,Regular
65,2024/07/03,Wed,Taiwan,Sprite(M),38.00,1.16,Beverage,Regular
66,2024/07/03,Wed,Taiwan,Zero Coke(M),38.00,1.16,Beverage,Regular
67,2024/07/03,Wed,Taiwan,Taiwan Fresh Orange Juice,66.00,2.02,Beverage,Regular
68,2024/07/03,Wed,Taiwan,Milk Tea (Hot),48.00,1.47,Beverage,Regular
