,Date,Day,Territory,Menu Item,Price (FJD),Price (USD),Category,Menu
1,2024/06/13,Thu,Fiji,Big Mac (S/R) -Beef,14.75,6.63,Classic McValue Meals,Regular
2,2024/06/13,Thu,Fiji,Cheeseburger (S/R) - Beef,10.95,4.92,Classic McValue Meals,Regular
3,2024/06/13,Thu,Fiji,Quarter Pounder (S/R) - Beef,14.95,6.72,Classic McValue Meals,Regular
4,2024/06/13,Thu,Fiji,Filet-O-Fish (S/R),12.55,5.64,Classic McValue Meals,Regular
5,2024/06/13,Thu,Fiji,McFeast (S/R) - Beef,16.55,7.44,Classic McValue Meals,Regular
6,2024/06/13,Thu,Fiji,Double Cheeseburger (S/R) - Beef,13.95,6.27,Classic McValue Meals,Regular
7,2024/06/13,Thu,Fiji,Vege McWrap (S/R),13.45,6.05,Classic McValue Meals,Regular
8,2024/06/13,Thu,Fiji,Filet McWrap (S/R),13.95,6.27,Classic McValue Meals,Regular
9,2024/06/13,Thu,Fiji,McChicken (S/R),14.35,6.45,Chicken Mcvalue Meals,Regular
10,2024/06/13,Thu,Fiji,2pc Hot And Spicy (S/R),13.95,6.27,Chicken Mcvalue Meals,Regular
11,2024/06/13,Thu,Fiji,3pc Hot And Spicy (S/R),18.95,8.52,Chicken Mcvalue Meals,Regular
12,2024/06/13,Thu,Fiji,5pc Hot And Spicy (S/R),27.75,12.47,Chicken Mcvalue Meals,Regular
13,2024/06/13,Thu,Fiji,6pk McNuggets (S/R),13.50,6.07,Chicken Mcvalue Meals,Regular
14,2024/06/13,Thu,Fiji,10pk McNuggets (S/R),16.35,7.35,Chicken Mcvalue Meals,Regular
15,2024/06/13,Thu,Fiji,Chicken Aioli McWrap (S/R),13.95,6.27,Chicken Mcvalue Meals,Regular
16,2024/06/13,Thu,Fiji,Cheeseburger Happy Meal (Beef),12.95,5.82,Happy Meals,Regular
17,2024/06/13,Thu,Fiji,Junior Burger Happy Meal (Beef),12.95,5.82,Happy Meals,Regular
18,2024/06/13,Thu,Fiji,4pk Chicken McNuggets Happy Meal,12.95,5.82,Happy Meals,Regular
19,2024/06/13,Thu,Fiji,Big Mac (Beef),10.25,4.61,Classic Favourites,Regular
20,2024/06/13,Thu,Fiji,Cheeseburger (Beef),6.65,2.99,Classic Favourites,Regular
21,2024/06/13,Thu,Fiji,Quarter Pounder (Beef),10.95,4.92,Classic Favourites,Regular
22,2024/06/13,Thu,Fiji,Filet-O-Fish,8.45,3.80,Classic Favourites,Regular
23,2024/06/13,Thu,Fiji,McFeast (Beef),12.95,5.82,Classic Favourites,Regular
24,2024/06/13,Thu,Fiji,Double Cheeseburger (Beef),10.45,4.70,Classic Favourites,Regular
25,2024/06/13,Thu,Fiji,Salad Burger,7.95,3.57,Classic Favourites,Regular
26,2024/06/13,Thu,Fiji,Vege McWrap,9.85,4.43,Classic Favourites,Regular
27,2024/06/13,Thu,Fiji,Filet McWrap,10.75,4.83,Classic Favourites,Regular
28,2024/06/13,Thu,Fiji,3pc Hot And Spicy Chicken,15.95,7.17,Chicken Favourites,Regular
29,2024/06/13,Thu,Fiji,5pc Hot And Spicy Chicken,24.55,11.03,Chicken Favourites,Regular
30,2024/06/13,Thu,Fiji,6pk McNuggets,7.95,3.57,Chicken Favourites,Regular
31,2024/06/13,Thu,Fiji,10pk McNuggets,11.95,5.37,Chicken Favourites,Regular
32,2024/06/13,Thu,Fiji,Chicken Aioli McWrap,10.95,4.92,Chicken Favourites,Regular
33,2024/06/13,Thu,Fiji,McChicken,9.85,4.43,Chicken Favourites,Regular
34,2024/06/13,Thu,Fiji,Apple Pie,6.15,2.76,Sides And Condiments,Regular
35,2024/06/13,Thu,Fiji,Sweet And Sour Sauce,0.50,0.22,Sides And Condiments,Regular
36,2024/06/13,Thu,Fiji,Ketchup Packet,0.25,0.11,Sides And Condiments,Regular
37,2024/06/13,Thu,Fiji,Fries (S/R),4.15,1.87,Sides And Condiments,Regular
38,2024/06/13,Thu,Fiji,McCafe Iced Lemon Tea,7.75,3.48,McCafe Drinks,Regular
39,2024/06/13,Thu,Fiji,McCafe Iced Mango Tea,7.75,3.48,McCafe Drinks,Regular
40,2024/06/13,Thu,Fiji,McCafe Iced Peach Tea,7.75,3.48,McCafe Drinks,Regular
41,2024/06/13,Thu,Fiji,6pk No Chicken Nuggets,9.95,4.47,Promotions,Regular
42,2024/06/13,Thu,Fiji,10pk No Chicken Nuggets,14.95,6.72,Promotions,Regular
43,2024/06/13,Thu,Fiji,Potato Pancakes x 2,2.65,1.19,Promotions,Regular
44,2024/06/13,Thu,Fiji,Sweet Thai Chili Sauce,1.00,0.45,Promotions,Regular
