,Date,Day,Territory,Menu Item,Price (FJD),Price (USD),Category,Menu
1,2024/10/18,Fri,Fiji,Big Mac (S/R) -Beef,14.75,6.61,Classic McValue Meals,Regular
2,2024/10/18,Fri,Fiji,Cheeseburger (S/R) - Beef,10.95,4.91,Classic McValue Meals,Regular
3,2024/10/18,Fri,Fiji,Quarter Pounder (S/R) - Beef,14.95,6.70,Classic McValue Meals,Regular
4,2024/10/18,Fri,Fiji,Filet-O-Fish (S/R),12.55,5.62,Classic McValue Meals,Regular
5,2024/10/18,Fri,Fiji,McFeast (S/R) - Beef,16.55,7.42,Classic McValue Meals,Regular
6,2024/10/18,Fri,Fiji,Double Cheeseburger (S/R) - Beef,13.95,6.25,Classic McValue Meals,Regular
7,2024/10/18,Fri,Fiji,Vege McWrap (S/R),13.45,6.03,Classic McValue Meals,Regular
8,2024/10/18,Fri,Fiji,Filet McWrap (S/R),13.95,6.25,Classic McValue Meals,Regular
9,2024/10/18,Fri,Fiji,McChicken (S/R),14.35,6.43,Chicken Mcvalue Meals,Regular
10,2024/10/18,Fri,Fiji,6pk McNuggets (S/R),13.50,6.05,Chicken Mcvalue Meals,Regular
11,2024/10/18,Fri,Fiji,10pk McNuggets (S/R),16.35,7.33,Chicken Mcvalue Meals,Regular
12,2024/10/18,Fri,Fiji,Chicken Aioli McWrap (S/R),13.95,6.25,Chicken Mcvalue Meals,Regular
13,2024/10/18,Fri,Fiji,Cheeseburger Happy Meal (Beef),12.95,5.80,Happy Meals,Regular
14,2024/10/18,Fri,Fiji,Junior Burger Happy Meal (Beef),12.95,5.80,Happy Meals,Regular
15,2024/10/18,Fri,Fiji,4pk Chicken McNuggets Happy Meal,12.95,5.80,Happy Meals,Regular
16,2024/10/18,Fri,Fiji,Big Mac (Beef),10.25,4.59,Classic Favourites,Regular
17,2024/10/18,Fri,Fiji,Cheeseburger (Beef),6.65,2.98,Classic Favourites,Regular
18,2024/10/18,Fri,Fiji,Quarter Pounder (Beef),10.95,4.91,Classic Favourites,Regular
19,2024/10/18,Fri,Fiji,Filet-O-Fish,8.45,3.79,Classic Favourites,Regular
20,2024/10/18,Fri,Fiji,McFeast (Beef),12.95,5.80,Classic Favourites,Regular
21,2024/10/18,Fri,Fiji,Double Cheeseburger (Beef),10.45,4.68,Classic Favourites,Regular
22,2024/10/18,Fri,Fiji,Salad Burger,7.95,3.56,Classic Favourites,Regular
23,2024/10/18,Fri,Fiji,Vege McWrap,9.85,4.41,Classic Favourites,Regular
24,2024/10/18,Fri,Fiji,Filet McWrap,10.75,4.82,Classic Favourites,Regular
25,2024/10/18,Fri,Fiji,6pk McNuggets,7.95,3.56,Chicken Favourites,Regular
26,2024/10/18,Fri,Fiji,10pk McNuggets,11.95,5.35,Chicken Favourites,Regular
27,2024/10/18,Fri,Fiji,Chicken Aioli McWrap,10.95,4.91,Chicken Favourites,Regular
28,2024/10/18,Fri,Fiji,McChicken,9.85,4.41,Chicken Favourites,Regular
29,2024/10/18,Fri,Fiji,Apple Pie,6.15,2.76,Sides And Condiments,Regular
30,2024/10/18,Fri,Fiji,Sweet And Sour Sauce,0.50,0.22,Sides And Condiments,Regular
31,2024/10/18,Fri,Fiji,Ketchup Packet,0.25,0.11,Sides And Condiments,Regular
32,2024/10/18,Fri,Fiji,Mayonnaise Packet,0.50,0.22,Sides And Condiments,Regular
33,2024/10/18,Fri,Fiji,Fries (S/R),4.15,1.86,Sides And Condiments,Regular
34,2024/10/18,Fri,Fiji,McCafe Iced Lemon Tea,7.75,3.47,McCafe Drinks,Regular
35,2024/10/18,Fri,Fiji,McCafe Iced Mango Tea,7.75,3.47,McCafe Drinks,Regular
36,2024/10/18,Fri,Fiji,McCafe Iced Peach Tea,7.75,3.47,McCafe Drinks,Regular
37,2024/10/18,Fri,Fiji,6pk No Chicken Nuggets,9.95,4.46,Promotions,Regular
38,2024/10/18,Fri,Fiji,10pk No Chicken Nuggets,14.95,6.70,Promotions,Regular
39,2024/10/18,Fri,Fiji,Sweet Thai Chili Sauce,1.00,0.45,Promotions,Regular
40,2024/10/18,Fri,Fiji,2pc Hot And Spicy (S/R),13.95,6.25,Chicken Mcvalue Meals,Regular
41,2024/10/18,Fri,Fiji,3pc Hot And Spicy (S/R),18.95,8.49,Chicken Mcvalue Meals,Regular
42,2024/10/18,Fri,Fiji,5pc Hot And Spicy (S/R),27.75,12.43,Chicken Mcvalue Meals,Regular
43,2024/10/18,Fri,Fiji,3pc Hot And Spicy Chicken,15.95,7.15,Chicken Favourites,Regular
44,2024/10/18,Fri,Fiji,5pc Hot And Spicy Chicken,24.55,11.00,Chicken Favourites,Regular
45,2024/10/18,Fri,Fiji,Chicken Sharebox,54.95,24.62,Promotions,Regular
46,2024/10/18,Fri,Fiji,Beef Sharebox,54.95,24.62,Promotions,Regular
