,Date,Day,Territory,Menu Item,Price (FJD),Price (USD),Category,Menu
1,2024/01/07,Sun,Fiji,10pk McNuggets (S/R),16.35,7.35,Chicken Mcvalue Meals,Regular
2,2024/01/07,Sun,Fiji,Big Mac (S/R) -Beef,14.55,6.54,Classic McValue Meals,Regular
3,2024/01/07,Sun,Fiji,Cheeseburger (S/R) - Beef,10.95,4.92,Classic McValue Meals,Regular
4,2024/01/07,Sun,Fiji,Filet-O-Fish (S/R),12.15,5.46,Classic McValue Meals,Regular
5,2024/01/07,Sun,Fiji,Double Cheeseburger (S/R) - Beef,13.95,6.27,Classic McValue Meals,Regular
6,2024/01/07,Sun,Fiji,Salad Burger (S/R),10.95,4.92,Classic McValue Meals,Regular
7,2024/01/07,Sun,Fiji,McChicken (S/R),14.35,6.45,Chicken Mcvalue Meals,Regular
8,2024/01/07,Sun,Fiji,2pc Hot And Spicy (S/R),14.15,6.36,Chicken Mcvalue Meals,Regular
9,2024/01/07,Sun,Fiji,3pc Hot And Spicy (S/R),19.10,8.59,Chicken Mcvalue Meals,Regular
10,2024/01/07,Sun,Fiji,5pc Hot And Spicy (S/R),27.70,12.46,Chicken Mcvalue Meals,Regular
11,2024/01/07,Sun,Fiji,6pk McNuggets (S/R),13.50,6.07,Chicken Mcvalue Meals,Regular
12,2024/01/07,Sun,Fiji,Cheeseburger Happy Meal (Beef),12.65,5.69,Happy Meals,Regular
13,2024/01/07,Sun,Fiji,Junior Burger Happy Meal (Beef),12.65,5.69,Happy Meals,Regular
14,2024/01/07,Sun,Fiji,4pk Chicken McNuggets Happy Meal,12.65,5.69,Happy Meals,Regular
15,2024/01/07,Sun,Fiji,Big Mac (Beef),10.15,4.57,Classic Favourites,Regular
16,2024/01/07,Sun,Fiji,Cheeseburger (Beef),6.55,2.95,Classic Favourites,Regular
17,2024/01/07,Sun,Fiji,Filet-O-Fish,7.65,3.44,Classic Favourites,Regular
18,2024/01/07,Sun,Fiji,Double Cheeseburger (Beef),10.25,4.61,Classic Favourites,Regular
19,2024/01/07,Sun,Fiji,Salad Burger,7.45,3.35,Classic Favourites,Regular
20,2024/01/07,Sun,Fiji,Vege McWrap,9.85,4.43,Classic Favourites,Regular
21,2024/01/07,Sun,Fiji,3pc Hot And Spicy Chicken,15.15,6.81,Chicken Favourites,Regular
22,2024/01/07,Sun,Fiji,5pc Hot And Spicy Chicken,24.25,10.91,Chicken Favourites,Regular
23,2024/01/07,Sun,Fiji,6pk McNuggets,7.95,3.58,Chicken Favourites,Regular
24,2024/01/07,Sun,Fiji,10pk McNuggets,11.95,5.37,Chicken Favourites,Regular
25,2024/01/07,Sun,Fiji,McChicken,9.75,4.39,Chicken Favourites,Regular
26,2024/01/07,Sun,Fiji,Ketchup Packet,0.25,0.11,Sides And Condiments,Regular
27,2024/01/07,Sun,Fiji,Mayonnaise Packet,0.50,0.22,Sides And Condiments,Regular
28,2024/01/07,Sun,Fiji,Fries (S/R),4.15,1.87,Sides And Condiments,Regular
29,2024/01/07,Sun,Fiji,McCafe Iced Lemon Tea,7.75,3.49,McCafe Drinks,Regular
30,2024/01/07,Sun,Fiji,McCafe Iced Mango Tea,7.75,3.49,McCafe Drinks,Regular
31,2024/01/07,Sun,Fiji,McCafe Iced Peach Tea,7.75,3.49,McCafe Drinks,Regular
32,2024/01/07,Sun,Fiji,Sweet Thai Chili Sauce,1.00,0.45,Promotions,Regular
33,2024/01/07,Sun,Fiji,Garlic Aioli Sauce,1.00,0.45,Promotions,Regular
34,2024/01/07,Sun,Fiji,Sweet Potato Fries w/ garlic aioli sauce,6.95,3.13,Promotions,Regular
35,2024/01/07,Sun,Fiji,Potato Pancakes x 2,2.65,1.19,Promotions,Regular
36,2024/01/07,Sun,Fiji,10pk No Chicken Nuggets,14.95,6.72,Promotions,Regular
37,2024/01/07,Sun,Fiji,10pk No Chicken Nuggets Meal,17.95,8.07,Promotions,Regular
38,2024/01/07,Sun,Fiji,6pk No Chicken Nuggets,9.95,4.48,Promotions,Regular
39,2024/01/07,Sun,Fiji,6pk No Chicken Nuggets Meal,13.95,6.27,Promotions,Regular
