,Date,Day,Territory,Menu Item,Price (MYR),Price (USD),Category,Menu
1,2024/09/18,Wed,Malaysia,Ayam Goreng McD™ Spicy (2pcs),14.62,3.43,Promotion,Regular
2,2024/09/18,Wed,Malaysia,Ayam Goreng McD™ Regular (2pcs) ,14.62,3.43,Promotion,Regular
3,2024/09/18,Wed,Malaysia,Nasi McD + 1pc Ayam Goreng McD™,10.94,2.57,Promotion,Regular
4,2024/09/18,Wed,Malaysia,Ayam Goreng McD™ Mixed (2pcs),14.62,3.43,Promotion,Regular
5,2024/09/18,Wed,Malaysia,Ayam Goreng McD™ Spicy (3pcs),18.40,4.32,Promotion,Regular
6,2024/09/18,Wed,Malaysia,Ayam Goreng McD™ Regular (3pcs),18.40,4.32,Promotion,Regular
7,2024/09/18,Wed,Malaysia,Ayam Goreng McD™ Mixed (3pcs),18.40,4.32,Promotion,Regular
8,2024/09/18,Wed,Malaysia,Chocolate Oreo® McFlurry™,8.25,1.94,Promotion,Regular
9,2024/09/18,Wed,Malaysia,Strawberry Oreo® McFlurry™,8.25,1.94,Promotion,Regular
10,2024/09/18,Wed,Malaysia,Strawberry Chocolate Pie,6.04,1.42,Promotion,Regular
11,2024/09/18,Wed,Malaysia,Orange McFizz™,6.70,1.57,Promotion,Regular
12,2024/09/18,Wed,Malaysia,OREO® McFlurry™,7.78,1.83,Promotion,Regular
13,2024/09/18,Wed,Malaysia,Chocolate Sundae & Chocolate,6.04,1.42,Promotion,Regular
14,2024/09/18,Wed,Malaysia,Chocolate Sundae & Strawberry,6.04,1.42,Promotion,Regular
15,2024/09/18,Wed,Malaysia,Ice Blended Mango Peach,10.28,2.41,Promotion,Regular
16,2024/09/18,Wed,Malaysia,Iced Mango Peach,5.66,1.33,Promotion,Regular
17,2024/09/18,Wed,Malaysia,Mekdi Lunch Box,25.00,5.87,Promotion,Regular
18,2024/09/18,Wed,Malaysia,Omelette Wrap with Hash Browns & Chicken Sausage,10.33,2.42,Promotion,Breakfast
19,2024/09/18,Wed,Malaysia,Omelette Wrap with Hash Browns & Crispy Chicken,10.33,2.42,Promotion,Breakfast
20,2024/09/18,Wed,Malaysia,Chocolate Oreo® McFlurry™,8.25,1.94,Promotion,Breakfast
21,2024/09/18,Wed,Malaysia,Strawberry Oreo® McFlurry™,8.25,1.94,Promotion,Breakfast
22,2024/09/18,Wed,Malaysia,Strawberry Chocolate Pie,6.04,1.42,Promotion,Breakfast
23,2024/09/18,Wed,Malaysia,Orange McFizz™,6.70,1.57,Promotion,Breakfast
24,2024/09/18,Wed,Malaysia,OREO® McFlurry™,7.78,1.83,Promotion,Breakfast
25,2024/09/18,Wed,Malaysia,Chocolate Sundae & Chocolate,6.04,1.42,Promotion,Breakfast
26,2024/09/18,Wed,Malaysia,Chocolate Sundae & Strawberry,6.04,1.42,Promotion,Breakfast
27,2024/09/18,Wed,Malaysia,Ice Blended Mango Peach,10.28,2.41,Promotion,Breakfast
28,2024/09/18,Wed,Malaysia,Iced Mango Peach,5.66,1.33,Promotion,Breakfast
29,2024/09/18,Wed,Malaysia,Mekdi Lunch Box,25.00,5.87,Promotion,Breakfast
30,2024/09/18,Wed,Malaysia,Spicy Tomato Chicken Wrap,12.22,2.87,McSaver Small Meals,Regular
31,2024/09/18,Wed,Malaysia,Chicken Burger,10.33,2.42,McSaver Small Meals,Regular
32,2024/09/18,Wed,Malaysia,Double Spicy Chicken with Cheese,12.22,2.87,McSaver Small Meals,Regular
33,2024/09/18,Wed,Malaysia,Spicy Beef Burger,11.27,2.64,McSaver Small Meals,Regular
34,2024/09/18,Wed,Malaysia,Spicy Beef Burger Special,12.22,2.87,McSaver Small Meals,Regular
35,2024/09/18,Wed,Malaysia,Spicy Beef Burger Special with Cheese,13.16,3.09,McSaver Small Meals,Regular
36,2024/09/18,Wed,Malaysia,Spicy Tomato Chicken Wrap,10.33,2.42,Burgers,Regular
37,2024/09/18,Wed,Malaysia,Spicy Beef Burger,9.39,2.20,Burgers,Regular
