,Date,Day,Territory,Menu Item,Price (BND),Price (USD),Category
1,2023/03/26,Sun,Brunei,Big Mac (Value Meal) — Medium,6.50,4.88,Regular Value Meal
2,2023/03/26,Sun,Brunei,Big Mac (Value Meal) — Large,7.10,5.33,Regular Value Meal
3,2023/03/26,Sun,Brunei,6 Pcs Fish Nuggets (Value Meal) — Medium,5.80,4.35,Regular Value Meal
4,2023/03/26,Sun,Brunei,6 Pcs Fish Nuggets (Value Meal) — Large,6.40,4.80,Regular Value Meal
5,2023/03/26,Sun,Brunei,2 Pcs Ayam Goreng Regular (Value Meal) — Medium,6.30,4.73,Regular Value Meal
6,2023/03/26,Sun,Brunei,2 Pcs Ayam Goreng Regular (Value Meal) — Large,6.90,5.18,Regular Value Meal
7,2023/03/26,Sun,Brunei,Double Cheeseburger (Value Meal) — Medium,6.20,4.65,Regular Value Meal
8,2023/03/26,Sun,Brunei,Double Cheeseburger (Value Meal) — Large,6.80,5.10,Regular Value Meal
9,2023/03/26,Sun,Brunei,Nasi Lemak Set B (1 Pc Chicken),5.20,3.90,Regular Value Meal
10,2023/03/26,Sun,Brunei,Nasi Lemak Set A (2 Pcs Chicken),6.70,5.03,Regular Value Meal
11,2023/03/26,Sun,Brunei,Big Mac (A La Carte),5.50,4.13,Regular Value Meal
12,2023/03/26,Sun,Brunei,6 Pcs Fish Nuggets (A La Carte),4.30,3.23,Regular Value Meal
13,2023/03/26,Sun,Brunei,Double Cheeseburger (A La Carte),5.10,3.83,Regular Value Meal
14,2023/03/26,Sun,Brunei,2 Pcs Ayam Goreng Spicy (A La Carte),5.30,3.98,Regular Value Meal
15,2023/03/26,Sun,Brunei,2 Pcs Ayam Goreng Regular (A La Carte),5.30,3.98,Regular Value Meal
16,2023/03/26,Sun,Brunei,Filet-O-Fish (Value Meal) — Medium,5.60,4.20,Regular Value Meal
17,2023/03/26,Sun,Brunei,Filet-O-Fish (Value Meal) — Large,6.20,4.65,Regular Value Meal
18,2023/03/26,Sun,Brunei,2 Pcs Ayam Goreng Spicy (Value Meal) — Medium,6.30,4.73,Regular Value Meal
19,2023/03/26,Sun,Brunei,2 Pcs Ayam Goreng Spicy (Value Meal) — Large,6.90,5.18,Regular Value Meal
20,2023/03/26,Sun,Brunei,Filet-O-Fish (A La Carte),3.80,2.85,Regular Value Meal
21,2023/03/26,Sun,Brunei,Chicken McNuggets — 6 Pieces - A la carte,4.60,3.45,Regular Value Meal
22,2023/03/26,Sun,Brunei,Chicken McNuggets — 6 Pieces - Medium Value Meal,6.10,4.58,Regular Value Meal
23,2023/03/26,Sun,Brunei,McChicken — Ala Carte,5.00,3.75,Regular Value Meal
24,2023/03/26,Sun,Brunei,McChicken — Medium,6.00,4.50,Regular Value Meal
25,2023/03/26,Sun,Brunei,McChicken — Large,6.60,4.95,Regular Value Meal
26,2023/03/26,Sun,Brunei,McChicken Deluxe — Ala Carte,5.20,3.90,Regular Value Meal
27,2023/03/26,Sun,Brunei,McChicken Deluxe — Medium,6.20,4.65,Regular Value Meal
28,2023/03/26,Sun,Brunei,McChicken Deluxe — Large,6.80,5.10,Regular Value Meal
29,2023/03/26,Sun,Brunei,Chicken Nuggets — 20 Pieces,12.60,9.46,Regular Value Meal
30,2023/03/26,Sun,Brunei,Chicken Nuggets — Ala Carte,6.30,4.73,Regular Value Meal
31,2023/03/26,Sun,Brunei,Chicken Nuggets — Medium,6.80,5.10,Regular Value Meal
32,2023/03/26,Sun,Brunei,Chicken Nuggets — Large,7.40,5.55,Regular Value Meal
33,2023/03/26,Sun,Brunei,Triple Cheeseburger (A La Carte),7.00,5.25,Regular Value Meal
34,2023/03/26,Sun,Brunei,Triple Cheeseburger — Medium,8.10,6.08,Regular Value Meal
35,2023/03/26,Sun,Brunei,Triple Cheeseburger — Large,8.70,6.53,Regular Value Meal
36,2023/03/26,Sun,Brunei,Happy Meal Beefburger,4.90,3.68,Happy Meal
37,2023/03/26,Sun,Brunei,Happy Meal Cheeseburger,5.20,3.90,Happy Meal
38,2023/03/26,Sun,Brunei,Happy Meal Fish Nuggets (4pcs),5.20,3.90,Happy Meal
39,2023/03/26,Sun,Brunei,Happy Meal Ayam Goreng McD (1pc),5.20,3.90,Happy Meal
40,2023/03/26,Sun,Brunei,Happy Meal Bubur McD (S),5.20,3.90,Happy Meal
