,Date,Day,Territory,Menu Item,Price (BND),Price (USD),Category
1,2022/09/02,Fri,Brunei,Big Mac (Value Meal) — Medium,6.50,4.64,Regular Value Meal
2,2022/09/02,Fri,Brunei,Big Mac (Value Meal) — Large,7.10,5.06,Regular Value Meal
3,2022/09/02,Fri,Brunei,Double Cheeseburger (Value Meal) — Medium,6.20,4.42,Regular Value Meal
4,2022/09/02,Fri,Brunei,Double Cheeseburger (Value Meal) — Large,6.80,4.85,Regular Value Meal
5,2022/09/02,Fri,Brunei,Spicy Chicken McDeluxe (Value Meal) — Medium,6.80,4.85,Regular Value Meal
6,2022/09/02,Fri,Brunei,Spicy Chicken McDeluxe (Value Meal) — Large,7.40,5.28,Regular Value Meal
7,2022/09/02,Fri,Brunei,2 Pcs Ayam Goreng Regular (Value Meal) — Medium,6.30,4.49,Regular Value Meal
8,2022/09/02,Fri,Brunei,2 Pcs Ayam Goreng Regular (Value Meal) — Large,6.90,4.92,Regular Value Meal
9,2022/09/02,Fri,Brunei,2 Pcs Ayam Goreng Spicy (Value Meal) — Medium,6.30,4.49,Regular Value Meal
10,2022/09/02,Fri,Brunei,2 Pcs Ayam Goreng Spicy (Value Meal) — Large,6.90,4.92,Regular Value Meal
11,2022/09/02,Fri,Brunei,Filet-O-Fish (Value Meal) — Medium,5.60,3.99,Regular Value Meal
12,2022/09/02,Fri,Brunei,Filet-O-Fish (Value Meal) — Large,6.20,4.42,Regular Value Meal
13,2022/09/02,Fri,Brunei,1 Pc Fish and Fries (Value Meal) — Large,5.80,4.14,Regular Value Meal
14,2022/09/02,Fri,Brunei,2 Pcs Fish and Fries (Value Meal) — Large,7.40,5.28,Regular Value Meal
15,2022/09/02,Fri,Brunei,6 Pcs Fish Nuggets (Value Meal) — Medium,5.80,4.14,Regular Value Meal
16,2022/09/02,Fri,Brunei,6 Pcs Fish Nuggets (Value Meal) — Large,6.40,4.56,Regular Value Meal
17,2022/09/02,Fri,Brunei,Nasi Lemak Set A (2 Pcs Chicken),6.70,4.78,Regular Value Meal
18,2022/09/02,Fri,Brunei,Nasi Lemak Set B (1 Pc Chicken),5.20,3.71,Regular Value Meal
19,2022/09/02,Fri,Brunei,Nasi Lemak Set C,3.50,2.50,Regular Value Meal
20,2022/09/02,Fri,Brunei,Big Mac (A La Carte),5.50,3.92,Regular Value Meal
21,2022/09/02,Fri,Brunei,Double Cheeseburger (A La Carte),5.10,3.64,Regular Value Meal
22,2022/09/02,Fri,Brunei,Spicy Chicken McDeluxe (A La Carte),5.60,3.99,Regular Value Meal
23,2022/09/02,Fri,Brunei,2 Pcs Ayam Goreng Regular (A La Carte),5.30,3.78,Regular Value Meal
