,Date,Day,Territory,Menu Item,Price (BND),Price (USD),Category
1,2022/09/24,Sat,Brunei,Big Mac (Value Meal) — Medium,6.50,4.54,Regular Value Meal
2,2022/09/24,Sat,Brunei,Big Mac (Value Meal) — Large,7.10,4.96,Regular Value Meal
3,2022/09/24,Sat,Brunei,Double Cheeseburger (Value Meal) — Medium,6.20,4.33,Regular Value Meal
4,2022/09/24,Sat,Brunei,Double Cheeseburger (Value Meal) — Large,6.80,4.75,Regular Value Meal
5,2022/09/24,Sat,Brunei,Spicy Chicken McDeluxe (Value Meal) — Medium,6.80,4.75,Regular Value Meal
6,2022/09/24,Sat,Brunei,Spicy Chicken McDeluxe (Value Meal) — Large,7.40,5.17,Regular Value Meal
7,2022/09/24,Sat,Brunei,2 Pcs Ayam Goreng Regular (Value Meal) — Medium,6.30,4.40,Regular Value Meal
8,2022/09/24,Sat,Brunei,2 Pcs Ayam Goreng Regular (Value Meal) — Large,6.90,4.82,Regular Value Meal
9,2022/09/24,Sat,Brunei,2 Pcs Ayam Goreng Spicy (Value Meal) — Medium,6.30,4.40,Regular Value Meal
10,2022/09/24,Sat,Brunei,2 Pcs Ayam Goreng Spicy (Value Meal) — Large,6.90,4.82,Regular Value Meal
11,2022/09/24,Sat,Brunei,Filet-O-Fish (Value Meal) — Medium,5.60,3.92,Regular Value Meal
12,2022/09/24,Sat,Brunei,Filet-O-Fish (Value Meal) — Large,6.20,4.33,Regular Value Meal
13,2022/09/24,Sat,Brunei,1 Pc Fish and Fries (Value Meal) — Large,5.80,4.06,Regular Value Meal
14,2022/09/24,Sat,Brunei,2 Pcs Fish and Fries (Value Meal) — Large,7.40,5.17,Regular Value Meal
15,2022/09/24,Sat,Brunei,6 Pcs Fish Nuggets (Value Meal) — Medium,5.80,4.06,Regular Value Meal
16,2022/09/24,Sat,Brunei,6 Pcs Fish Nuggets (Value Meal) — Large,6.40,4.47,Regular Value Meal
17,2022/09/24,Sat,Brunei,Nasi Lemak Set A (2 Pcs Chicken),6.70,4.68,Regular Value Meal
18,2022/09/24,Sat,Brunei,Nasi Lemak Set B (1 Pc Chicken),5.20,3.64,Regular Value Meal
19,2022/09/24,Sat,Brunei,Nasi Lemak Set C,3.50,2.45,Regular Value Meal
20,2022/09/24,Sat,Brunei,Big Mac (A La Carte),5.50,3.85,Regular Value Meal
21,2022/09/24,Sat,Brunei,Double Cheeseburger (A La Carte),5.10,3.57,Regular Value Meal
22,2022/09/24,Sat,Brunei,Spicy Chicken McDeluxe (A La Carte),5.60,3.92,Regular Value Meal
23,2022/09/24,Sat,Brunei,2 Pcs Ayam Goreng Regular (A La Carte),5.30,3.71,Regular Value Meal
24,2022/09/24,Sat,Brunei,2 Pcs Ayam Goreng Spicy (A La Carte),5.30,3.71,Regular Value Meal
25,2022/09/24,Sat,Brunei,Filet-O-Fish (A La Carte),3.80,2.66,Regular Value Meal
26,2022/09/24,Sat,Brunei,1 Pc Fish and Fries (A La Carte),3.80,2.66,Regular Value Meal
27,2022/09/24,Sat,Brunei,2 Pcs Fish and Fries (A La Carte),5.50,3.85,Regular Value Meal
28,2022/09/24,Sat,Brunei,6 Pcs Fish Nuggets (A La Carte),4.30,3.01,Regular Value Meal
29,2022/09/24,Sat,Brunei,Chicken McNuggets — 6 Pieces - A la carte,4.60,3.22,Regular Value Meal
30,2022/09/24,Sat,Brunei,Chicken McNuggets — 6 Pieces - Medium Value Meal,6.10,4.26,Regular Value Meal
31,2022/09/24,Sat,Brunei,McChicken — Ala Carte,5.00,3.50,Regular Value Meal
32,2022/09/24,Sat,Brunei,McChicken — Medium,6.00,4.19,Regular Value Meal
33,2022/09/24,Sat,Brunei,McChicken — Large,6.60,4.61,Regular Value Meal
34,2022/09/24,Sat,Brunei,McChicken Deluxe — Ala Carte,5.20,3.64,Regular Value Meal
35,2022/09/24,Sat,Brunei,McChicken Deluxe — Medium,6.20,4.33,Regular Value Meal
36,2022/09/24,Sat,Brunei,McChicken Deluxe — Large,6.80,4.75,Regular Value Meal
37,2022/09/24,Sat,Brunei,Happy Meal Cheeseburger,5.20,3.64,Happy Meal
38,2022/09/24,Sat,Brunei,Happy Meal Beefburger,4.90,3.43,Happy Meal
39,2022/09/24,Sat,Brunei,Happy Meal Fish Nuggets (4pcs),5.20,3.64,Happy Meal
40,2022/09/24,Sat,Brunei,Happy Meal Bubur McD (S),5.20,3.64,Happy Meal
41,2022/09/24,Sat,Brunei,Happy Meal Ayam Goreng McD (1pc),5.20,3.64,Happy Meal
42,2022/09/24,Sat,Brunei,Happy Meal with Fruit Tea — Happy Meal Ayam Goreng McD (1pc),5.00,3.50,Happy Meal
43,2022/09/24,Sat,Brunei,Happy Meal with Fruit Tea — Happy Meal Beef Burger,4.70,3.29,Happy Meal
44,2022/09/24,Sat,Brunei,Happy Meal with Fruit Tea — Happy Meal Bubur Mcd (S),5.00,3.50,Happy Meal
45,2022/09/24,Sat,Brunei,Happy Meal with Fruit Tea — Happy Cheeseburger,5.00,3.50,Happy Meal
46,2022/09/24,Sat,Brunei,Happy Meal with Fruit Tea — Happy Meal Fish Nuggets,5.00,3.50,Happy Meal
47,2022/09/24,Sat,Brunei,6 Pcs Fish Nuggets,4.30,3.01,Sides
48,2022/09/24,Sat,Brunei,9 Pcs Fish Nuggets,6.00,4.19,Sides
49,2022/09/24,Sat,Brunei,20 Pcs Fish Nuggets,11.90,8.32,Sides
50,2022/09/24,Sat,Brunei,Fish Bites,2.20,1.54,Sides
51,2022/09/24,Sat,Brunei,2pcs Ayam Goreng McD,5.30,3.71,Sides
52,2022/09/24,Sat,Brunei,5pcs Ayam Goreng McD,12.00,8.39,Sides
53,2022/09/24,Sat,Brunei,9pcs Ayam Goreng McD,21.80,15.24,Sides
54,2022/09/24,Sat,Brunei,Rice,0.80,0.56,Sides
55,2022/09/24,Sat,Brunei,BBQ Dipping Sauce,0.50,0.35,Sides
56,2022/09/24,Sat,Brunei,French Fries — Medium,2.20,1.54,Sides
57,2022/09/24,Sat,Brunei,French Fries — Large,2.50,1.75,Sides
58,2022/09/24,Sat,Brunei,Bubur McD — Small,3.20,2.24,Sides
59,2022/09/24,Sat,Brunei,Bubur McD — Large,3.70,2.59,Sides
60,2022/09/24,Sat,Brunei,Cakoi — 1 Pc,1.50,1.05,Sides
61,2022/09/24,Sat,Brunei,Cakoi — 2 Pc,2.80,1.96,Sides
62,2022/09/24,Sat,Brunei,Sundae Chocolate,2.50,1.75,Dessert
63,2022/09/24,Sat,Brunei,Sundae Strawberry,2.50,1.75,Dessert
64,2022/09/24,Sat,Brunei,Oreo Berry McFlurry,4.00,2.80,Dessert
65,2022/09/24,Sat,Brunei,Oreo Mudpie McFlurry,4.00,2.80,Dessert
66,2022/09/24,Sat,Brunei,Oreo McFlurry,3.50,2.45,Dessert
67,2022/09/24,Sat,Brunei,Greentea Oreo McFlurry,4.00,2.80,Dessert
68,2022/09/24,Sat,Brunei,Apple Pie — 1 Pc,1.80,1.26,Dessert
69,2022/09/24,Sat,Brunei,Apple Pie — 2 Pc,3.30,2.31,Dessert
70,2022/09/24,Sat,Brunei,Dinosaur McFlurry — Regular,3.50,2.45,Dinosaur McFlurry
71,2022/09/24,Sat,Brunei,Laksa Delight Prawn Burger — Ala Carte,6.50,4.54,Promotion : Laksa Delight Prawn Burger
72,2022/09/24,Sat,Brunei,Laksa Delight Prawn Burger — Medium,7.50,5.24,Promotion : Laksa Delight Prawn Burger
73,2022/09/24,Sat,Brunei,Laksa Delight Prawn Burger — Large,8.10,5.66,Promotion : Laksa Delight Prawn Burger
