,Date,Day,Territory,Menu Item,Price (BND),Price (USD),Category
1,2023/02/06,Mon,Brunei,Big Mac (Value Meal) — Medium,6.50,4.92,Regular Value Meal
2,2023/02/06,Mon,Brunei,Big Mac (Value Meal) — Large,7.10,5.37,Regular Value Meal
3,2023/02/06,Mon,Brunei,Double Cheeseburger (Value Meal) — Medium,6.20,4.69,Regular Value Meal
4,2023/02/06,Mon,Brunei,Double Cheeseburger (Value Meal) — Large,6.80,5.14,Regular Value Meal
5,2023/02/06,Mon,Brunei,Spicy Chicken McDeluxe (Value Meal) — Medium,6.80,5.14,Regular Value Meal
6,2023/02/06,Mon,Brunei,Spicy Chicken McDeluxe (Value Meal) — Large,7.40,5.60,Regular Value Meal
7,2023/02/06,Mon,Brunei,2 Pcs Ayam Goreng Regular (Value Meal) — Medium,6.30,4.77,Regular Value Meal
8,2023/02/06,Mon,Brunei,2 Pcs Ayam Goreng Regular (Value Meal) — Large,6.90,5.22,Regular Value Meal
9,2023/02/06,Mon,Brunei,2 Pcs Ayam Goreng Spicy (Value Meal) — Medium,6.30,4.77,Regular Value Meal
10,2023/02/06,Mon,Brunei,2 Pcs Ayam Goreng Spicy (Value Meal) — Large,6.90,5.22,Regular Value Meal
11,2023/02/06,Mon,Brunei,Filet-O-Fish (Value Meal) — Medium,5.60,4.24,Regular Value Meal
12,2023/02/06,Mon,Brunei,Filet-O-Fish (Value Meal) — Large,6.20,4.69,Regular Value Meal
13,2023/02/06,Mon,Brunei,6 Pcs Fish Nuggets (Value Meal) — Medium,5.80,4.39,Regular Value Meal
14,2023/02/06,Mon,Brunei,6 Pcs Fish Nuggets (Value Meal) — Large,6.40,4.84,Regular Value Meal
15,2023/02/06,Mon,Brunei,Nasi Lemak Set A (2 Pcs Chicken),6.70,5.07,Regular Value Meal
16,2023/02/06,Mon,Brunei,Nasi Lemak Set B (1 Pc Chicken),5.20,3.93,Regular Value Meal
17,2023/02/06,Mon,Brunei,Nasi Lemak Set C,3.50,2.65,Regular Value Meal
18,2023/02/06,Mon,Brunei,Big Mac (A La Carte),5.50,4.16,Regular Value Meal
19,2023/02/06,Mon,Brunei,Double Cheeseburger (A La Carte),5.10,3.86,Regular Value Meal
20,2023/02/06,Mon,Brunei,Spicy Chicken McDeluxe (A La Carte),5.60,4.24,Regular Value Meal
21,2023/02/06,Mon,Brunei,2 Pcs Ayam Goreng Regular (A La Carte),5.30,4.01,Regular Value Meal
22,2023/02/06,Mon,Brunei,2 Pcs Ayam Goreng Spicy (A La Carte),5.30,4.01,Regular Value Meal
23,2023/02/06,Mon,Brunei,Filet-O-Fish (A La Carte),3.80,2.87,Regular Value Meal
24,2023/02/06,Mon,Brunei,6 Pcs Fish Nuggets (A La Carte),4.30,3.25,Regular Value Meal
25,2023/02/06,Mon,Brunei,Chicken McNuggets — 6 Pieces - A la carte,4.60,3.48,Regular Value Meal
26,2023/02/06,Mon,Brunei,Chicken McNuggets — 6 Pieces - Medium Value Meal,6.10,4.61,Regular Value Meal
27,2023/02/06,Mon,Brunei,Chicken McNuggets — 9 Pieces - A la carte,6.30,4.77,Regular Value Meal
28,2023/02/06,Mon,Brunei,Chicken McNuggets — 9 pieces - Medium Value Meal,6.80,5.14,Regular Value Meal
29,2023/02/06,Mon,Brunei,Chicken McNuggets — 9 pieces - Large Value Meal,7.40,5.60,Regular Value Meal
30,2023/02/06,Mon,Brunei,Chicken McNuggets — 20 pieces - A la Carte,12.60,9.53,Regular Value Meal
31,2023/02/06,Mon,Brunei,McChicken — Ala Carte,5.00,3.78,Regular Value Meal
32,2023/02/06,Mon,Brunei,McChicken — Large,6.60,4.99,Regular Value Meal
33,2023/02/06,Mon,Brunei,McChicken Deluxe — Ala Carte,5.20,3.93,Regular Value Meal
34,2023/02/06,Mon,Brunei,McChicken Deluxe — Medium,6.20,4.69,Regular Value Meal
