,Date,Day,Territory,Menu Item,Price (BND),Price (USD),Category
1,2023/05/21,Sun,Brunei,Big Mac (Value Meal) — Medium,6.50,4.83,Regular Value Meal
2,2023/05/21,Sun,Brunei,Big Mac (Value Meal) — Large,7.10,5.28,Regular Value Meal
3,2023/05/21,Sun,Brunei,Double Cheeseburger (Value Meal) — Medium,6.20,4.61,Regular Value Meal
4,2023/05/21,Sun,Brunei,Double Cheeseburger (Value Meal) — Large,6.80,5.06,Regular Value Meal
5,2023/05/21,Sun,Brunei,Spicy Chicken McDeluxe (Value Meal) — Medium,6.80,5.06,Regular Value Meal
6,2023/05/21,Sun,Brunei,Spicy Chicken McDeluxe (Value Meal) — Large,7.40,5.50,Regular Value Meal
7,2023/05/21,Sun,Brunei,2 Pcs Ayam Goreng Spicy (Value Meal) — Medium,6.30,4.69,Regular Value Meal
8,2023/05/21,Sun,Brunei,2 Pcs Ayam Goreng Spicy (Value Meal) — Large,6.90,5.13,Regular Value Meal
9,2023/05/21,Sun,Brunei,Filet-O-Fish (Value Meal) — Medium,5.60,4.16,Regular Value Meal
10,2023/05/21,Sun,Brunei,Filet-O-Fish (Value Meal) — Large,6.20,4.61,Regular Value Meal
11,2023/05/21,Sun,Brunei,Nasi Lemak Set A (2 Pcs Chicken),6.70,4.98,Regular Value Meal
12,2023/05/21,Sun,Brunei,Nasi Lemak Set B (1 Pc Chicken),5.20,3.87,Regular Value Meal
13,2023/05/21,Sun,Brunei,Big Mac (A La Carte),5.50,4.09,Regular Value Meal
14,2023/05/21,Sun,Brunei,Double Cheeseburger (A La Carte),5.10,3.79,Regular Value Meal
15,2023/05/21,Sun,Brunei,Spicy Chicken McDeluxe (A La Carte),5.60,4.16,Regular Value Meal
16,2023/05/21,Sun,Brunei,2 Pcs Ayam Goreng Spicy (A La Carte),5.30,3.94,Regular Value Meal
17,2023/05/21,Sun,Brunei,Filet-O-Fish (A La Carte),3.80,2.83,Regular Value Meal
18,2023/05/21,Sun,Brunei,Chicken Sandwich (A La Carte),3.60,2.68,Regular Value Meal
19,2023/05/21,Sun,Brunei,Chicken Sandwich (Value Meal) — Medium,5.50,4.09,Regular Value Meal
20,2023/05/21,Sun,Brunei,Chicken Sandwich (Value Meal) — Large,6.10,4.54,Regular Value Meal
21,2023/05/21,Sun,Brunei,Chicken McNuggets — 6 Pieces - A la carte,4.60,3.42,Regular Value Meal
22,2023/05/21,Sun,Brunei,Chicken McNuggets — 6 Pieces - Medium Value Meal,6.10,4.54,Regular Value Meal
23,2023/05/21,Sun,Brunei,Happy Meal Cheeseburger,5.20,3.87,Happy Meal
24,2023/05/21,Sun,Brunei,Happy Meal Beefburger,4.90,3.64,Happy Meal
25,2023/05/21,Sun,Brunei,Happy Meal with Fruit Tea — Happy Meal Ayam Goreng McD (1pc),5.00,3.72,Happy Meal
26,2023/05/21,Sun,Brunei,Happy Meal with Fruit Tea — Happy Meal Beef Burger,4.70,3.50,Happy Meal
27,2023/05/21,Sun,Brunei,Happy Meal with Fruit Tea — Happy Meal Bubur Mcd (S),5.00,3.72,Happy Meal
28,2023/05/21,Sun,Brunei,Happy Meal with Fruit Tea — Happy Cheeseburger,5.00,3.72,Happy Meal
29,2023/05/21,Sun,Brunei,Happy Meal with Fruit Tea — Happy Meal Fish Nuggets,5.00,3.72,Happy Meal
30,2023/05/21,Sun,Brunei,2pcs Ayam Goreng McD,5.30,3.94,Sides
31,2023/05/21,Sun,Brunei,5pcs Ayam Goreng McD,12.00,8.92,Sides
32,2023/05/21,Sun,Brunei,9pcs Ayam Goreng McD,21.80,16.21,Sides
33,2023/05/21,Sun,Brunei,Rice,0.80,0.59,Sides
34,2023/05/21,Sun,Brunei,BBQ Dipping Sauce,0.50,0.37,Sides
35,2023/05/21,Sun,Brunei,French Fries — Medium,2.20,1.64,Sides
36,2023/05/21,Sun,Brunei,French Fries — Large,2.50,1.86,Sides
37,2023/05/21,Sun,Brunei,Bubur McD — Small,3.20,2.38,Sides
38,2023/05/21,Sun,Brunei,Bubur McD — Large,3.70,2.75,Sides
39,2023/05/21,Sun,Brunei,Cakoi — 1 Pc,1.50,1.12,Sides
40,2023/05/21,Sun,Brunei,Cakoi — 2 Pc,2.80,2.08,Sides
41,2023/05/21,Sun,Brunei,Sundae Chocolate,2.50,1.86,Dessert
42,2023/05/21,Sun,Brunei,Sundae Strawberry,2.50,1.86,Dessert
43,2023/05/21,Sun,Brunei,Hershey Chocolate Sundae,2.50,1.86,Dessert
44,2023/05/21,Sun,Brunei,Hershey Strawberry Sundae,2.50,1.86,Dessert
45,2023/05/21,Sun,Brunei,Oreo Berry McFlurry,4.00,2.97,Dessert
46,2023/05/21,Sun,Brunei,Oreo Mudpie McFlurry,4.00,2.97,Dessert
47,2023/05/21,Sun,Brunei,Oreo McFlurry,3.50,2.60,Dessert
48,2023/05/21,Sun,Brunei,Greentea Oreo McFlurry,4.00,2.97,Dessert
49,2023/05/21,Sun,Brunei,Double Chocolate Oreo McFlurry,3.00,2.23,Dessert
50,2023/05/21,Sun,Brunei,Apple Pie — 1 Pc,1.80,1.34,Dessert
51,2023/05/21,Sun,Brunei,Apple Pie — 2 Pc,3.30,2.45,Dessert
52,2023/05/21,Sun,Brunei,Horlicks McFlurry — 1 Horlicks McFlurry,4.00,2.97,Dessert
53,2023/05/21,Sun,Brunei,Horlicks McFlurry — 2 Horlicks McFlurry,6.00,4.46,Dessert
54,2023/05/21,Sun,Brunei,Scrambled Egg Sandwich Meal,3.00,2.23,Promotion: Breakfast Menu
55,2023/05/21,Sun,Brunei,Sausage McMuffin (Breakfast Meal),5.10,3.79,Promotion: Breakfast Menu
56,2023/05/21,Sun,Brunei,Sausage McMuffin (ala-carte),2.80,2.08,Promotion: Breakfast Menu
57,2023/05/21,Sun,Brunei,Sausage McMuffin with Egg (ala-carte),3.80,2.83,Promotion: Breakfast Menu
58,2023/05/21,Sun,Brunei,Sausage McMuffin with Egg (Breakfast meal),6.00,4.46,Promotion: Breakfast Menu
59,2023/05/21,Sun,Brunei,Big Breakfast with 1pc Hashbrown (ala-carte),5.00,3.72,Promotion: Breakfast Menu
60,2023/05/21,Sun,Brunei,Big Breakfast with 1pc Hashbrown (Breakfast meal),6.60,4.91,Promotion: Breakfast Menu
61,2023/05/21,Sun,Brunei,Scrambled Egg with Sausage (ala-carte),3.50,2.60,Promotion: Breakfast Menu
62,2023/05/21,Sun,Brunei,Scrambled Egg with Sausage (Breakfast Meal),4.50,3.35,Promotion: Breakfast Menu
