,Date,Day,Territory,Menu Item,Price (BND),Price (USD),Category
1,2023/02/18,Sat,Brunei,Big Mac (Value Meal) — Medium,6.50,4.86,Regular Value Meal
2,2023/02/18,Sat,Brunei,Big Mac (Value Meal) — Large,7.10,5.31,Regular Value Meal
3,2023/02/18,Sat,Brunei,2 Pcs Fish and Fries (Value Meal) — Large,7.40,5.53,Regular Value Meal
4,2023/02/18,Sat,Brunei,6 Pcs Fish Nuggets (Value Meal) — Medium,5.80,4.34,Regular Value Meal
5,2023/02/18,Sat,Brunei,6 Pcs Fish Nuggets (Value Meal) — Large,6.40,4.79,Regular Value Meal
6,2023/02/18,Sat,Brunei,2 Pcs Ayam Goreng Regular (Value Meal) — Medium,6.30,4.71,Regular Value Meal
7,2023/02/18,Sat,Brunei,2 Pcs Ayam Goreng Regular (Value Meal) — Large,6.90,5.16,Regular Value Meal
8,2023/02/18,Sat,Brunei,Double Cheeseburger (Value Meal) — Medium,6.20,4.64,Regular Value Meal
9,2023/02/18,Sat,Brunei,Double Cheeseburger (Value Meal) — Large,6.80,5.09,Regular Value Meal
10,2023/02/18,Sat,Brunei,Nasi Lemak Set B (1 Pc Chicken),5.20,3.89,Regular Value Meal
11,2023/02/18,Sat,Brunei,Nasi Lemak Set C,3.50,2.62,Regular Value Meal
12,2023/02/18,Sat,Brunei,Nasi Lemak Set A (2 Pcs Chicken),6.70,5.01,Regular Value Meal
13,2023/02/18,Sat,Brunei,Big Mac (A La Carte),5.50,4.11,Regular Value Meal
14,2023/02/18,Sat,Brunei,6 Pcs Fish Nuggets (A La Carte),4.30,3.22,Regular Value Meal
15,2023/02/18,Sat,Brunei,Double Cheeseburger (A La Carte),5.10,3.81,Regular Value Meal
16,2023/02/18,Sat,Brunei,2 Pcs Fish and Fries (A La Carte),5.50,4.11,Regular Value Meal
17,2023/02/18,Sat,Brunei,2 Pcs Ayam Goreng Spicy (A La Carte),5.30,3.96,Regular Value Meal
18,2023/02/18,Sat,Brunei,2 Pcs Ayam Goreng Regular (A La Carte),5.30,3.96,Regular Value Meal
19,2023/02/18,Sat,Brunei,Filet-O-Fish (Value Meal) — Medium,5.60,4.19,Regular Value Meal
20,2023/02/18,Sat,Brunei,Filet-O-Fish (Value Meal) — Large,6.20,4.64,Regular Value Meal
21,2023/02/18,Sat,Brunei,Spicy Chicken McDeluxe (A La Carte),5.60,4.19,Regular Value Meal
22,2023/02/18,Sat,Brunei,2 Pcs Ayam Goreng Spicy (Value Meal) — Medium,6.30,4.71,Regular Value Meal
23,2023/02/18,Sat,Brunei,2 Pcs Ayam Goreng Spicy (Value Meal) — Large,6.90,5.16,Regular Value Meal
24,2023/02/18,Sat,Brunei,Filet-O-Fish (A La Carte),3.80,2.84,Regular Value Meal
25,2023/02/18,Sat,Brunei,Spicy Chicken McDeluxe (Value Meal) — Medium,6.80,5.09,Regular Value Meal
26,2023/02/18,Sat,Brunei,Spicy Chicken McDeluxe (Value Meal) — Large,7.40,5.53,Regular Value Meal
27,2023/02/18,Sat,Brunei,Chicken McNuggets — 6 Pieces - A la carte,4.60,3.44,Regular Value Meal
28,2023/02/18,Sat,Brunei,Chicken McNuggets — 6 Pieces - Medium Value Meal,6.10,4.56,Regular Value Meal
29,2023/02/18,Sat,Brunei,McChicken — Ala Carte,5.00,3.74,Regular Value Meal
30,2023/02/18,Sat,Brunei,McChicken — Medium,6.00,4.49,Regular Value Meal
31,2023/02/18,Sat,Brunei,McChicken — Large,6.60,4.94,Regular Value Meal
32,2023/02/18,Sat,Brunei,McChicken Deluxe — Ala Carte,5.20,3.89,Regular Value Meal
33,2023/02/18,Sat,Brunei,McChicken Deluxe — Medium,6.20,4.64,Regular Value Meal
34,2023/02/18,Sat,Brunei,McChicken Deluxe — Large,6.80,5.09,Regular Value Meal
35,2023/02/18,Sat,Brunei,Chicken Nuggets — 20 Pieces,12.60,9.42,Regular Value Meal
36,2023/02/18,Sat,Brunei,Chicken Nuggets — Ala Carte,6.30,4.71,Regular Value Meal
37,2023/02/18,Sat,Brunei,Chicken Nuggets — Medium,6.80,5.09,Regular Value Meal
38,2023/02/18,Sat,Brunei,Chicken Nuggets — Large,7.40,5.53,Regular Value Meal
39,2023/02/18,Sat,Brunei,Happy Meal Beefburger,4.90,3.66,Happy Meal
40,2023/02/18,Sat,Brunei,Happy Meal Cheeseburger,5.20,3.89,Happy Meal
41,2023/02/18,Sat,Brunei,Happy Meal Fish Nuggets (4pcs),5.20,3.89,Happy Meal
42,2023/02/18,Sat,Brunei,Happy Meal Ayam Goreng McD (1pc),5.20,3.89,Happy Meal
43,2023/02/18,Sat,Brunei,Happy Meal Bubur McD (S),5.20,3.89,Happy Meal
44,2023/02/18,Sat,Brunei,Happy Meal with Fruit Tea — Happy Meal Ayam Goreng McD 1pc,5.00,3.74,Happy Meal
45,2023/02/18,Sat,Brunei,Happy Meal with Fruit Tea — Happy Meal Bubur McD (S),5.00,3.74,Happy Meal
46,2023/02/18,Sat,Brunei,Happy Meal with Fruit Tea — Happy Meal Cheeseburger,5.00,3.74,Happy Meal
47,2023/02/18,Sat,Brunei,Happy Meal with Fruit Tea — Happy Meal Fish Nuggets,5.00,3.74,Happy Meal
48,2023/02/18,Sat,Brunei,Happy Meal with Fruit Tea — Happy Meal Beef Burger,4.70,3.51,Happy Meal
49,2023/02/18,Sat,Brunei,6 Pcs Fish Nuggets,4.30,3.22,Sides
50,2023/02/18,Sat,Brunei,9 Pcs Fish Nuggets,6.00,4.49,Sides
51,2023/02/18,Sat,Brunei,20 Pcs Fish Nuggets,11.90,8.90,Sides
52,2023/02/18,Sat,Brunei,Fish Bites,2.20,1.65,Sides
53,2023/02/18,Sat,Brunei,2pcs Ayam Goreng McD,5.30,3.96,Sides
54,2023/02/18,Sat,Brunei,5pcs Ayam Goreng McD,12.00,8.97,Sides
55,2023/02/18,Sat,Brunei,9pcs Ayam Goreng McD,21.80,16.30,Sides
56,2023/02/18,Sat,Brunei,Rice,0.80,0.60,Sides
57,2023/02/18,Sat,Brunei,French Fries — Medium,2.20,1.65,Sides
58,2023/02/18,Sat,Brunei,French Fries — Large,2.50,1.87,Sides
59,2023/02/18,Sat,Brunei,Cakoi — 1 Pc,1.50,1.12,Sides
60,2023/02/18,Sat,Brunei,Cakoi — 2 Pc,2.80,2.09,Sides
