,Date,Day,Territory,Menu Item,Price (PHP),Price (USD),Category,Menu
1,2023/05/15,Mon,Philippines,Mega Meal - Chicken McDo w/ Fries & McFlurry,212.00,3.79,McDelivery Exclusives,All Day
2,2023/05/15,Mon,Philippines,Mega Meal - Chicken McDo w/ Fries & Burger McDo,207.00,3.70,McDelivery Exclusives,All Day
3,2023/05/15,Mon,Philippines,6-pc. Chicken McShare Box,457.00,8.18,Group Meals,All Day
4,2023/05/15,Mon,Philippines,8-pc. Chicken McShare Box,582.00,10.42,Group Meals,All Day
5,2023/05/15,Mon,Philippines,BFF Fries N' McFloat Combo,282.00,5.05,Group Meals,All Day
6,2023/05/15,Mon,Philippines,BFF Shake Shake Fries BBQ N' McFloat Combo,284.00,5.08,Group Meals,All Day
7,2023/05/15,Mon,Philippines,BFF Shake Shake Fries Cheese N' McFloat Combo,284.00,5.08,Group Meals,All Day
8,2023/05/15,Mon,Philippines,McShare Bundle for 3,589.00,10.54,Group Meals,All Day
9,2023/05/15,Mon,Philippines,McShare Bundle for 4,809.00,14.48,Group Meals,All Day
10,2023/05/15,Mon,Philippines,10-pc. Chicken McShare Box,633.00,11.33,Group Meals,All Day
11,2023/05/15,Mon,Philippines,15-pc. Chicken McShare Box,825.00,14.76,Group Meals,All Day
12,2023/05/15,Mon,Philippines,20-pc. Chicken McShare Box,1100.00,19.68,Group Meals,All Day
13,2023/05/15,Mon,Philippines,BFF Fries Good for 10,650.00,11.63,Group Meals,All Day
14,2023/05/15,Mon,Philippines,BFF Fries Good for 15,1020.00,18.25,Group Meals,All Day
15,2023/05/15,Mon,Philippines,BFF Fries Good for 20,1275.00,22.82,Group Meals,All Day
16,2023/05/15,Mon,Philippines,Plain Rice Good for 10,245.00,4.38,Group Meals,All Day
17,2023/05/15,Mon,Philippines,Plain Rice Good for 15,360.00,6.44,Group Meals,All Day
18,2023/05/15,Mon,Philippines,Plain Rice Good for 20,475.00,8.50,Group Meals,All Day
19,2023/05/15,Mon,Philippines,2-pc. Hotcakes & Sausage Meal,162.00,2.90,Breakfast,Breakfast
20,2023/05/15,Mon,Philippines,Sausage McMuffin w/ Egg Meal,162.00,2.90,Breakfast,Breakfast
21,2023/05/15,Mon,Philippines,Sausage McMuffin Meal,140.00,2.51,Breakfast,Breakfast
22,2023/05/15,Mon,Philippines,Egg McMuffin Meal,151.00,2.70,Breakfast,Breakfast
23,2023/05/15,Mon,Philippines,Cheesy Eggdesal w/ Sausage Meal,153.00,2.74,Breakfast,Breakfast
24,2023/05/15,Mon,Philippines,Cheesy Eggdesal w/ Ham Meal,142.00,2.54,Breakfast,Breakfast
25,2023/05/15,Mon,Philippines,Cheesy Eggdesal Meal,122.00,2.18,Breakfast,Breakfast
26,2023/05/15,Mon,Philippines,2-pc. Hotcakes Meal,94.00,1.68,Breakfast,Breakfast
27,2023/05/15,Mon,Philippines,Sausage w/ Egg Meal,177.00,3.17,Breakfast,Breakfast
28,2023/05/15,Mon,Philippines,Longganisa w/ Egg Meal,177.00,3.17,Breakfast,Breakfast
29,2023/05/15,Mon,Philippines,McCrispy Chicken Fillet w/ Egg Meal,165.00,2.95,Breakfast,Breakfast
