,Date,Day,Territory,Menu Item,Price (PHP),Price (USD),Category,Menu
1,2023/11/12,Sun,Philippines,McSpaghetti Platter,199.00,3.56,McDelivery Exclusives,Regular
2,2023/11/12,Sun,Philippines,20-pc. Chicken McNuggets Bundle,495.00,8.85,McDelivery Exclusives,Regular
3,2023/11/12,Sun,Philippines,6-pc. Chicken McShare Box,399.00,7.13,McDelivery Exclusives,All Day
4,2023/11/12,Sun,Philippines,8-pc Chicken McShare Box,519.00,9.28,McDelivery Exclusives,All Day
5,2023/11/12,Sun,Philippines,Big Mac Meal,271.00,4.84,McDelivery Exclusives,Regular
6,2023/11/12,Sun,Philippines,Double Big Mac Meal,331.00,5.92,McDelivery Exclusives,Regular
7,2023/11/12,Sun,Philippines,Triple Cheeseburger Meal,273.00,4.88,McDelivery Exclusives,Regular
8,2023/11/12,Sun,Philippines,Double McChicken Meal,248.00,4.43,McDelivery Exclusives,Regular
9,2023/11/12,Sun,Philippines,Mega Meal - Chicken McDo w/ Fries & Burger McDo,221.00,3.95,McDelivery Exclusives,Breakfast
10,2023/11/12,Sun,Philippines,Mega Meal - Chicken McDo w/ Fries & McFlurry,223.00,3.99,McDelivery Exclusives,All Day
11,2023/11/12,Sun,Philippines,The BCB Meal,264.00,4.72,McDelivery Exclusives,Regular
12,2023/11/12,Sun,Philippines,Twister Fries Regular,98.00,1.75,Featured,All Day
13,2023/11/12,Sun,Philippines,Twister Fries Sharing,221.00,3.95,Featured,All Day
14,2023/11/12,Sun,Philippines,1-pc. Chicken McDo w/ Rice & Coke McFloat Meal,156.00,2.79,Featured,All Day
15,2023/11/12,Sun,Philippines,Snack Burger McShare,380.00,6.79,Featured,Regular
16,2023/11/12,Sun,Philippines,BFF Fries N' McFloat Combo,282.00,5.04,Featured,Regular
17,2023/11/12,Sun,Philippines,McShare Bundle for 3,612.00,10.94,Featured,All Day
18,2023/11/12,Sun,Philippines,McShare Bundle for 4,842.00,15.05,Featured,All Day
19,2023/11/12,Sun,Philippines,Big Breakfast Meal,182.00,3.25,Featured,Breakfast
20,2023/11/12,Sun,Philippines,Sausage McMuffin w/ Egg Meal,170.00,3.04,Featured,Breakfast
21,2023/11/12,Sun,Philippines,Egg McMuffin Meal,160.00,2.86,Featured,Breakfast
22,2023/11/12,Sun,Philippines,2-pc. Hotcakes & Sausage Meal,174.00,3.11,Featured,Breakfast
23,2023/11/12,Sun,Philippines,Longganisa w/ Egg Meal,190.00,3.40,Featured,Breakfast
24,2023/11/12,Sun,Philippines,Big Mac and Twister Fries Meal,291.00,5.20,Featured,Regular
25,2023/11/12,Sun,Philippines,1-pc. Chicken McDo w/ Double Rice Small Meal,155.00,2.77,Featured,All Day
26,2023/11/12,Sun,Philippines,McSpaghetti Platter,199.00,3.56,Group Meals,Regular
27,2023/11/12,Sun,Philippines,20-pc. Chicken McNuggets,350.00,6.25,Group Meals,Regular
28,2023/11/12,Sun,Philippines,Snack Burger McShare,380.00,6.79,Group Meals,Regular
29,2023/11/12,Sun,Philippines,20-pc. Chicken McNuggets Bundle,495.00,8.85,Group Meals,Regular
30,2023/11/12,Sun,Philippines,BFF Fries N' McFloat Combo,282.00,5.04,Group Meals,Regular
31,2023/11/12,Sun,Philippines,BFF Shake Shake Fries BBQ N' McFloat Combo,284.00,5.08,Group Meals,All Day
32,2023/11/12,Sun,Philippines,BFF Shake Shake Fries Cheese N' McFloat Combo,284.00,5.08,Group Meals,All Day
33,2023/11/12,Sun,Philippines,McShare Bundle for 3,612.00,10.94,Group Meals,All Day
34,2023/11/12,Sun,Philippines,McShare Bundle for 4,842.00,15.05,Group Meals,All Day
35,2023/11/12,Sun,Philippines,10-pc. Chicken McNuggets,175.00,3.13,Group Meals,Regular
36,2023/11/12,Sun,Philippines,6-pc. Chicken McShare Box,399.00,7.13,Group Meals,All Day
37,2023/11/12,Sun,Philippines,8-pc Chicken McShare Box,519.00,9.28,Group Meals,All Day
38,2023/11/12,Sun,Philippines,Hash Browns,57.00,1.02,Breakfast,Breakfast
39,2023/11/12,Sun,Philippines,Big Breakfast Meal,182.00,3.25,Breakfast,Breakfast
40,2023/11/12,Sun,Philippines,Sausage McMuffin w/ Egg Meal,170.00,3.04,Breakfast,Breakfast
41,2023/11/12,Sun,Philippines,Sausage McMuffin Meal,150.00,2.68,Breakfast,Breakfast
42,2023/11/12,Sun,Philippines,Egg McMuffin Meal,160.00,2.86,Breakfast,Breakfast
43,2023/11/12,Sun,Philippines,Cheesy Eggdesal w/ Sausage Meal,162.00,2.90,Breakfast,Breakfast
44,2023/11/12,Sun,Philippines,Cheesy Eggdesal w/ Ham Meal,154.00,2.75,Breakfast,Breakfast
45,2023/11/12,Sun,Philippines,Cheesy Eggdesal Meal,134.00,2.39,Breakfast,Breakfast
46,2023/11/12,Sun,Philippines,2-pc. Hotcakes & Sausage Meal,174.00,3.11,Breakfast,Breakfast
47,2023/11/12,Sun,Philippines,2-pc. Mushroom Pepper Steak w/ Egg Meal,212.00,3.79,Breakfast,Breakfast
48,2023/11/12,Sun,Philippines,1-pc. Mushroom Pepper Steak w/ Egg Meal,182.00,3.25,Breakfast,Breakfast
49,2023/11/12,Sun,Philippines,Sausage w/ Egg Meal,190.00,3.40,Breakfast,Breakfast
50,2023/11/12,Sun,Philippines,Longganisa w/ Egg Meal,190.00,3.40,Breakfast,Breakfast
