,Date,Day,Territory,Menu Item,Price (IDR),Price (USD),Category,Menu
1,2024/10/19,Sat,Indonesia,Collector's Meal Burger,145500.00,9.40,Promotion,Regular
2,2024/10/19,Sat,Indonesia,Collector's Meal Paket Kenyang,150000.00,9.69,Promotion,Regular
3,2024/10/19,Sat,Indonesia,Collector's Meal Chicken - Ayam McD,150000.00,9.69,Promotion,Regular
4,2024/10/19,Sat,Indonesia,Iced Coffee Tiramisu,20000.00,1.29,Promotion,Regular
5,2024/10/19,Sat,Indonesia,Iced Mocha,34000.00,2.20,Promotion,Regular
6,2024/10/19,Sat,Indonesia,Double Cheeseburger McFlavor Set,65000.00,4.20,Promotion,Regular
7,2024/10/19,Sat,Indonesia,Big Mac McFlavor Set,65000.00,4.20,Promotion,Regular
8,2024/10/19,Sat,Indonesia,Triple Cheeseburger McFlavor Set,85000.00,5.49,Promotion,Regular
9,2024/10/19,Sat,Indonesia,Double Big Mac McFlavor Set,89500.00,5.78,Promotion,Regular
10,2024/10/19,Sat,Indonesia,Cheeseburger Deluxe McFlavor Set,58500.00,3.78,Promotion,Regular
11,2024/10/19,Sat,Indonesia,Cheeseburger McFlavor Set,56500.00,3.65,Promotion,Regular
12,2024/10/19,Sat,Indonesia,Beef Burger Deluxe McFlavor Set,51000.00,3.29,Promotion,Regular
13,2024/10/19,Sat,Indonesia,McSpicy Chicken Burger McFlavor Set,64000.00,4.13,Promotion,Regular
14,2024/10/19,Sat,Indonesia,McChicken Burger McFlavor Set,56000.00,3.62,Promotion,Regular
15,2024/10/19,Sat,Indonesia,Chicken Burger Deluxe McFlavor Set,51000.00,3.29,Promotion,Regular
16,2024/10/19,Sat,Indonesia,Fish Fillet Burger McFlavor Set,56000.00,3.62,Promotion,Regular
17,2024/10/19,Sat,Indonesia,6pcs McNuggets® McFlavor Set,60500.00,3.91,Promotion,Regular
18,2024/10/19,Sat,Indonesia,Double Big Mac®,67000.00,4.33,Promotion,Regular
19,2024/10/19,Sat,Indonesia,Beef Truffle McFlavor Fries,28000.00,1.81,Promotion,Regular
20,2024/10/19,Sat,Indonesia,Bundling 2 Pcs Choco Caramel Pie,28000.00,1.81,Promotion,Regular
21,2024/10/19,Sat,Indonesia,Banana McFlurry®  With Sprinkle Crumbs,18000.00,1.16,Promotion,Regular
22,2024/10/19,Sat,Indonesia,Banana McFlurry®  With Oreo,18000.00,1.16,Promotion,Regular
23,2024/10/19,Sat,Indonesia,Original Hello Kitty Plush Bag Tag,37500.00,2.42,Promotion,Regular
24,2024/10/19,Sat,Indonesia,Collector's Meal Breakfast,145000.00,9.37,Promotion,Breakfast
25,2024/10/19,Sat,Indonesia,Collector's Meal Chicken - Ayam McD,150000.00,9.69,Promotion,Breakfast
26,2024/10/19,Sat,Indonesia,Iced Coffee Tiramisu,20000.00,1.29,Promotion,Breakfast
27,2024/10/19,Sat,Indonesia,Iced Mocha,34000.00,2.20,Promotion,Breakfast
28,2024/10/19,Sat,Indonesia,Bundling 2 Pcs Choco Caramel Pie,28000.00,1.81,Promotion,Breakfast
29,2024/10/19,Sat,Indonesia,Banana McFlurry®  With Sprinkle Crumbs,18000.00,1.16,Promotion,Breakfast
30,2024/10/19,Sat,Indonesia,Banana McFlurry®  With Oreo,18000.00,1.16,Promotion,Breakfast
31,2024/10/19,Sat,Indonesia,Original Hello Kitty Plush Bag Tag,37500.00,2.42,Promotion,Breakfast
32,2024/10/19,Sat,Indonesia,Collector's Meal Burger,145500.00,9.40,Exclusive Delivery,Regular
33,2024/10/19,Sat,Indonesia,Collector's Meal Paket Kenyang,150000.00,9.69,Exclusive Delivery,Regular
34,2024/10/19,Sat,Indonesia,Collector's Meal Chicken - Ayam McD,150000.00,9.69,Exclusive Delivery,Regular
35,2024/10/19,Sat,Indonesia,Paket Ngemil,110000.00,7.11,Exclusive Delivery,Regular
36,2024/10/19,Sat,Indonesia,Paket Manis,71500.00,4.62,Exclusive Delivery,Regular
37,2024/10/19,Sat,Indonesia,Double Big Mac®,67000.00,4.33,Burger & McNuggets,Regular
38,2024/10/19,Sat,Indonesia,Big Mac®,44500.00,2.87,Burger & McNuggets,Regular
39,2024/10/19,Sat,Indonesia,Triple Cheeseburger,63500.00,4.10,Burger & McNuggets,Regular
40,2024/10/19,Sat,Indonesia,Double Cheeseburger,42000.00,2.71,Burger & McNuggets,Regular
41,2024/10/19,Sat,Indonesia,Cheeseburger Deluxe,35000.00,2.26,Burger & McNuggets,Regular
42,2024/10/19,Sat,Indonesia,Cheeseburger,33000.00,2.13,Burger & McNuggets,Regular
43,2024/10/19,Sat,Indonesia,Beef Burger Deluxe,27500.00,1.78,Burger & McNuggets,Regular
44,2024/10/19,Sat,Indonesia,McSpicy Chicken Burger,42500.00,2.75,Burger & McNuggets,Regular
45,2024/10/19,Sat,Indonesia,McChicken Burger,33000.00,2.13,Burger & McNuggets,Regular
46,2024/10/19,Sat,Indonesia,Chicken Burger Deluxe,27500.00,1.78,Burger & McNuggets,Regular
47,2024/10/19,Sat,Indonesia,Fish Burger,33500.00,2.16,Burger & McNuggets,Regular
48,2024/10/19,Sat,Indonesia,McNuggets®  9pcs,55000.00,3.55,Burger & McNuggets,Regular
49,2024/10/19,Sat,Indonesia,McNuggets® 6pcs,52500.00,3.39,Burger & McNuggets,Regular
50,2024/10/19,Sat,Indonesia,McNuggets®  4pcs,27000.00,1.74,Burger & McNuggets,Regular
51,2024/10/19,Sat,Indonesia,PaNas 2 with Fries,53500.00,3.46,Ayam McD,Regular
52,2024/10/19,Sat,Indonesia,PaNas 2 with Rice,51500.00,3.33,Ayam McD,Regular
53,2024/10/19,Sat,Indonesia,PaNas Spesial,47000.00,3.04,Ayam McD,Regular
54,2024/10/19,Sat,Indonesia,PaNas 1,39000.00,2.52,Ayam McD,Regular
55,2024/10/19,Sat,Indonesia,PaNas Korean Soy Garlic Wings,45000.00,2.91,Ayam McD,Regular
56,2024/10/19,Sat,Indonesia,PaMer 7,185000.00,11.95,Ayam McD,Regular
57,2024/10/19,Sat,Indonesia,PaMer 5,132500.00,8.56,Ayam McD,Regular
58,2024/10/19,Sat,Indonesia,Paket Berlima,135000.00,8.72,Ayam McD,Regular
59,2024/10/19,Sat,Indonesia,Paket Ber 4,90000.00,5.81,Ayam McD,Regular
60,2024/10/19,Sat,Indonesia,Paket Big Order,587500.00,37.95,Ayam McD,Regular
61,2024/10/19,Sat,Indonesia,Paket Keluarga Seru Tanpa Mainan,75500.00,4.88,Family Package,Regular
62,2024/10/19,Sat,Indonesia,Paket Keluarga Seru Dengan Mainan,94000.00,6.07,Family Package,Regular
63,2024/10/19,Sat,Indonesia,PaMer 5,132500.00,8.56,Family Package,Regular
64,2024/10/19,Sat,Indonesia,PaMer 7,185000.00,11.95,Family Package,Regular
65,2024/10/19,Sat,Indonesia,Paket Berlima,135000.00,8.72,Family Package,Regular
66,2024/10/19,Sat,Indonesia,Paket Ber 4,90000.00,5.81,Family Package,Regular
67,2024/10/19,Sat,Indonesia,Happy Meal® McNuggets® 4Pcs,45000.00,2.91,Happy Meals,Regular
68,2024/10/19,Sat,Indonesia,Happy Meal® Beef Burger,45000.00,2.91,Happy Meals,Regular
69,2024/10/19,Sat,Indonesia,Happy Meal® Chicken,45000.00,2.91,Happy Meals,Regular
70,2024/10/19,Sat,Indonesia,Paket HeBat - Korean Soy Garlic Wings,30500.00,1.97,Paket HeBat,Regular
71,2024/10/19,Sat,Indonesia,Paket HeBat - Beef Burger Deluxe,33000.00,2.13,Paket HeBat,Regular
72,2024/10/19,Sat,Indonesia,Paket HeBat - Chicken Burger Deluxe,33000.00,2.13,Paket HeBat,Regular
73,2024/10/19,Sat,Indonesia,Chocolate Sundae,12000.00,0.78,Menu Receh,Regular
74,2024/10/19,Sat,Indonesia,Strawberry Sundae,12000.00,0.78,Menu Receh,Regular
75,2024/10/19,Sat,Indonesia,"French Fries, small",12000.00,0.78,Menu Receh,Regular
76,2024/10/19,Sat,Indonesia,McFloat Fanta,12000.00,0.78,Menu Receh,Regular
77,2024/10/19,Sat,Indonesia,McFloat Coke,12000.00,0.78,Menu Receh,Regular
78,2024/10/19,Sat,Indonesia,Apple Pie,12500.00,0.81,Menu Receh,Regular
79,2024/10/19,Sat,Indonesia,Spicy Chicken Bites,13000.00,0.84,Menu Receh,Regular
80,2024/10/19,Sat,Indonesia,"MILO, small",12000.00,0.78,Menu Receh,Regular
81,2024/10/19,Sat,Indonesia,Iced Coffee,13500.00,0.87,Menu Receh,Regular
82,2024/10/19,Sat,Indonesia,McFlurry® feat. OREO,14000.00,0.90,Menu Receh,Regular
83,2024/10/19,Sat,Indonesia,Choco McFlurry®,14000.00,0.90,Menu Receh,Regular
84,2024/10/19,Sat,Indonesia,2pcs Korean Soy Garlic Wings,16500.00,1.07,Menu Receh,Regular
85,2024/10/19,Sat,Indonesia,Chicken Snack Wrap™,17500.00,1.13,Menu Receh,Regular
86,2024/10/19,Sat,Indonesia,Beef Burger,22500.00,1.45,Menu Receh,Regular
87,2024/10/19,Sat,Indonesia,Chicken Burger,22500.00,1.45,Menu Receh,Regular
88,2024/10/19,Sat,Indonesia,Nasi Uduk McD,21500.00,1.39,Menu Receh,Regular
89,2024/10/19,Sat,Indonesia,Spicy Chicken Bites,13000.00,0.84,Snack,Regular
90,2024/10/19,Sat,Indonesia,French Fries,21000.00,1.36,Snack,Regular
91,2024/10/19,Sat,Indonesia,6pcs Korean Soy Garlic Wings,49500.00,3.20,Snack,Regular
92,2024/10/19,Sat,Indonesia,McNuggets®  9pcs,55000.00,3.55,Snack,Regular
93,2024/10/19,Sat,Indonesia,McNuggets® 6pcs,40000.00,2.58,Snack,Regular
94,2024/10/19,Sat,Indonesia,McNuggets®  4pcs,27000.00,1.74,Snack,Regular
95,2024/10/19,Sat,Indonesia,Chicken Snack Wrap™,17500.00,1.13,Snack,Regular
96,2024/10/19,Sat,Indonesia,Choco Caramel Pie,17000.00,1.10,Snack,Regular
97,2024/10/19,Sat,Indonesia,Apple Pie,12500.00,0.81,Snack,Regular
98,2024/10/19,Sat,Indonesia,Sweet Corn,13000.00,0.84,Snack,Regular
99,2024/10/19,Sat,Indonesia,Banana McFlurry®  With Sprinkle Crumbs,18000.00,1.16,Desserts,Regular
100,2024/10/19,Sat,Indonesia,Banana McFlurry®  With Oreo,18000.00,1.16,Desserts,Regular
101,2024/10/19,Sat,Indonesia,McFlurry® feat. OREO,14000.00,0.90,Desserts,Regular
