,Date,Day,Territory,Menu Item,Price (THB),Price (USD),Category
1,2025/02/03,Mon,Thailand,Stackable Lunch Box,399.00,11.74,New Promotions
2,2025/02/03,Mon,Thailand,Prosperity Pork Burger A-la-carte,129.00,3.80,New Promotions
3,2025/02/03,Mon,Thailand,Prosperity Pork Burger Set,195.00,5.74,New Promotions
4,2025/02/03,Mon,Thailand,Prosperity Chicken Burger A-la-carte,129.00,3.80,New Promotions
5,2025/02/03,Mon,Thailand,Prosperity Chicken Burger Set,195.00,5.74,New Promotions
6,2025/02/03,Mon,Thailand,Prosperity Burger Combo Set,319.00,9.39,New Promotions
7,2025/02/03,Mon,Thailand,Blueberry Crumble McFlurry,59.00,1.74,New Promotions
8,2025/02/03,Mon,Thailand,Truffle Cheesy Ham Pie,45.00,1.32,New Promotions
9,2025/02/03,Mon,Thailand,My Melody Tote Bag - Pink,499.00,14.68,New Promotions
10,2025/02/03,Mon,Thailand,My Melody Tote Bag - Brown,499.00,14.68,New Promotions
11,2025/02/03,Mon,Thailand,McFried Chicken Super Max Set,319.00,9.39,New Promotions
12,2025/02/03,Mon,Thailand,Pepper Chicken Burger Set & McNugget,99.00,2.91,New Promotions
13,2025/02/03,Mon,Thailand,Pepper Chicken Burger Set & Corn Pie,99.00,2.91,New Promotions
14,2025/02/03,Mon,Thailand,Curly Fries,99.00,2.91,New Promotions
15,2025/02/03,Mon,Thailand,Curly Fries Party Size,179.00,5.27,New Promotions
16,2025/02/03,Mon,Thailand,99 Hamburger Set,99.00,2.91,New Promotions
17,2025/02/03,Mon,Thailand,99 Pork Burger Set,99.00,2.91,New Promotions
18,2025/02/03,Mon,Thailand,McFied Chicken Lover,199.00,5.86,New Promotions
19,2025/02/03,Mon,Thailand,Chicken Cheeseburger,55.00,1.62,New Promotions
20,2025/02/03,Mon,Thailand,99 Chicken Cheeseburger,99.00,2.91,New Promotions
21,2025/02/03,Mon,Thailand,"Catering Set 1 : 5 Samurai Burger, 5 Filet O Fish, 20 McNuggets",999.00,29.40,New Promotions
22,2025/02/03,Mon,Thailand,"Catering Set 2 : 15 Pepper Chicken Burger, 15 Pork Burger, 60 McNuggets",1999.00,58.82,New Promotions
23,2025/02/03,Mon,Thailand,Strawberry Dip 1 Cup,12.00,0.35,Breakfast
24,2025/02/03,Mon,Thailand,Patongko,15.00,0.44,Breakfast
25,2025/02/03,Mon,Thailand,3 pcs. McPatongko with Condensed Milk Dip,49.00,1.44,Breakfast
26,2025/02/03,Mon,Thailand,Chocolate Dip 1 Cup,12.00,0.35,Breakfast
27,2025/02/03,Mon,Thailand,5 pcs. McPatongko Set,89.00,2.62,Breakfast
28,2025/02/03,Mon,Thailand,Condensed Milk Dip,12.00,0.35,Breakfast
