,Date,Day,Territory,Menu Item,Price (THB),Price (USD),Category
1,2025/02/10,Mon,Thailand,Stackable Lunch Box,399.00,11.82,New Promotions
2,2025/02/10,Mon,Thailand,Prosperity Pork Burger A-la-carte,129.00,3.82,New Promotions
3,2025/02/10,Mon,Thailand,Prosperity Pork Burger Set,195.00,5.78,New Promotions
4,2025/02/10,Mon,Thailand,Prosperity Chicken Burger A-la-carte,129.00,3.82,New Promotions
5,2025/02/10,Mon,Thailand,Prosperity Chicken Burger Set,195.00,5.78,New Promotions
6,2025/02/10,Mon,Thailand,Prosperity Burger Combo Set,319.00,9.45,New Promotions
7,2025/02/10,Mon,Thailand,Blueberry Crumble McFlurry,59.00,1.75,New Promotions
8,2025/02/10,Mon,Thailand,Truffle Cheesy Ham Pie,45.00,1.33,New Promotions
9,2025/02/10,Mon,Thailand,My Melody Tote Bag - Pink,499.00,14.79,New Promotions
10,2025/02/10,Mon,Thailand,My Melody Tote Bag - Brown,499.00,14.79,New Promotions
11,2025/02/10,Mon,Thailand,McFried Chicken Super Max Set,319.00,9.45,New Promotions
12,2025/02/10,Mon,Thailand,Pepper Chicken Burger Set & McNugget,99.00,2.93,New Promotions
13,2025/02/10,Mon,Thailand,Pepper Chicken Burger Set & Corn Pie,99.00,2.93,New Promotions
14,2025/02/10,Mon,Thailand,Curly Fries,99.00,2.93,New Promotions
15,2025/02/10,Mon,Thailand,Curly Fries Party Size,179.00,5.30,New Promotions
16,2025/02/10,Mon,Thailand,99 Hamburger Set,99.00,2.93,New Promotions
17,2025/02/10,Mon,Thailand,99 Pork Burger Set,99.00,2.93,New Promotions
18,2025/02/10,Mon,Thailand,McFied Chicken Lover,199.00,5.90,New Promotions
19,2025/02/10,Mon,Thailand,Chicken Cheeseburger,55.00,1.63,New Promotions
20,2025/02/10,Mon,Thailand,99 Chicken Cheeseburger,99.00,2.93,New Promotions
21,2025/02/10,Mon,Thailand,"Catering Set 1 : 5 Samurai Burger, 5 Filet O Fish, 20 McNuggets",999.00,29.60,New Promotions
22,2025/02/10,Mon,Thailand,"Catering Set 2 : 15 Pepper Chicken Burger, 15 Pork Burger, 60 McNuggets",1999.00,59.24,New Promotions
23,2025/02/10,Mon,Thailand,Strawberry Dip 1 Cup,12.00,0.36,Breakfast
24,2025/02/10,Mon,Thailand,Patongko,15.00,0.44,Breakfast
25,2025/02/10,Mon,Thailand,3 pcs. McPatongko with Condensed Milk Dip,49.00,1.45,Breakfast
26,2025/02/10,Mon,Thailand,Chocolate Dip 1 Cup,12.00,0.36,Breakfast
27,2025/02/10,Mon,Thailand,5 pcs. McPatongko Set,89.00,2.64,Breakfast
28,2025/02/10,Mon,Thailand,Condensed Milk Dip,12.00,0.36,Breakfast
29,2025/02/10,Mon,Thailand,Hot Americano 8 oz.,65.00,1.93,Breakfast
30,2025/02/10,Mon,Thailand,Hot Latte 8 oz.,85.00,2.52,Breakfast
31,2025/02/10,Mon,Thailand,Big Mac. (Beef) A-la-carte,149.00,4.42,Burgers
32,2025/02/10,Mon,Thailand,Big Mac. (Beef) Set,235.00,6.96,Burgers
33,2025/02/10,Mon,Thailand,Double Cheeseburger (Beef) A-la-carte,139.00,4.12,Burgers
34,2025/02/10,Mon,Thailand,Double Cheeseburger (Beef) Set,210.00,6.22,Burgers
35,2025/02/10,Mon,Thailand,Quarter Pounder with Cheese A-la-carte,159.00,4.71,Burgers
36,2025/02/10,Mon,Thailand,Quarter Pounder with Cheese Set,230.00,6.82,Burgers
37,2025/02/10,Mon,Thailand,Double Quarter Pounder with Cheese A-la-carte,219.00,6.49,Burgers
38,2025/02/10,Mon,Thailand,Double Quarter Pounder with Cheese Set,290.00,8.59,Burgers
39,2025/02/10,Mon,Thailand,Quarter Pounder with Cheese Bacon A-la-carte,179.00,5.30,Burgers
40,2025/02/10,Mon,Thailand,Quarter Pounder with Cheese Bacon Set,250.00,7.41,Burgers
41,2025/02/10,Mon,Thailand,Chicken Cheeseburger,55.00,1.63,Burgers
42,2025/02/10,Mon,Thailand,99 Chicken Cheeseburger,99.00,2.93,Burgers
43,2025/02/10,Mon,Thailand,Triple Beef Cheeseburger (Beef) A-la-carte,179.00,5.30,Burgers
44,2025/02/10,Mon,Thailand,Triple Beef Cheeseburger (Beef) Set,250.00,7.41,Burgers
45,2025/02/10,Mon,Thailand,Cheeseburger (Beef) A-la-carte,89.00,2.64,Burgers
46,2025/02/10,Mon,Thailand,Cheeseburger (Beef) Set,160.00,4.74,Burgers
47,2025/02/10,Mon,Thailand,Double Big Mac (Beef),199.00,5.90,Burgers
48,2025/02/10,Mon,Thailand,Filet-O-Fish (Fish) A-la-carte,109.00,3.23,Burgers
49,2025/02/10,Mon,Thailand,Filet-O-Fish (Fish) Set,180.00,5.33,Burgers
50,2025/02/10,Mon,Thailand,Double Filet-O-Fish (Fish),149.00,4.42,Burgers
