,Date,Day,Territory,Menu Item,Price (TWD),Price (USD),Category,Menu
1,2022/06/13,Mon,Taiwan,Dijon Angus beef burger,144.00,4.86,Promotion,Regular
2,2022/06/13,Mon,Taiwan,Dijon Angus grilled chicken burger,144.00,4.86,Promotion,Regular
3,2022/06/13,Mon,Taiwan,Dijon Angus crispy chicken burger,144.00,4.86,Promotion,Regular
4,2022/06/13,Mon,Taiwan,Apple Pie x 6,168.00,5.67,Promotion,Regular
5,2022/06/13,Mon,Taiwan,2 Burger Combo Meal,309.00,10.42,Promotion,Regular
6,2022/06/13,Mon,Taiwan,McFlurry (Morinaga),65.00,2.19,Promotion,Regular
7,2022/06/13,Mon,Taiwan,30 Pcs Chicken McNuggets Happy Sharing Meal,349.00,11.77,Promotion,Regular
8,2022/06/13,Mon,Taiwan,McCrispy & Chicken McNuggets Happy Sharing Meal,539.00,18.18,Promotion,Regular
9,2022/06/13,Mon,Taiwan,Double Filet-O-Fish,100.00,3.37,Promotion,Breakfast
10,2022/06/13,Mon,Taiwan,Filet-O-Fish Meal,60.00,2.02,Promotion,Breakfast
11,2022/06/13,Mon,Taiwan,Apple Pie x 6,168.00,5.67,Promotion,Breakfast
12,2022/06/13,Mon,Taiwan,Breakfast  2 Burger Combo Meal,199.00,6.71,Promotion,Breakfast
13,2022/06/13,Mon,Taiwan,McCrispy Sharing Meal,519.00,17.50,Happy Sharing Meal,Regular
14,2022/06/13,Mon,Taiwan,Spicy Chicken Wing Sharing Meal,308.00,10.39,Happy Sharing Meal,Regular
15,2022/06/13,Mon,Taiwan,Tender Chicken Wing Sharing Meal,308.00,10.39,Happy Sharing Meal,Regular
16,2022/06/13,Mon,Taiwan,McCrispy & Chicken McNuggets Happy Sharing Meal,539.00,18.18,Happy Sharing Meal,Regular
17,2022/06/13,Mon,Taiwan,McCrispy Happy Sharing Meal,459.00,15.48,Happy Sharing Meal,Regular
18,2022/06/13,Mon,Taiwan,30 Pcs Chicken McNuggets Happy Sharing Meal,349.00,11.77,Happy Sharing Meal,Regular
19,2022/06/13,Mon,Taiwan,Tender Chicken Wing Happy Sharing Meal,309.00,10.42,Happy Sharing Meal,Regular
20,2022/06/13,Mon,Taiwan,Spicy Chicken Wing Happy Sharing Meal,309.00,10.42,Happy Sharing Meal,Regular
21,2022/06/13,Mon,Taiwan,20 Pcs Chicken McNuggets Happy Sharing Meal,259.00,8.73,Happy Sharing Meal,Regular
22,2022/06/13,Mon,Taiwan,2 Burger Combo Meal,309.00,10.42,Happy Sharing Meal,Regular
23,2022/06/13,Mon,Taiwan,Dijon Angus beef burger,144.00,4.86,Signature,Regular
24,2022/06/13,Mon,Taiwan,Dijon Angus grilled chicken burger,144.00,4.86,Signature,Regular
25,2022/06/13,Mon,Taiwan,Dijon Angus crispy chicken burger,144.00,4.86,Signature,Regular
26,2022/06/13,Mon,Taiwan,BLT Angus Beef Burger,114.00,3.84,Signature,Regular
27,2022/06/13,Mon,Taiwan,BLT Spicy Chicken Burger,114.00,3.84,Signature,Regular
28,2022/06/13,Mon,Taiwan,BLT Grilled Chicken Burger,114.00,3.84,Signature,Regular
29,2022/06/13,Mon,Taiwan,Mushroom Angus Beef Burger,124.00,4.18,Signature,Regular
30,2022/06/13,Mon,Taiwan,Caesar Salad w/Spicy Chicken Filet,104.00,3.51,Signature,Regular
31,2022/06/13,Mon,Taiwan,Italian Grilled Chicken Salad,104.00,3.51,Signature,Regular
32,2022/06/13,Mon,Taiwan,Tea time,99.00,3.34,Tea time,Regular
33,2022/06/13,Mon,Taiwan,Double Filet-O-Fish,100.00,3.37,Ala Carte & Value Meals,Regular
34,2022/06/13,Mon,Taiwan,Filet-O-Fish,60.00,2.02,Ala Carte & Value Meals,Regular
35,2022/06/13,Mon,Taiwan,Big Mac,80.00,2.70,Ala Carte & Value Meals,Regular
36,2022/06/13,Mon,Taiwan,Double Cheese Burger,70.00,2.36,Ala Carte & Value Meals,Regular
37,2022/06/13,Mon,Taiwan,McCrispy-Chicken Leg/Thigh,60.00,2.02,Ala Carte & Value Meals,Regular
38,2022/06/13,Mon,Taiwan,McCrispy-Chicken Wing,49.00,1.65,Ala Carte & Value Meals,Regular
39,2022/06/13,Mon,Taiwan,10pcs Chicken McNuggets,104.00,3.51,Ala Carte & Value Meals,Regular
40,2022/06/13,Mon,Taiwan,6pcs Chicken McNuggets,64.00,2.16,Ala Carte & Value Meals,Regular
41,2022/06/13,Mon,Taiwan,Grilled BBQ Chicken Burger,80.00,2.70,Ala Carte & Value Meals,Regular
42,2022/06/13,Mon,Taiwan,Spicy Chicken Filet,80.00,2.70,Ala Carte & Value Meals,Regular
43,2022/06/13,Mon,Taiwan,McChicken,49.00,1.65,Ala Carte & Value Meals,Regular
44,2022/06/13,Mon,Taiwan,Hot Honey Milk Tea,65.00,2.19,McCafé,Regular
45,2022/06/13,Mon,Taiwan,Iced Honey Milk Tea,65.00,2.19,McCafé,Regular
46,2022/06/13,Mon,Taiwan,Honey Iced Tea,55.00,1.85,McCafé,Regular
47,2022/06/13,Mon,Taiwan,Iced Latte (No sugar),75.00,2.53,McCafé,Regular
48,2022/06/13,Mon,Taiwan,12oz Iced Americano (No sugar),65.00,2.19,McCafé,Regular
49,2022/06/13,Mon,Taiwan,Hot Latte,75.00,2.53,McCafé,Regular
50,2022/06/13,Mon,Taiwan,12oz Americano,65.00,2.19,McCafé,Regular
51,2022/06/13,Mon,Taiwan,Iced Assam Latte,75.00,2.53,McCafé,Regular
52,2022/06/13,Mon,Taiwan,Assam Latte,75.00,2.53,McCafé,Regular
53,2022/06/13,Mon,Taiwan,Sugar-free Iced Black Tea,33.00,1.11,Beverage,Regular
54,2022/06/13,Mon,Taiwan,Sugar-free Iced Green Tea,33.00,1.11,Beverage,Regular
55,2022/06/13,Mon,Taiwan,Coca-Cola,33.00,1.11,Beverage,Regular
56,2022/06/13,Mon,Taiwan,Iced Tea,33.00,1.11,Beverage,Regular
57,2022/06/13,Mon,Taiwan,Sprite,33.00,1.11,Beverage,Regular
58,2022/06/13,Mon,Taiwan,Zero Coke,33.00,1.11,Beverage,Regular
59,2022/06/13,Mon,Taiwan,Taiwan Fresh Orange Juice,55.00,1.85,Beverage,Regular
60,2022/06/13,Mon,Taiwan,Hot Milk Tea,38.00,1.28,Beverage,Regular
61,2022/06/13,Mon,Taiwan,Hot Tea,38.00,1.28,Beverage,Regular
62,2022/06/13,Mon,Taiwan,Iced Milk Tea,38.00,1.28,Beverage,Regular
63,2022/06/13,Mon,Taiwan,Milk,33.00,1.11,Beverage,Regular
64,2022/06/13,Mon,Taiwan,Apple Pie x 6,168.00,5.67,Desserts,Regular
65,2022/06/13,Mon,Taiwan,McFlurry(OREO) x2,110.00,3.71,Desserts,Regular
66,2022/06/13,Mon,Taiwan,Classic Platter - New 3 Kind,136.00,4.59,Desserts,Regular
67,2022/06/13,Mon,Taiwan,Spicy Chicken Wing(6),130.00,4.38,Desserts,Regular
68,2022/06/13,Mon,Taiwan,Tender Chicken Wing(6),130.00,4.38,Desserts,Regular
69,2022/06/13,Mon,Taiwan,McFlurry (Morinaga),65.00,2.19,Desserts,Regular
70,2022/06/13,Mon,Taiwan,Spicy Chicken Wing,49.00,1.65,Desserts,Regular
71,2022/06/13,Mon,Taiwan,Tender Chicken Wing,49.00,1.65,Desserts,Regular
72,2022/06/13,Mon,Taiwan,Apple Pie,35.00,1.18,Desserts,Regular
73,2022/06/13,Mon,Taiwan,Corn Soup,40.00,1.35,Desserts,Regular
74,2022/06/13,Mon,Taiwan,McFlurry(OREO),55.00,1.85,Desserts,Regular
75,2022/06/13,Mon,Taiwan,Sweet Potato,58.00,1.96,Desserts,Regular
