,Date,Day,Territory,Menu Item,Price (NZD),Price (USD),Category,Menu
1,2022/07/03,Sun,New Zealand,Big Brekkie Burger,10.90,6.76,Brekkie Meals,Breakfast
2,2022/07/03,Sun,New Zealand,NYC Benedict Bagel®,8.40,5.21,Brekkie Meals,Breakfast
3,2022/07/03,Sun,New Zealand,Bacon & Egg McMuffin®,7.90,4.90,Brekkie Meals,Breakfast
4,2022/07/03,Sun,New Zealand,BLT Bagel,7.70,4.78,Brekkie Meals,Breakfast
5,2022/07/03,Sun,New Zealand,Chicken & Bacon McMuffin®,8.20,5.09,Brekkie Meals,Breakfast
6,2022/07/03,Sun,New Zealand,Chicken McMuffin®,7.00,4.34,Brekkie Meals,Breakfast
7,2022/07/03,Sun,New Zealand,Hotcakes with Whipped Butter & Syrup,7.60,4.71,Brekkie Meals,Breakfast
8,2022/07/03,Sun,New Zealand,Massive McMuffin®,9.30,5.77,Brekkie Meals,Breakfast
9,2022/07/03,Sun,New Zealand,Sausage & Egg McMuffin®,7.50,4.65,Brekkie Meals,Breakfast
10,2022/07/03,Sun,New Zealand,Sausage McMuffin®,6.20,3.85,Brekkie Meals,Breakfast
11,2022/07/03,Sun,New Zealand,Cheeseburger,5.10,3.16,All Day Favourites,Breakfast
12,2022/07/03,Sun,New Zealand,Big Mac®,8.70,5.40,All Day Favourites,Breakfast
13,2022/07/03,Sun,New Zealand,Quarter Pounder®,8.80,5.46,All Day Favourites,Breakfast
14,2022/07/03,Sun,New Zealand,McChicken®,8.60,5.33,All Day Favourites,Breakfast
15,2022/07/03,Sun,New Zealand,Double Cheeseburger,6.50,4.03,All Day Favourites,Breakfast
16,2022/07/03,Sun,New Zealand,Double Big Mac®,10.80,6.70,All Day Favourites,Breakfast
17,2022/07/03,Sun,New Zealand,Double Quarter Pounder®,11.70,7.26,All Day Favourites,Breakfast
18,2022/07/03,Sun,New Zealand,Double McChicken®,11.30,7.01,All Day Favourites,Breakfast
19,2022/07/03,Sun,New Zealand,6pc Chicken McNuggets®,8.50,5.27,All Day Favourites,Breakfast
20,2022/07/03,Sun,New Zealand,10pc Chicken McNuggets®,11.40,7.07,All Day Favourites,Breakfast
21,2022/07/03,Sun,New Zealand,20pc Chicken McNuggets®,19.00,11.79,All Day Favourites,Breakfast
22,2022/07/03,Sun,New Zealand,50pc Chicken McNuggets®,35.00,21.71,To Share,Breakfast
23,2022/07/03,Sun,New Zealand,Big Mac Dinner for 2,28.00,17.37,To Share,Breakfast
24,2022/07/03,Sun,New Zealand,The Family Pack,34.00,21.09,To Share,Breakfast
25,2022/07/03,Sun,New Zealand,The Cheeseburger Stack,18.50,11.48,To Share,Breakfast
26,2022/07/03,Sun,New Zealand,Hash Brown,3.10,1.92,Sides,Breakfast
27,2022/07/03,Sun,New Zealand,Small Fries,4.20,2.61,Sides,Breakfast
28,2022/07/03,Sun,New Zealand,Hotcakes Happy Meal®,8.30,5.15,Happy Meals,Breakfast
29,2022/07/03,Sun,New Zealand,3pc Chicken McNuggets® Happy Meal®,8.30,5.15,Happy Meals,Breakfast
30,2022/07/03,Sun,New Zealand,6pc Chicken McNuggets® Happy Meal®,10.30,6.39,Happy Meals,Breakfast
31,2022/07/03,Sun,New Zealand,Cheeseburger Happy Meal®,8.30,5.15,Happy Meals,Breakfast
32,2022/07/03,Sun,New Zealand,Small Cappuccino McCafe®,5.10,3.16,McCafé® Drinks,Breakfast
33,2022/07/03,Sun,New Zealand,Small Mochaccino McCafe®,5.10,3.16,McCafé® Drinks,Breakfast
34,2022/07/03,Sun,New Zealand,Small Flat White McCafe®,5.10,3.16,McCafé® Drinks,Breakfast
35,2022/07/03,Sun,New Zealand,Small Latté  McCafe®,5.10,3.16,McCafé® Drinks,Breakfast
36,2022/07/03,Sun,New Zealand,Small Hot Chocolate McCafé®,5.10,3.16,McCafé® Drinks,Breakfast
37,2022/07/03,Sun,New Zealand,Small Chai Latté McCafé®,5.10,3.16,McCafé® Drinks,Breakfast
38,2022/07/03,Sun,New Zealand,Small Long Black McCafe®,4.80,2.98,McCafé® Drinks,Breakfast
39,2022/07/03,Sun,New Zealand,Small Fuze Tea® Peach Black Iced Tea,3.70,2.30,Juice & Water,Breakfast
40,2022/07/03,Sun,New Zealand,Small Orange Juice,4.50,2.79,Juice & Water,Breakfast
41,2022/07/03,Sun,New Zealand,Kiwi Blue® Water 600ml,3.00,1.86,Juice & Water,Breakfast
42,2022/07/03,Sun,New Zealand,Pump® Mini Water,3.60,2.23,Juice & Water,Breakfast
43,2022/07/03,Sun,New Zealand,Apple Blackcurrant Drink,4.50,2.79,Juice & Water,Breakfast
44,2022/07/03,Sun,New Zealand,Small Coke® No Sugar,3.70,2.30,Soft Drinks,Breakfast
45,2022/07/03,Sun,New Zealand,Small Coke®,3.70,2.30,Soft Drinks,Breakfast
