,Date,Day,Territory,Menu Item,Price (NZD),Price (USD),Category,Menu
1,2022/06/14,Tue,New Zealand,Big Brekkie Burger,10.90,6.85,Brekkie Meals,Breakfast
2,2022/06/14,Tue,New Zealand,NYC Benedict Bagel®,8.40,5.28,Brekkie Meals,Breakfast
3,2022/06/14,Tue,New Zealand,Bacon & Egg McMuffin®,7.90,4.97,Brekkie Meals,Breakfast
4,2022/06/14,Tue,New Zealand,BLT Bagel,7.70,4.84,Brekkie Meals,Breakfast
5,2022/06/14,Tue,New Zealand,Chicken & Bacon McMuffin®,8.20,5.15,Brekkie Meals,Breakfast
6,2022/06/14,Tue,New Zealand,Chicken McMuffin®,7.00,4.40,Brekkie Meals,Breakfast
7,2022/06/14,Tue,New Zealand,Hotcakes with Whipped Butter & Syrup,7.60,4.78,Brekkie Meals,Breakfast
8,2022/06/14,Tue,New Zealand,Massive McMuffin®,9.30,5.85,Brekkie Meals,Breakfast
9,2022/06/14,Tue,New Zealand,Sausage & Egg McMuffin®,7.50,4.71,Brekkie Meals,Breakfast
10,2022/06/14,Tue,New Zealand,Sausage McMuffin®,6.20,3.90,Brekkie Meals,Breakfast
11,2022/06/14,Tue,New Zealand,Cheeseburger,5.10,3.21,All Day Favourites,Breakfast
12,2022/06/14,Tue,New Zealand,Big Mac®,8.70,5.47,All Day Favourites,Breakfast
13,2022/06/14,Tue,New Zealand,Quarter Pounder®,8.80,5.53,All Day Favourites,Breakfast
14,2022/06/14,Tue,New Zealand,McChicken®,8.60,5.41,All Day Favourites,Breakfast
15,2022/06/14,Tue,New Zealand,Double Cheeseburger,6.50,4.09,All Day Favourites,Breakfast
16,2022/06/14,Tue,New Zealand,Double Big Mac®,10.80,6.79,All Day Favourites,Breakfast
17,2022/06/14,Tue,New Zealand,Double Quarter Pounder®,11.70,7.35,All Day Favourites,Breakfast
18,2022/06/14,Tue,New Zealand,Double McChicken®,11.30,7.10,All Day Favourites,Breakfast
19,2022/06/14,Tue,New Zealand,6pc Chicken McNuggets®,8.50,5.34,All Day Favourites,Breakfast
20,2022/06/14,Tue,New Zealand,10pc Chicken McNuggets®,11.40,7.17,All Day Favourites,Breakfast
21,2022/06/14,Tue,New Zealand,20pc Chicken McNuggets®,19.00,11.94,All Day Favourites,Breakfast
22,2022/06/14,Tue,New Zealand,50pc Chicken McNuggets®,35.00,22.00,To Share,Breakfast
23,2022/06/14,Tue,New Zealand,Big Mac Dinner for 2,28.00,17.60,To Share,Breakfast
24,2022/06/14,Tue,New Zealand,The Family Pack,34.00,21.37,To Share,Breakfast
25,2022/06/14,Tue,New Zealand,The Cheeseburger Stack,18.50,11.63,To Share,Breakfast
26,2022/06/14,Tue,New Zealand,Hash Brown,3.10,1.95,Sides,Breakfast
27,2022/06/14,Tue,New Zealand,Small Fries,4.20,2.64,Sides,Breakfast
28,2022/06/14,Tue,New Zealand,Hotcakes Happy Meal®,8.30,5.22,Happy Meals,Breakfast
29,2022/06/14,Tue,New Zealand,3pc Chicken McNuggets® Happy Meal®,8.30,5.22,Happy Meals,Breakfast
30,2022/06/14,Tue,New Zealand,6pc Chicken McNuggets® Happy Meal®,10.30,6.47,Happy Meals,Breakfast
31,2022/06/14,Tue,New Zealand,Cheeseburger Happy Meal®,8.30,5.22,Happy Meals,Breakfast
32,2022/06/14,Tue,New Zealand,Small Cappuccino McCafe®,5.10,3.21,McCafé® Drinks,Breakfast
33,2022/06/14,Tue,New Zealand,Small Mochaccino McCafe®,5.10,3.21,McCafé® Drinks,Breakfast
34,2022/06/14,Tue,New Zealand,Small Flat White McCafe®,5.10,3.21,McCafé® Drinks,Breakfast
35,2022/06/14,Tue,New Zealand,Small Latté  McCafe®,5.10,3.21,McCafé® Drinks,Breakfast
36,2022/06/14,Tue,New Zealand,Small Hot Chocolate McCafé®,5.10,3.21,McCafé® Drinks,Breakfast
37,2022/06/14,Tue,New Zealand,Small Chai Latté McCafé®,5.10,3.21,McCafé® Drinks,Breakfast
38,2022/06/14,Tue,New Zealand,Small Long Black McCafe®,4.80,3.02,McCafé® Drinks,Breakfast
39,2022/06/14,Tue,New Zealand,Small Fuze Tea® Peach Black Iced Tea,3.70,2.33,Juice & Water,Breakfast
40,2022/06/14,Tue,New Zealand,Small Orange Juice,4.50,2.83,Juice & Water,Breakfast
41,2022/06/14,Tue,New Zealand,Kiwi Blue® Water 600ml,3.00,1.89,Juice & Water,Breakfast
42,2022/06/14,Tue,New Zealand,Pump® Mini Water,3.60,2.26,Juice & Water,Breakfast
43,2022/06/14,Tue,New Zealand,Apple Blackcurrant Drink,4.50,2.83,Juice & Water,Breakfast
44,2022/06/14,Tue,New Zealand,Small Coke® No Sugar,3.70,2.33,Soft Drinks,Breakfast
45,2022/06/14,Tue,New Zealand,Small Coke®,3.70,2.33,Soft Drinks,Breakfast
46,2022/06/14,Tue,New Zealand,Small Fanta® Orange,3.70,2.33,Soft Drinks,Breakfast
47,2022/06/14,Tue,New Zealand,Small Fanta® Raspberry,3.70,2.33,Soft Drinks,Breakfast
48,2022/06/14,Tue,New Zealand,Small Sprite® No Sugar,3.70,2.33,Soft Drinks,Breakfast
49,2022/06/14,Tue,New Zealand,Small L&P®,3.70,2.33,Soft Drinks,Breakfast
50,2022/06/14,Tue,New Zealand,Hotcake Syrup,0.60,0.38,Brekkie Condiments,Breakfast
51,2022/06/14,Tue,New Zealand,Ketchup,0.30,0.19,Brekkie Condiments,Breakfast
52,2022/06/14,Tue,New Zealand,Mayonnaise,0.30,0.19,Brekkie Condiments,Breakfast
53,2022/06/14,Tue,New Zealand,Whipped Butter,0.20,0.13,Brekkie Condiments,Breakfast
54,2022/06/14,Tue,New Zealand,Double Quarter Pounder®,11.70,7.35,Most Popular,Lunch & Dinner
55,2022/06/14,Tue,New Zealand,Big Mac®,8.70,5.47,Most Popular,Lunch & Dinner
