,Date,Day,Territory,Menu Item,Price (MYR),Price (USD),Category,Menu
1,2025/04/05,Sat,Malaysia,3pcs Ayam Tenders McD Spicy,15.00,3.38,Promotions,Regular Menu
2,2025/04/05,Sat,Malaysia,3pcs Ayam Tenders McD Spicy Medium McValue Meal,17.88,4.03,Promotions,Regular Menu
3,2025/04/05,Sat,Malaysia,3pcs Ayam Tenders McD Spicy Large McValue Meal,20.24,4.56,Promotions,Regular Menu
4,2025/04/05,Sat,Malaysia,5pcs Ayam Tenders McD Spicy,19.06,4.30,Promotions,Regular Menu
5,2025/04/05,Sat,Malaysia,5pcs Ayam Tenders McD Spicy Medium McValue Meal,23.11,5.21,Promotions,Regular Menu
6,2025/04/05,Sat,Malaysia,5pcs Ayam Tenders McD Spicy Large McValue Meal,25.47,5.74,Promotions,Regular Menu
7,2025/04/05,Sat,Malaysia,6pcs Chicken McNuggets,10.61,2.39,Promotions,Regular Menu
8,2025/04/05,Sat,Malaysia,6pcs Chicken McNuggets Medium McValue Meal,15.38,3.47,Promotions,Regular Menu
9,2025/04/05,Sat,Malaysia,6pcs Chicken McNuggets Large McValue Meal,17.74,4.00,Promotions,Regular Menu
10,2025/04/05,Sat,Malaysia,9pcs Chicken McNuggets,14.10,3.18,Promotions,Regular Menu
11,2025/04/05,Sat,Malaysia,9pcs Chicken McNuggets Medium McValue Meal,18.21,4.10,Promotions,Regular Menu
12,2025/04/05,Sat,Malaysia,9pcs Chicken McNuggets Large McValue Meal,20.57,4.64,Promotions,Regular Menu
13,2025/04/05,Sat,Malaysia,20pcs Chicken McNuggets,26.70,6.02,Promotions,Regular Menu
14,2025/04/05,Sat,Malaysia,20pcs Chicken McNuggets Medium McValue Meal,28.96,6.53,Promotions,Regular Menu
15,2025/04/05,Sat,Malaysia,20pcs Chicken McNuggets Large McValue Meal,31.32,7.06,Promotions,Regular Menu
16,2025/04/05,Sat,Malaysia,D24 Durian McFlurry,8.10,1.83,Promotions,Regular Menu
17,2025/04/05,Sat,Malaysia,Apple Pie,5.33,1.20,Promotions,Regular Menu
18,2025/04/05,Sat,Malaysia,Nasi Kari Mekdi + 1pc Ayam Goreng McD Spicy,12.22,2.75,Promotions,Regular Menu
19,2025/04/05,Sat,Malaysia,Nasi Kari Mekdi + 1pc Ayam Goreng McD Regular,12.22,2.75,Promotions,Regular Menu
20,2025/04/05,Sat,Malaysia,Iced Mango Peach,6.51,1.47,Promotions,Regular Menu
21,2025/04/05,Sat,Malaysia,Iced Lychee Berry,6.51,1.47,Promotions,Regular Menu
22,2025/04/05,Sat,Malaysia,Ice Blended Mango Peach,10.28,2.32,Promotions,Regular Menu
23,2025/04/05,Sat,Malaysia,Ice Blended Lychee Berry,10.28,2.32,Promotions,Regular Menu
24,2025/04/05,Sat,Malaysia,McChicken,9.43,2.13,Burgers,Regular Menu
25,2025/04/05,Sat,Malaysia,McChicken Medium McValue Meal,14.10,3.18,Burgers,Regular Menu
26,2025/04/05,Sat,Malaysia,McChicken Large McValue Meal,16.46,3.71,Burgers,Regular Menu
27,2025/04/05,Sat,Malaysia,Spicy Chicken McDeluxe,13.87,3.13,Burgers,Regular Menu
28,2025/04/05,Sat,Malaysia,Spicy Chicken McDeluxe Medium McValue Meal,18.11,4.08,Burgers,Regular Menu
29,2025/04/05,Sat,Malaysia,Spicy Chicken McDeluxe Large McValue Meal,20.47,4.61,Burgers,Regular Menu
30,2025/04/05,Sat,Malaysia,GCB,13.77,3.10,Burgers,Regular Menu
31,2025/04/05,Sat,Malaysia,GCB Medium McValue Meal,17.92,4.04,Burgers,Regular Menu
32,2025/04/05,Sat,Malaysia,GCB Large McValue Meal,20.28,4.57,Burgers,Regular Menu
33,2025/04/05,Sat,Malaysia,Double Spicy Chicken with Cheese,10.33,2.33,Burgers,Regular Menu
34,2025/04/05,Sat,Malaysia,Double Spicy Chicken with Cheese Small Meal,12.22,2.75,Burgers,Regular Menu
35,2025/04/05,Sat,Malaysia,Double Spicy Chicken with Cheese Medium McValue Meal,14.58,3.29,Burgers,Regular Menu
36,2025/04/05,Sat,Malaysia,Spicy Tomato Chicken Wrap,10.33,2.33,Burgers,Regular Menu
37,2025/04/05,Sat,Malaysia,Spicy Tomato Chicken Wrap Small Meal,12.22,2.75,Burgers,Regular Menu
