,Date,Day,Territory,Menu Item,Price (BND),Price (USD),Category
1,2023/06/10,Sat,Brunei,Spicy Chicken McDeluxe (Value Meal) — Medium,6.80,5.06,Regular Value Meal
2,2023/06/10,Sat,Brunei,Spicy Chicken McDeluxe (Value Meal) — Large,7.40,5.51,Regular Value Meal
3,2023/06/10,Sat,Brunei,Filet-O-Fish (Value Meal) — Medium,5.60,4.17,Regular Value Meal
4,2023/06/10,Sat,Brunei,Filet-O-Fish (Value Meal) — Large,6.20,4.61,Regular Value Meal
5,2023/06/10,Sat,Brunei,Spicy Chicken McDeluxe (A La Carte),5.60,4.17,Regular Value Meal
6,2023/06/10,Sat,Brunei,Filet-O-Fish (A La Carte),3.80,2.83,Regular Value Meal
7,2023/06/10,Sat,Brunei,Chicken McNuggets — 6 Pieces - A la carte,4.60,3.42,Regular Value Meal
8,2023/06/10,Sat,Brunei,Chicken McNuggets — 6 Pieces - Medium Value Meal,6.10,4.54,Regular Value Meal
9,2023/06/10,Sat,Brunei,Happy Meal with Fruit Tea — Happy Meal Ayam Goreng McD (1pc),5.00,3.72,Happy Meal
10,2023/06/10,Sat,Brunei,Happy Meal with Fruit Tea — Happy Meal Beef Burger,4.70,3.50,Happy Meal
11,2023/06/10,Sat,Brunei,Happy Meal with Fruit Tea — Happy Meal Bubur Mcd (S),5.00,3.72,Happy Meal
12,2023/06/10,Sat,Brunei,Happy Meal with Fruit Tea — Happy Cheeseburger,5.00,3.72,Happy Meal
13,2023/06/10,Sat,Brunei,Happy Meal with Fruit Tea — Happy Meal Fish Nuggets,5.00,3.72,Happy Meal
14,2023/06/10,Sat,Brunei,2pcs Ayam Goreng McD,5.30,3.94,Sides
15,2023/06/10,Sat,Brunei,5pcs Ayam Goreng McD,12.00,8.93,Sides
16,2023/06/10,Sat,Brunei,9pcs Ayam Goreng McD,21.80,16.22,Sides
17,2023/06/10,Sat,Brunei,Rice,0.80,0.60,Sides
18,2023/06/10,Sat,Brunei,French Fries — Medium,2.20,1.64,Sides
19,2023/06/10,Sat,Brunei,French Fries — Large,2.50,1.86,Sides
20,2023/06/10,Sat,Brunei,Bubur McD — Small,3.20,2.38,Sides
21,2023/06/10,Sat,Brunei,Bubur McD — Large,3.70,2.75,Sides
22,2023/06/10,Sat,Brunei,Sauces — Tartar Sauce,0.50,0.37,Sides
23,2023/06/10,Sat,Brunei,Sauces — Nasi Lemak McD Sambal,0.50,0.37,Sides
24,2023/06/10,Sat,Brunei,Sundae Chocolate,2.50,1.86,Dessert
25,2023/06/10,Sat,Brunei,Sundae Strawberry,2.50,1.86,Dessert
26,2023/06/10,Sat,Brunei,Oreo Berry McFlurry,4.00,2.98,Dessert
27,2023/06/10,Sat,Brunei,Oreo Mudpie McFlurry,4.00,2.98,Dessert
28,2023/06/10,Sat,Brunei,Oreo McFlurry,3.50,2.60,Dessert
29,2023/06/10,Sat,Brunei,Greentea Oreo McFlurry,4.00,2.98,Dessert
30,2023/06/10,Sat,Brunei,Apple Pie — 1 Pc,1.80,1.34,Dessert
31,2023/06/10,Sat,Brunei,Apple Pie — 2 Pc,3.30,2.46,Dessert
32,2023/06/10,Sat,Brunei,Horlicks McFlurry — 1 Horlicks McFlurry,4.00,2.98,Dessert
33,2023/06/10,Sat,Brunei,Horlicks McFlurry — 2 Horlicks McFlurry,6.00,4.46,Dessert
