,Date,Day,Territory,Menu Item,Price (BND),Price (USD),Category
1,2023/12/28,Thu,Brunei,Big Mac (Value Meal) — Medium,6.50,4.93,Regular Value Meal
2,2023/12/28,Thu,Brunei,Big Mac (Value Meal) — Large,7.10,5.39,Regular Value Meal
3,2023/12/28,Thu,Brunei,6 Pcs Fish Nuggets (Value Meal) — Medium,5.50,4.17,Regular Value Meal
4,2023/12/28,Thu,Brunei,6 Pcs Fish Nuggets (Value Meal) — Large,6.40,4.86,Regular Value Meal
5,2023/12/28,Thu,Brunei,2 Pcs Ayam Goreng Regular (Value Meal) — Medium,6.30,4.78,Regular Value Meal
6,2023/12/28,Thu,Brunei,2 Pcs Ayam Goreng Regular (Value Meal) — Large,6.90,5.24,Regular Value Meal
7,2023/12/28,Thu,Brunei,Double Cheeseburger (Value Meal) — Medium,6.20,4.71,Regular Value Meal
8,2023/12/28,Thu,Brunei,Double Cheeseburger (Value Meal) — Large,6.80,5.16,Regular Value Meal
9,2023/12/28,Thu,Brunei,Nasi Lemak Set B (1 Pc Chicken),5.20,3.95,Regular Value Meal
10,2023/12/28,Thu,Brunei,Nasi Lemak Set A (2 Pcs Chicken),6.70,5.09,Regular Value Meal
11,2023/12/28,Thu,Brunei,Big Mac (A La Carte),5.50,4.17,Regular Value Meal
12,2023/12/28,Thu,Brunei,6 Pcs Fish Nuggets (A La Carte),4.30,3.26,Regular Value Meal
13,2023/12/28,Thu,Brunei,Double Cheeseburger (A La Carte),5.10,3.87,Regular Value Meal
14,2023/12/28,Thu,Brunei,2 Pcs Ayam Goreng Spicy (A La Carte),5.30,4.02,Regular Value Meal
15,2023/12/28,Thu,Brunei,2 Pcs Ayam Goreng Regular (A La Carte),5.30,4.02,Regular Value Meal
16,2023/12/28,Thu,Brunei,Filet-O-Fish (Value Meal) — Medium,5.60,4.25,Regular Value Meal
17,2023/12/28,Thu,Brunei,Spicy Chicken McDeluxe (A La Carte),5.60,4.25,Regular Value Meal
18,2023/12/28,Thu,Brunei,2 Pcs Ayam Goreng Spicy (Value Meal) — Medium,6.30,4.78,Regular Value Meal
19,2023/12/28,Thu,Brunei,2 Pcs Ayam Goreng Spicy (Value Meal) — Large,6.90,5.24,Regular Value Meal
20,2023/12/28,Thu,Brunei,Filet-O-Fish (A La Carte),3.80,2.88,Regular Value Meal
21,2023/12/28,Thu,Brunei,Spicy Chicken McDeluxe (Value Meal) — Medium,6.80,5.16,Regular Value Meal
