,Date,Day,Territory,Menu Item,Price (BND),Price (USD),Category
1,2023/08/05,Sat,Brunei,Big Mac (Value Meal) — Medium,6.50,4.85,Regular Value Meal
2,2023/08/05,Sat,Brunei,Big Mac (Value Meal) — Large,7.10,5.30,Regular Value Meal
3,2023/08/05,Sat,Brunei,Double Cheeseburger (Value Meal) — Medium,6.20,4.63,Regular Value Meal
4,2023/08/05,Sat,Brunei,Double Cheeseburger (Value Meal) — Large,6.80,5.08,Regular Value Meal
5,2023/08/05,Sat,Brunei,2 Pcs Ayam Goreng Spicy (Value Meal) — Medium,6.30,4.70,Regular Value Meal
6,2023/08/05,Sat,Brunei,2 Pcs Ayam Goreng Spicy (Value Meal) — Large,6.90,5.15,Regular Value Meal
7,2023/08/05,Sat,Brunei,Filet-O-Fish (Value Meal) — Medium,5.60,4.18,Regular Value Meal
8,2023/08/05,Sat,Brunei,Filet-O-Fish (Value Meal) — Large,6.20,4.63,Regular Value Meal
9,2023/08/05,Sat,Brunei,6 Pcs Fish Nuggets (Value Meal) — Medium,5.50,4.11,Regular Value Meal
10,2023/08/05,Sat,Brunei,6 Pcs Fish Nuggets (Value Meal) — Large,6.40,4.78,Regular Value Meal
11,2023/08/05,Sat,Brunei,Nasi Lemak Set A (2 Pcs Chicken),6.70,5.00,Regular Value Meal
12,2023/08/05,Sat,Brunei,Nasi Lemak Set B (1 Pc Chicken),5.20,3.88,Regular Value Meal
13,2023/08/05,Sat,Brunei,Big Mac (A La Carte),5.50,4.11,Regular Value Meal
14,2023/08/05,Sat,Brunei,Double Cheeseburger (A La Carte),5.10,3.81,Regular Value Meal
15,2023/08/05,Sat,Brunei,2 Pcs Ayam Goreng Spicy (A La Carte),5.30,3.96,Regular Value Meal
16,2023/08/05,Sat,Brunei,Filet-O-Fish (A La Carte),3.80,2.84,Regular Value Meal
17,2023/08/05,Sat,Brunei,6 Pcs Fish Nuggets (A La Carte),4.30,3.21,Regular Value Meal
18,2023/08/05,Sat,Brunei,Chicken McNuggets — 6 Pieces - A la carte,4.60,3.43,Regular Value Meal
19,2023/08/05,Sat,Brunei,Chicken McNuggets — 6 Pieces - Medium Value Meal,6.10,4.55,Regular Value Meal
20,2023/08/05,Sat,Brunei,McChicken — Ala Carte,5.00,3.73,Regular Value Meal
21,2023/08/05,Sat,Brunei,McChicken — Large,6.60,4.93,Regular Value Meal
22,2023/08/05,Sat,Brunei,McChicken Deluxe — Ala Carte,5.20,3.88,Regular Value Meal
23,2023/08/05,Sat,Brunei,McChicken Deluxe — Medium,6.20,4.63,Regular Value Meal
24,2023/08/05,Sat,Brunei,McChicken Deluxe — Large,6.80,5.08,Regular Value Meal
25,2023/08/05,Sat,Brunei,Happy Meal Cheeseburger,5.20,3.88,Happy Meal
26,2023/08/05,Sat,Brunei,Happy Meal Beefburger,4.90,3.66,Happy Meal
27,2023/08/05,Sat,Brunei,Happy Meal Fish Nuggets (4pcs),5.20,3.88,Happy Meal
28,2023/08/05,Sat,Brunei,Happy Meal Bubur McD (S),5.20,3.88,Happy Meal
29,2023/08/05,Sat,Brunei,Happy Meal Ayam Goreng McD (1pc),5.20,3.88,Happy Meal
30,2023/08/05,Sat,Brunei,Happy Meal with Fruit Tea — Happy Meal Ayam Goreng McD (1pc),5.00,3.73,Happy Meal
31,2023/08/05,Sat,Brunei,Happy Meal with Fruit Tea — Happy Meal Beef Burger,4.70,3.51,Happy Meal
32,2023/08/05,Sat,Brunei,Happy Meal with Fruit Tea — Happy Meal Bubur Mcd (S),5.00,3.73,Happy Meal
33,2023/08/05,Sat,Brunei,Happy Meal with Fruit Tea — Happy Cheeseburger,5.00,3.73,Happy Meal
34,2023/08/05,Sat,Brunei,Happy Meal with Fruit Tea — Happy Meal Fish Nuggets,5.00,3.73,Happy Meal
35,2023/08/05,Sat,Brunei,6 Pcs Fish Nuggets,4.00,2.99,Sides
36,2023/08/05,Sat,Brunei,9 Pcs Fish Nuggets,6.00,4.48,Sides
37,2023/08/05,Sat,Brunei,20 Pcs Fish Nuggets,11.90,8.89,Sides
38,2023/08/05,Sat,Brunei,Fish Bites,2.20,1.64,Sides
39,2023/08/05,Sat,Brunei,2pcs Ayam Goreng McD,5.30,3.96,Sides
40,2023/08/05,Sat,Brunei,5pcs Ayam Goreng McD,12.00,8.96,Sides
41,2023/08/05,Sat,Brunei,9pcs Ayam Goreng McD,21.80,16.28,Sides
42,2023/08/05,Sat,Brunei,Rice,0.80,0.60,Sides
43,2023/08/05,Sat,Brunei,French Fries — Medium,2.20,1.64,Sides
44,2023/08/05,Sat,Brunei,French Fries — Large,2.50,1.87,Sides
45,2023/08/05,Sat,Brunei,Bubur McD — Small,3.20,2.39,Sides
46,2023/08/05,Sat,Brunei,Bubur McD — Large,3.70,2.76,Sides
47,2023/08/05,Sat,Brunei,Cakoi — 1 Pc,1.50,1.12,Sides
48,2023/08/05,Sat,Brunei,Cakoi — 2 Pc,2.80,2.09,Sides
